image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,deliver_retention,deliver_cosine,deliver_retention_base,deliver_rms_raw,deliver_rms_out,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.75,0.78281,0.7619,0.76541,0.050471,0.051856,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42562,0.9079,25.704,0.29982,0.13542,0.3895,0.7286,19.634,0.21624,0.20571,0.5504,0.05186,0.9125,0.88836,False,0.837,408.4
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.75,0.75225,0.76129,0.74376,0.050146,0.04955,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40268,0.8809,26.099,0.30386,0.13762,0.41873,0.62387,19.472,0.21654,0.25184,0.47789,0.04955,0.97496,0.92663,False,0.837,400.4
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.75,0.8798,0.85353,0.87518,0.068708,0.070823,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41677,0.91029,22.997,0.31716,0.14762,0.48887,0.5381,16.803,0.21714,0.29088,0.45755,0.07082,0.94842,0.92573,False,0.837,398.1
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.75,0.49795,0.59141,0.49769,0.036375,0.030626,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52428,0.88941,30.278,0.13898,0.17162,0.41762,0.67111,16.541,0.24932,0.22928,0.38398,0.03063,0.93603,0.94839,False,0.837,397.9
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.75,0.64651,0.66435,0.63017,0.042901,0.041748,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43143,0.90515,27.587,0.31434,0.14615,0.46762,0.66675,13.825,0.29847,0.24408,0.52451,0.04175,0.89859,0.88256,False,0.837,398.0
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.75,0.6228,0.65948,0.61399,0.042817,0.040435,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51133,0.91831,27.865,0.33006,0.088,0.34794,0.59302,17.618,0.32467,0.17274,0.35002,0.04044,0.88804,0.85689,False,0.837,397.9
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.75,0.91051,0.85311,0.88341,0.077325,0.082528,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35767,0.89359,21.668,0.31837,0.0979,0.49131,0.38746,15.874,0.12578,0.27062,0.68817,0.08253,0.93563,0.86271,False,0.837,398.2
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.75,0.79605,0.79945,0.79632,0.054879,0.054645,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42048,0.907,25.249,0.2887,0.12169,0.43611,0.68131,17.981,0.19314,0.2468,0.44576,0.05465,0.90508,0.87317,False,0.837,398.6
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.75,0.77589,0.77698,0.76872,0.055074,0.054997,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45681,0.90685,25.193,0.34833,0.13206,0.44123,0.50083,17.46,0.23255,0.29389,0.38341,0.055,0.88344,0.75665,True,0.837,398.4
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,1.0,none,0.75,0.753,0.76172,0.73811,0.052245,0.051647,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45805,0.91137,25.739,0.32033,0.14879,0.45556,0.57127,16.32,0.22612,0.27439,0.61235,0.05165,0.91905,0.87375,False,0.837,398.4
