image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_remove_157386,phase,instruct-pix2pix,Remove flowers,,1.3,False,4.0,100,7.5,1.5,20260812,False,0.15574,0.96127,30.386,0.55031,0.04725,0.42504,0.75874,19.385,0.27365,0.23806,0.36939,0.03025,124.6
