loss,L_def,L_fid,defense_mode,edit_shift,shared_mass,fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,step,stage,stage_step,lr,grad_norm
0.06277614831924438,0.06277614831924438,0.0,targeted_attn,nan,0.9372238516807556,1.0868542403841275e-06,0.0,4.1910307118087076e-06,0.0,2.828240394592285e-05,118.7978286743164,6.643417760354708e-11,6.643417760354708e-11,0.9999999403953552,2.828240394592285e-05,118.7978286743164,0.0,0.0,0.0,0,default,0,0.1,0.0008777475450187922
0.06245855242013931,0.06245855242013931,0.0,targeted_attn,nan,0.9375414252281189,0.005117994733154774,0.0,0.03188009187579155,0.0,0.1056952029466629,41.51356506347656,0.002018291736021638,0.002018291736021638,0.9979919195175171,0.1056952029466629,41.51356506347656,0.04569520428776741,0.0,0.0,1,default,1,0.1,0.00028107763500884175
0.0622151717543602,0.0622151717543602,0.0,targeted_attn,nan,0.9377848505973816,0.01060070376843214,0.0,0.05133035033941269,0.0,0.20797356963157654,36.97693634033203,0.0055902511812746525,0.0055902511812746525,0.9946374893188477,0.20797356963157654,36.97693634033203,0.14797356724739075,0.0,0.0,2,default,2,0.1,0.000395955634303391
0.06200827285647392,0.06200827285647392,0.0,targeted_attn,nan,0.937991738319397,0.01570386067032814,0.0,0.06921076774597168,0.0,0.3072766959667206,34.42559051513672,0.010041043162345886,0.010041043162345886,0.9909020662307739,0.3072766959667206,34.42559051513672,0.2472766935825348,0.0,0.0,3,default,3,0.1,0.0003177209582645446
0.06184482201933861,0.06184482201933861,0.0,targeted_attn,nan,0.9381551742553711,0.02003338746726513,0.0,0.08402523398399353,0.0,0.382006973028183,32.58863067626953,0.015402777120471,0.015402777120471,0.9869048595428467,0.382006973028183,32.58863067626953,0.3220069706439972,0.0,1.4113693237304688,4,default,4,0.1,0.00043740333057940006
0.06167970597743988,0.06167970597743988,0.0,targeted_attn,nan,0.9383202791213989,0.023676913231611252,0.0,0.09608156979084015,0.0,0.4379217326641083,31.209518432617188,0.020925309509038925,0.020925309509038925,0.9828281402587891,0.4379217326641083,31.209518432617188,0.3779217302799225,0.0,2.7904815673828125,5,default,5,0.1,0.0010358002036809921
0.061550240963697433,0.061550240963697433,0.0,targeted_attn,nan,0.9384497404098511,0.026577461510896683,0.0,0.10693829506635666,0.0,0.47423526644706726,30.13494873046875,0.026174932718276978,0.026174932718276978,0.9788417816162109,0.47423526644706726,30.13494873046875,0.41423526406288147,0.0,3.86505126953125,6,default,6,0.1,0.00037002525641582906
0.0613713264465332,0.0613713264465332,0.0,targeted_attn,nan,0.9386286735534668,0.028879646211862564,0.0,0.11712674796581268,0.0,0.4957810044288635,29.2648868560791,0.030963456258177757,0.030963456258177757,0.9748813509941101,0.4957810044288635,29.2648868560791,0.43578100204467773,0.0,4.735113143920898,7,default,7,0.1,0.00028845705674029887
0.06130289286375046,0.06130289286375046,0.0,targeted_attn,nan,0.938697099685669,0.030581366270780563,0.0,0.12650752067565918,0.0,0.5444921255111694,28.5438232421875,0.03486502915620804,0.03486502915620804,0.9709855914115906,0.5444921255111694,28.5438232421875,0.48449212312698364,0.0,5.4561767578125,8,default,8,0.1,0.0003434773243498057
0.06124228984117508,0.06124228984117508,0.0,targeted_attn,nan,0.9387577176094055,0.03188884258270264,0.0,0.13519486784934998,0.0,0.5723934173583984,27.935583114624023,0.03805854171514511,0.03805854171514511,0.9671370387077332,0.5723934173583984,27.935583114624023,0.5123934149742126,0.0,6.064416885375977,9,default,9,0.1,0.0005192067474126816
