image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.11367,0.96746,28.443,0.57749,0.03548,0.14459,0.89147,22.569,0.43039,0.06704,0.54089,0.03783,120.8
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.18362,0.95261,29.102,0.52229,0.07572,0.21796,0.80005,23.035,0.36222,0.14144,0.4983,0.03507,121.0
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.20823,0.90993,23.605,0.43671,0.09455,0.29152,0.65209,17.023,0.29426,0.2147,0.61526,0.06603,121.0
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.16583,0.98998,41.191,0.70064,0.03591,0.20443,0.86493,21.205,0.67652,0.16849,0.20134,0.00872,120.9
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.11647,0.96551,31.686,0.62199,0.07655,0.24724,0.79013,15.17,0.49752,0.15222,0.54336,0.02604,121.2
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.18803,0.94533,31.194,0.58828,0.03435,0.29021,0.76518,21.191,0.29291,0.12402,0.31719,0.02756,121.1
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.19583,0.9659,32.466,0.6086,0.03457,0.2442,0.88563,25.051,0.37526,0.06558,0.2972,0.02381,120.9
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.21707,0.93156,31.575,0.56551,0.03644,0.59498,0.68269,14.252,0.33819,0.34775,0.25549,0.02638,121.2
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.25364,0.88851,21.118,0.42673,0.08,0.37359,0.57084,17.435,0.18623,0.17876,0.77739,0.08792,120.8
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.18159,0.95156,26.593,0.49751,0.06392,0.20948,0.84037,21.661,0.31813,0.10036,0.58302,0.04681,121.2
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.24061,0.92507,26.944,0.46166,0.07407,0.32917,0.69383,20.292,0.20816,0.18079,0.45994,0.04496,121.0
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.12278,0.96915,30.625,0.62323,0.05358,0.22521,0.83681,17.604,0.45921,0.14742,0.41114,0.02943,120.9
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.3475,0.92819,27.091,0.47672,0.06212,0.33267,0.60691,17.853,0.29623,0.22921,0.41406,0.0442,121.0
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.13056,0.97288,36.101,0.71596,0.03747,0.14428,0.89795,28.057,0.61379,0.09973,0.35124,0.01567,120.9
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.15402,0.9452,27.222,0.61765,0.05223,0.20209,0.85867,23.035,0.44609,0.06589,0.55231,0.04354,121.1
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.27844,0.9264,25.559,0.53241,0.0575,0.44223,0.42302,13.452,0.07233,0.26382,0.56537,0.05273,121.0
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.21838,0.97421,34.176,0.67435,0.0421,0.21174,0.87365,25.467,0.44063,0.09028,0.37077,0.01955,121.2
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.24766,0.95071,28.595,0.5973,0.06458,0.41148,0.67833,16.426,0.25099,0.1937,0.70498,0.03717,120.9
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.25768,0.91955,26.045,0.45951,0.06352,0.2754,0.75527,21.376,0.30779,0.10482,0.56585,0.04986,120.7
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.11135,0.9825,37.927,0.79077,0.03701,0.26345,0.81909,20.928,0.6824,0.17748,0.19877,0.0127,120.6
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.4182,0.868,26.327,0.30164,0.09636,0.20016,0.79133,20.186,0.25277,0.21885,0.45392,0.04826,120.9
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.27539,0.92223,25.493,0.46634,0.07991,0.32027,0.66505,17.218,0.24793,0.14932,0.63894,0.05313,121.7
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.27865,0.95369,33.473,0.5377,0.07244,0.3637,0.74662,16.672,0.31679,0.24833,0.35465,0.0212,121.7
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.35449,0.89234,26.316,0.4051,0.10963,0.57733,0.45476,16.521,0.20634,0.28511,0.78677,0.04833,121.5
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.4,False,0.0,100,7.5,1.5,20260812,False,0.20921,0.94168,28.492,0.51378,0.0434,0.24888,0.75267,21.543,0.35947,0.12618,0.61985,0.03762,121.9
