image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,add,instruct-pix2pix,turn the color of potted plant to pink,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32868,0.97897,36.812,0.67439,0.04351,0.26847,0.77702,19.376,0.42122,0.16873,0.02,0.01443,37.4
task_attr_mod_color_136767,add,instruct-pix2pix,turn the color of astronaut to pink,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30929,0.95681,36.393,0.66706,0.03685,0.32082,0.68972,18.152,0.34099,0.18859,0.02,0.01515,37.8
task_attr_mod_color_184837,add,instruct-pix2pix,turn the color of frame to pink,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20538,0.98522,35.697,0.73517,0.03563,0.24051,0.75555,19.859,0.36028,0.18889,0.02,0.01641,37.9
task_attr_mod_color_32648,add,instruct-pix2pix,turn the color of potion bottle to orange,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.53442,0.94572,37.586,0.3805,0.08247,0.39332,0.66824,13.83,0.69267,0.297,0.02,0.0132,37.9
task_attr_mod_color_6205,add,instruct-pix2pix,turn the color of toolbox to red,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34801,0.97604,37.144,0.66034,0.04889,0.41867,0.64907,12.462,0.48239,0.24339,0.02,0.01389,38.0
task_env_weather_112463,add,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44923,0.97932,36.595,0.6651,0.02465,0.3471,0.68336,19.002,0.29018,0.16864,0.02,0.0148,38.0
task_env_weather_133752,add,instruct-pix2pix,transform the setting to a rainy day,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.43001,0.98075,36.721,0.68193,0.05651,0.57593,0.61762,16.214,0.34223,0.36989,0.02,0.01459,38.0
task_env_weather_181583,add,instruct-pix2pix,change the setting to a stormy day,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40255,0.97715,36.378,0.64945,0.0281,0.66871,0.6402,14.235,0.39323,0.39664,0.02,0.01517,38.0
task_env_weather_246440,add,instruct-pix2pix,transform the setting to autumn with falling leaves,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.20709,0.98497,35.5,0.72799,0.01768,0.41655,0.50885,16.534,0.16365,0.21164,0.02,0.01679,37.8
task_env_weather_63722,add,instruct-pix2pix,change the setting to a snowy landscape,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33525,0.97694,36.886,0.69367,0.04796,0.3175,0.76959,19.486,0.35898,0.17125,0.02,0.01431,37.9
task_obj_add_13726,add,instruct-pix2pix,Add subscribe button,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28619,0.97627,36.139,0.66697,0.03312,0.3518,0.74357,21.843,0.24901,0.13058,0.02,0.0156,37.8
task_obj_add_340466,add,instruct-pix2pix,Add orange juice,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.33789,0.97882,36.918,0.69339,0.07012,0.38618,0.76481,16.789,0.42114,0.22044,0.02,0.01426,37.9
task_obj_add_40931,add,instruct-pix2pix,Add the blood on snout,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36942,0.97986,36.03,0.72003,0.03875,0.33544,0.62212,18.48,0.3342,0.22066,0.02,0.01579,37.9
task_obj_add_581286,add,instruct-pix2pix,Add sauce,,0.02,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,encoder_target,0.0,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.4531,0.97389,37.36,0.61392,0.04341,0.58343,0.42301,11.949,0.23226,0.35663,0.02,0.01355,37.9
