image,attack,n_seeds,edit_psnr,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,pert_linf,pert_lpips,mask_coverage,seconds,peak_mb
man_00,pg_encoder,2,27.391371726989746,0.8721751272678375,0.26588214933872223,0.8926845788955688,0.456064909696579,0.030000030994415283,0.44899630546569824,,0.5,7289.6
man_00,semantic,2,29.185073852539062,0.8792378902435303,0.234941303730011,0.9155462682247162,0.3949502855539322,0.030000030994415283,0.3979261517524719,0.25830078125,6.2,8653.4
man_00,pg_diffusion,2,26.975587844848633,0.8433030247688293,0.2093103900551796,0.8890959322452545,0.4919353425502777,0.030000030994415283,0.4533468186855316,,10.5,11432.1
