image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp_rand,instruct-pix2pix,turn the color of potted plant to pink,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30517,0.52264,15.585,0.07155,0.14654,0.31194,0.50242,14.974,0.06457,0.13382,0.94395,0.16624,0.91873,0.938,False,0.837,60.0
task_attr_mod_color_136767,warp_rand,instruct-pix2pix,turn the color of astronaut to pink,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30502,0.52198,15.323,0.07175,0.15157,0.32154,0.49166,15.13,0.06694,0.16077,0.99585,0.17133,0.9839,0.9533,False,0.837,47.5
task_attr_mod_color_184837,warp_rand,instruct-pix2pix,turn the color of frame to pink,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.37083,0.28797,13.481,0.04091,0.18166,0.37573,0.26253,13.286,0.03934,0.20461,0.95747,0.21182,0.92718,0.94607,False,0.837,47.5
task_attr_mod_color_32648,warp_rand,instruct-pix2pix,turn the color of potion bottle to orange,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26276,0.86945,24.362,0.14377,0.16853,0.24761,0.88013,25.235,0.25503,0.16335,0.96744,0.06052,0.97406,0.9511,False,0.837,47.4
task_attr_mod_color_6205,warp_rand,instruct-pix2pix,turn the color of toolbox to red,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32602,0.56405,17.607,0.09197,0.17509,0.44245,0.46284,11.974,0.10066,0.23894,0.97541,0.13172,0.94555,0.87205,False,0.837,47.5
task_env_weather_112463,warp_rand,instruct-pix2pix,transform the setting to spring with blooming flowers,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38522,0.47636,17.927,0.09157,0.17088,0.41822,0.34616,15.533,0.06471,0.18525,0.93271,0.12696,0.87273,0.90246,False,0.837,47.4
task_env_weather_246440,warp_rand,instruct-pix2pix,transform the setting to autumn with falling leaves,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36846,0.22457,12.366,0.03473,0.16147,0.47469,0.25894,14.858,0.03373,0.16479,0.99944,0.24083,0.94671,0.9611,False,0.837,47.1
task_env_weather_63722,warp_rand,instruct-pix2pix,change the setting to a snowy landscape,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42718,0.46115,15.133,0.03837,0.2792,0.43543,0.4509,14.44,0.03626,0.28147,0.79224,0.17513,0.72419,0.6669,True,0.837,47.4
task_obj_add_40931,warp_rand,instruct-pix2pix,Add the blood on snout,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45739,0.30368,14.106,0.05055,0.23389,0.46396,0.27337,13.364,0.04497,0.25256,0.97688,0.19711,0.91656,0.86382,False,0.837,47.4
task_obj_remove_380621,warp_rand,instruct-pix2pix,Remove iceberg,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39269,0.47137,17.528,0.10724,0.22715,0.41888,0.43992,16.954,0.09325,0.2049,0.97939,0.13293,0.89438,0.8866,False,0.837,47.4
task_obj_swap_joint_mask_276754,warp_rand,instruct-pix2pix,Replace the satellite dish with rocket,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.44107,0.34274,18.04,0.02487,0.2184,0.09826,0.91267,22.849,0.27035,0.11059,0.98265,0.12531,0.97449,0.96162,False,0.837,47.4
task_obj_swap_joint_mask_533428,warp_rand,instruct-pix2pix,Replace the samurai armor with red jacket,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40161,0.33517,14.415,0.04936,0.17888,0.46133,0.41434,13.322,0.07254,0.16879,0.99736,0.19023,0.80201,0.88825,False,0.837,47.5
task_obj_swap_rand_mask_417469,warp_rand,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,8.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.35736,0.47363,16.786,0.06906,0.14458,0.3675,0.43549,16.424,0.06586,0.15192,0.99621,0.14479,0.94962,0.90834,False,0.837,47.5
