image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_obj_add_581286,phase_rand,instruct-pix2pix,Add sauce,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.06986,0.96821,35.235,0.7081,0.05594,0.09663,0.93823,31.786,0.58894,0.05261,0.3423,0.01731,70.2
task_obj_add_692065,phase_rand,instruct-pix2pix,Add monk,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.08315,0.94198,27.08,0.637,0.06721,0.11133,0.89311,24.379,0.53474,0.0646,0.49396,0.04426,69.9
task_obj_remove_10197,phase_rand,instruct-pix2pix,Remove gravel path,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.13791,0.90923,25.082,0.52874,0.08683,0.23386,0.7226,20.775,0.19147,0.15477,0.54491,0.05571,70.0
task_obj_remove_257910,phase_rand,instruct-pix2pix,Remove bracelet,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.08851,0.96504,32.941,0.66103,0.06362,0.12131,0.9306,29.274,0.47563,0.06,0.40565,0.02254,70.3
task_obj_remove_380621,phase_rand,instruct-pix2pix,Remove iceberg,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.11686,0.93966,27.932,0.59304,0.08636,0.16333,0.84797,22.01,0.40969,0.08292,0.62853,0.04012,70.2
task_obj_remove_509477,phase_rand,instruct-pix2pix,Remove the man with glasses,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.16276,0.90411,25.352,0.44791,0.10402,0.18769,0.82545,22.291,0.3195,0.09175,0.49331,0.054,69.8
task_obj_remove_657585,phase_rand,instruct-pix2pix,Remove frisbee,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.07567,0.97617,36.562,0.76503,0.05906,0.22976,0.85791,22.721,0.61936,0.1537,0.2275,0.01486,70.4
task_obj_swap_joint_mask_276754,phase_rand,instruct-pix2pix,Replace the satellite dish with rocket,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.24531,0.83525,25.319,0.2856,0.1185,0.07147,0.9502,26.261,0.39701,0.10345,0.47075,0.05421,70.3
task_obj_swap_joint_mask_533428,phase_rand,instruct-pix2pix,Replace the samurai armor with red jacket,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.15811,0.89656,24.562,0.44249,0.11925,0.27687,0.70458,16.545,0.29045,0.13309,0.57861,0.05914,70.3
task_obj_swap_joint_mask_75733,phase_rand,instruct-pix2pix,Replace the snowy landscape with sea,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.12613,0.94215,32.274,0.52186,0.11855,0.16535,0.8839,27.604,0.34382,0.12355,0.4215,0.02434,69.9
task_obj_swap_rand_mask_298147,phase_rand,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.25308,0.86047,25.024,0.38257,0.13433,0.29867,0.72302,20.418,0.2243,0.13291,0.66219,0.05608,70.2
task_obj_swap_rand_mask_417469,phase_rand,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.6,False,0.0,100,7.5,1.5,20260812,False,0.1514,0.91277,26.72,0.47723,0.08565,0.18048,0.82683,22.998,0.36414,0.0862,0.5901,0.04613,70.5
