image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
horse_00,photoguard_c,0.0,6192.2,0.3688,0.9819,0.0515,40.8944,0.9528,5.8969,0.6877,0.4164,0.306,0.3319,-0.0259,0.119,0.1184,0.0006
horse_01,photoguard_c,0.0,6191.8,0.1592,0.9916,0.0213,40.8945,0.9836,4.8533,0.6914,0.364,0.323,0.3176,0.0054,0.1175,0.1228,-0.0053
