image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_attr_mod_color_11699,dct_shield_y,native,identity,0.64213,0.02008,0.64213,0.02008,1.0,0.70179,True,0.8,True,701.9
task_attr_mod_color_11699,dct_shield_y,native,jpeg90,0.61825,0.01082,0.64213,0.02008,0.96281,0.69409,True,0.8,True,701.9
task_attr_mod_color_11699,dct_shield_y,native,jpeg75,0.5771,0.0184,0.64213,0.02008,0.89873,0.83616,True,0.8,True,701.9
task_attr_mod_color_11699,dct_shield_y,native,jpeg50,0.25617,0.0033,0.64213,0.02008,0.39895,0.97634,False,0.8,True,701.9
task_attr_mod_color_11699,dct_shield_y,native,jpeg30,0.30083,0.00401,0.64213,0.02008,0.46849,0.96063,False,0.8,True,701.9
task_attr_mod_color_136767,dct_shield_y,native,identity,0.62065,0.02125,0.62065,0.02125,1.0,0.84469,False,0.8,True,694.9
task_attr_mod_color_136767,dct_shield_y,native,jpeg90,0.61933,0.0294,0.62065,0.02125,0.99787,0.83198,True,0.8,True,694.9
task_attr_mod_color_136767,dct_shield_y,native,jpeg75,0.5986,0.02655,0.62065,0.02125,0.96446,0.75571,True,0.8,True,694.9
task_attr_mod_color_136767,dct_shield_y,native,jpeg50,0.23999,0.01107,0.62065,0.02125,0.38668,0.97336,False,0.8,True,694.9
task_attr_mod_color_136767,dct_shield_y,native,jpeg30,0.27677,0.01437,0.62065,0.02125,0.44593,0.95219,False,0.8,True,694.9
task_attr_mod_color_184837,dct_shield_y,native,identity,0.77628,0.02727,0.77628,0.02727,1.0,0.63079,True,0.8,True,695.5
task_attr_mod_color_184837,dct_shield_y,native,jpeg90,0.77081,0.01303,0.77628,0.02727,0.99296,0.63417,True,0.8,True,695.5
task_attr_mod_color_184837,dct_shield_y,native,jpeg75,0.65025,0.01062,0.77628,0.02727,0.83765,0.84213,False,0.8,True,695.5
task_attr_mod_color_184837,dct_shield_y,native,jpeg50,0.22979,0.04715,0.77628,0.02727,0.29601,0.96362,False,0.8,True,695.5
task_attr_mod_color_184837,dct_shield_y,native,jpeg30,0.28316,0.04704,0.77628,0.02727,0.36476,0.94711,False,0.8,True,695.5
task_attr_mod_color_32648,dct_shield_y,native,identity,0.54232,0.04877,0.54232,0.04877,1.0,0.72661,True,0.8,True,695.8
task_attr_mod_color_32648,dct_shield_y,native,jpeg90,0.52144,0.12422,0.54232,0.04877,0.96149,0.74955,True,0.8,True,695.8
task_attr_mod_color_32648,dct_shield_y,native,jpeg75,0.54158,0.08618,0.54232,0.04877,0.99864,0.85085,False,0.8,True,695.8
task_attr_mod_color_32648,dct_shield_y,native,jpeg50,0.40981,0.0726,0.54232,0.04877,0.75565,0.92755,False,0.8,True,695.8
task_attr_mod_color_32648,dct_shield_y,native,jpeg30,0.38755,0.0626,0.54232,0.04877,0.71461,0.92033,False,0.8,True,695.8
task_attr_mod_color_6205,dct_shield_y,native,identity,0.71913,0.02329,0.71913,0.02329,1.0,0.47841,True,0.8,True,696.0
task_attr_mod_color_6205,dct_shield_y,native,jpeg90,0.7389,0.01362,0.71913,0.02329,1.02749,0.47366,True,0.8,True,696.0
task_attr_mod_color_6205,dct_shield_y,native,jpeg75,0.69739,0.02666,0.71913,0.02329,0.96977,0.79461,True,0.8,True,696.0
task_attr_mod_color_6205,dct_shield_y,native,jpeg50,0.20084,0.03342,0.71913,0.02329,0.27928,0.95877,False,0.8,True,696.0
task_attr_mod_color_6205,dct_shield_y,native,jpeg30,0.24418,0.02619,0.71913,0.02329,0.33955,0.93547,False,0.8,True,696.0
