image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_env_weather_112463,phase_gain,native,identity,0.66547,0.15902,0.66547,0.15902,1.0,0.58666,True,0.8,True,1286.2
task_env_weather_112463,phase_gain,native,blur1,0.25075,0.03824,0.66547,0.15902,0.37681,0.93916,False,0.8,True,1286.2
task_env_weather_112463,phase_gain,native,jpeg90,0.47573,0.20781,0.66547,0.15902,0.71488,0.86709,False,0.8,True,1286.2
task_env_weather_112463,phase_gain,native,jpeg75,0.47654,0.24716,0.66547,0.15902,0.7161,0.92986,False,0.8,True,1286.2
task_env_weather_112463,phase_gain,native,jpeg50,0.37265,0.10423,0.66547,0.15902,0.55998,0.92752,False,0.8,True,1286.2
task_env_weather_112463,phase_gain,native,jpeg30,0.37837,0.10606,0.66547,0.15902,0.56858,0.9164,False,0.8,True,1286.2
task_env_weather_112463,phase_gain,native,blur2,0.34582,0.06038,0.66547,0.15902,0.51966,0.93054,False,0.8,True,1286.2
task_env_weather_112463,phase_gain,native,crop_resize0.1,0.65771,0.19927,0.66547,0.15902,0.98834,0.85961,False,0.8,True,1286.2
task_env_weather_112463,phase_gain,native,crop_resize0.15,0.72218,0.17609,0.66547,0.15902,1.08523,0.85895,False,0.8,True,1286.2
task_obj_remove_380621,phase_gain,native,identity,0.70424,0.0116,0.70424,0.0116,1.0,0.70976,True,0.8,True,1275.2
task_obj_remove_380621,phase_gain,native,blur1,0.40191,0.16726,0.70424,0.0116,0.5707,0.90136,False,0.8,True,1275.2
task_obj_remove_380621,phase_gain,native,jpeg90,0.44402,0.02764,0.70424,0.0116,0.63049,0.90679,False,0.8,True,1275.2
task_obj_remove_380621,phase_gain,native,jpeg75,0.34334,0.0343,0.70424,0.0116,0.48753,0.94165,False,0.8,True,1275.2
task_obj_remove_380621,phase_gain,native,jpeg50,0.32593,0.09338,0.70424,0.0116,0.4628,0.94586,False,0.8,True,1275.2
task_obj_remove_380621,phase_gain,native,jpeg30,0.36242,0.11877,0.70424,0.0116,0.51462,0.93722,False,0.8,True,1275.2
task_obj_remove_380621,phase_gain,native,blur2,0.40191,0.039,0.70424,0.0116,0.57069,0.8701,False,0.8,True,1275.2
task_obj_remove_380621,phase_gain,native,crop_resize0.1,0.6245,0.005,0.70424,0.0116,0.88676,0.85175,False,0.8,True,1275.2
task_obj_remove_380621,phase_gain,native,crop_resize0.15,0.65447,0.00702,0.70424,0.0116,0.92932,0.86556,False,0.8,True,1275.2
task_obj_swap_joint_mask_276754,phase_gain,native,identity,0.55209,0.19521,0.55209,0.19521,1.0,0.88787,False,0.8,False,1274.5
task_obj_swap_joint_mask_276754,phase_gain,native,blur1,0.14586,0.06288,0.55209,0.19521,0.2642,0.91695,False,0.8,False,1274.5
task_obj_swap_joint_mask_276754,phase_gain,native,jpeg90,0.42547,0.20282,0.55209,0.19521,0.77066,0.91597,False,0.8,False,1274.5
task_obj_swap_joint_mask_276754,phase_gain,native,jpeg75,0.41995,0.20453,0.55209,0.19521,0.76065,0.92034,False,0.8,False,1274.5
task_obj_swap_joint_mask_276754,phase_gain,native,jpeg50,0.3487,0.17844,0.55209,0.19521,0.6316,0.90776,False,0.8,False,1274.5
task_obj_swap_joint_mask_276754,phase_gain,native,jpeg30,0.17568,0.08006,0.55209,0.19521,0.31822,0.93097,False,0.8,False,1274.5
task_obj_swap_joint_mask_276754,phase_gain,native,blur2,0.24698,0.04853,0.55209,0.19521,0.44736,0.90395,False,0.8,False,1274.5
task_obj_swap_joint_mask_276754,phase_gain,native,crop_resize0.1,0.44281,0.18358,0.55209,0.19521,0.80205,0.88727,False,0.8,False,1274.5
task_obj_swap_joint_mask_276754,phase_gain,native,crop_resize0.15,0.49877,0.2053,0.55209,0.19521,0.90341,0.88419,False,0.8,False,1274.5
task_obj_swap_joint_mask_533428,phase_gain,native,identity,0.55633,0.0299,0.55633,0.0299,1.0,0.60461,True,0.8,True,1274.9
task_obj_swap_joint_mask_533428,phase_gain,native,blur1,0.35063,0.04797,0.55633,0.0299,0.63026,0.96464,False,0.8,True,1274.9
task_obj_swap_joint_mask_533428,phase_gain,native,jpeg90,0.53908,0.03869,0.55633,0.0299,0.96901,0.76027,True,0.8,True,1274.9
task_obj_swap_joint_mask_533428,phase_gain,native,jpeg75,0.48284,0.05832,0.55633,0.0299,0.86791,0.84937,False,0.8,True,1274.9
task_obj_swap_joint_mask_533428,phase_gain,native,jpeg50,0.4534,0.04943,0.55633,0.0299,0.81499,0.88003,False,0.8,True,1274.9
task_obj_swap_joint_mask_533428,phase_gain,native,jpeg30,0.4156,0.07472,0.55633,0.0299,0.74705,0.86549,False,0.8,True,1274.9
task_obj_swap_joint_mask_533428,phase_gain,native,blur2,0.43097,0.04033,0.55633,0.0299,0.77466,0.92404,False,0.8,True,1274.9
task_obj_swap_joint_mask_533428,phase_gain,native,crop_resize0.1,0.63038,0.01207,0.55633,0.0299,1.13312,0.75445,True,0.8,True,1274.9
task_obj_swap_joint_mask_533428,phase_gain,native,crop_resize0.15,0.64167,0.00932,0.55633,0.0299,1.1534,0.69748,True,0.8,True,1274.9
task_obj_swap_rand_mask_417469,phase_gain,native,identity,0.77835,0.01965,0.77835,0.01965,1.0,0.47767,True,0.8,True,1274.5
task_obj_swap_rand_mask_417469,phase_gain,native,blur1,0.20632,0.00259,0.77835,0.01965,0.26507,0.93737,False,0.8,True,1274.5
task_obj_swap_rand_mask_417469,phase_gain,native,jpeg90,0.51269,0.00724,0.77835,0.01965,0.65869,0.83141,True,0.8,True,1274.5
task_obj_swap_rand_mask_417469,phase_gain,native,jpeg75,0.38212,0.00168,0.77835,0.01965,0.49094,0.90007,False,0.8,True,1274.5
task_obj_swap_rand_mask_417469,phase_gain,native,jpeg50,0.30273,0.00461,0.77835,0.01965,0.38894,0.9188,False,0.8,True,1274.5
task_obj_swap_rand_mask_417469,phase_gain,native,jpeg30,0.3083,0.00478,0.77835,0.01965,0.3961,0.92014,False,0.8,True,1274.5
task_obj_swap_rand_mask_417469,phase_gain,native,blur2,0.32447,0.00414,0.77835,0.01965,0.41687,0.87319,False,0.8,True,1274.5
task_obj_swap_rand_mask_417469,phase_gain,native,crop_resize0.1,0.63471,0.00213,0.77835,0.01965,0.81546,0.81277,True,0.8,True,1274.5
task_obj_swap_rand_mask_417469,phase_gain,native,crop_resize0.15,0.66514,0.00232,0.77835,0.01965,0.85455,0.79679,True,0.8,True,1274.5
