image,site,rank,scale,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,L,4,1.0,a wrecked car after an accident,15,20,10,1,178.2,10135.3,0.5,512.0,334.0,179.66666666666666,,,,0.7936927080154419,0.3459945619106293,0.44769811630249023,0.15400543808937073,61.382110595703125,0.0430484414100647,19.6125545501709,1.0,0.7558926343917847,0.2035907506942749
car_00,L,4,10.0,a wrecked car after an accident,15,20,10,1,178.1,10138.9,0.5,511.6666666666667,332.6666666666667,178.33333333333334,,,,55.931541442871094,0.3399633765220642,55.59157943725586,0.1600366085767746,33.586448669433594,0.6072689294815063,19.708696365356445,1.0,0.753813624382019,0.20494787395000458
car_00,L,4,50.0,a wrecked car after an accident,15,20,10,1,178.4,10138.9,0.55,512.0,328.0,172.0,,,,58.06920623779297,0.3285984992980957,57.74060821533203,0.1714015007019043,28.042421340942383,0.5734009742736816,20.03961181640625,0.9053897857666016,0.7510489821434021,0.19398397207260132
car_00,L,4,200.0,a wrecked car after an accident,15,20,10,1,178.5,10138.9,0.6,512.0,307.3333333333333,146.66666666666666,,,,75.43750762939453,0.2211623191833496,75.21634674072266,0.2788376808166504,21.913429260253906,0.6851008534431458,18.975135803222656,0.8266990184783936,0.6628537178039551,0.2825450301170349
car_00,LA,4,1.0,a wrecked car after an accident,15,20,10,1,178.6,10141.9,4.68,512.0,282.6666666666667,124.33333333333333,,,,5.054213523864746,0.37457820773124695,4.679635524749756,0.12542179226875305,61.316986083984375,0.10679590702056885,61.316986083984375,0.10679590702056885,0.9999933242797852,3.836912947008386e-05
car_00,LA,4,10.0,a wrecked car after an accident,15,20,10,1,178.6,10143.2,1.45,512.0,319.0,155.0,,,,28.840892791748047,0.35977795720100403,28.481115341186523,0.14022204279899597,37.45508575439453,0.34472960233688354,37.45508575439453,0.34472960233688354,0.9973281621932983,0.00548437237739563
car_00,LA,4,50.0,a wrecked car after an accident,15,20,10,1,178.5,10142.6,0.84,512.0,315.0,152.66666666666666,,,,57.77241897583008,0.35699981451034546,57.41542053222656,0.14300018548965454,30.24418830871582,0.5961820483207703,30.24418830871582,0.5961820483207703,0.9831455945968628,0.024545826017856598
car_00,LA,4,200.0,a wrecked car after an accident,15,20,10,1,178.8,10141.9,0.63,512.0,327.0,165.33333333333334,,,,79.26872253417969,0.36472421884536743,78.90399932861328,0.13527578115463257,28.525711059570312,0.793718695640564,28.525711059570312,0.793718695640564,0.9798213243484497,0.037661030888557434
