image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,siglip_sim,siglip_blocked,edit_strength,usable,seconds
task_obj_add_40931,phase_gain,native,identity,0.58711,0.01243,0.58711,0.01243,1.0,0.65065,True,0.8,True,993.1
task_obj_add_40931,phase_gain,native,blur1,0.3705,0.01938,0.58711,0.01243,0.63106,0.811,True,0.8,True,993.1
task_obj_add_40931,phase_gain,native,jpeg75,0.57336,0.01413,0.58711,0.01243,0.97659,0.66459,True,0.8,True,993.1
task_obj_add_40931,phase_gain,native,jpeg30,0.44551,0.00551,0.58711,0.01243,0.75881,0.83557,True,0.8,True,993.1
task_obj_add_40931,phase_gain,native,crop_resize0.1,0.65751,0.00363,0.58711,0.01243,1.11991,0.67219,True,0.8,True,993.1
task_obj_add_40931,phase_gain,native,jpeg_then_resize75,0.36073,0.0068,0.58711,0.01243,0.61441,0.87998,False,0.8,True,993.1
task_obj_add_40931,phase_gain,native,adverse_cleaner,0.5782,0.01074,0.58711,0.01243,0.98483,0.64664,True,0.8,True,993.1
task_obj_remove_380621,phase_gain,native,identity,0.7099,0.01641,0.7099,0.01641,1.0,0.70293,True,0.8,True,984.5
task_obj_remove_380621,phase_gain,native,blur1,0.51953,0.03517,0.7099,0.01641,0.73184,0.78815,True,0.8,True,984.5
task_obj_remove_380621,phase_gain,native,jpeg75,0.63857,0.03488,0.7099,0.01641,0.89953,0.71103,True,0.8,True,984.5
task_obj_remove_380621,phase_gain,native,jpeg30,0.53339,0.05462,0.7099,0.01641,0.75136,0.68164,True,0.8,True,984.5
task_obj_remove_380621,phase_gain,native,crop_resize0.1,0.6585,0.02566,0.7099,0.01641,0.92759,0.72854,True,0.8,True,984.5
task_obj_remove_380621,phase_gain,native,jpeg_then_resize75,0.49394,0.07861,0.7099,0.01641,0.69579,0.8151,True,0.8,True,984.5
task_obj_remove_380621,phase_gain,native,adverse_cleaner,0.63587,0.06263,0.7099,0.01641,0.89571,0.72353,True,0.8,True,984.5
task_obj_swap_joint_mask_276754,phase_gain,native,identity,0.54515,0.17781,0.54515,0.17781,1.0,0.85258,False,0.8,True,984.0
task_obj_swap_joint_mask_276754,phase_gain,native,blur1,0.17764,0.0385,0.54515,0.17781,0.32585,0.91114,False,0.8,True,984.0
task_obj_swap_joint_mask_276754,phase_gain,native,jpeg75,0.54687,0.21661,0.54515,0.17781,1.00315,0.89159,False,0.8,True,984.0
task_obj_swap_joint_mask_276754,phase_gain,native,jpeg30,0.37907,0.15653,0.54515,0.17781,0.69535,0.91262,False,0.8,True,984.0
task_obj_swap_joint_mask_276754,phase_gain,native,crop_resize0.1,0.47421,0.19885,0.54515,0.17781,0.86988,0.88338,False,0.8,True,984.0
task_obj_swap_joint_mask_276754,phase_gain,native,jpeg_then_resize75,0.17972,0.04127,0.54515,0.17781,0.32966,0.9499,False,0.8,True,984.0
task_obj_swap_joint_mask_276754,phase_gain,native,adverse_cleaner,0.54715,0.18849,0.54515,0.17781,1.00367,0.8957,False,0.8,True,984.0
task_obj_swap_joint_mask_533428,phase_gain,native,identity,0.65574,0.02932,0.65574,0.02932,1.0,0.58449,True,0.8,True,984.5
task_obj_swap_joint_mask_533428,phase_gain,native,blur1,0.52111,0.02798,0.65574,0.02932,0.7947,0.86553,False,0.8,True,984.5
task_obj_swap_joint_mask_533428,phase_gain,native,jpeg75,0.59236,0.02174,0.65574,0.02932,0.90335,0.61609,True,0.8,True,984.5
task_obj_swap_joint_mask_533428,phase_gain,native,jpeg30,0.53624,0.03944,0.65574,0.02932,0.81777,0.79644,True,0.8,True,984.5
task_obj_swap_joint_mask_533428,phase_gain,native,crop_resize0.1,0.6456,0.00733,0.65574,0.02932,0.98454,0.7011,True,0.8,True,984.5
task_obj_swap_joint_mask_533428,phase_gain,native,jpeg_then_resize75,0.49202,0.03932,0.65574,0.02932,0.75033,0.88682,False,0.8,True,984.5
task_obj_swap_joint_mask_533428,phase_gain,native,adverse_cleaner,0.6348,0.01142,0.65574,0.02932,0.96808,0.57101,True,0.8,True,984.5
task_obj_swap_rand_mask_417469,phase_gain,native,identity,0.73684,0.0521,0.73684,0.0521,1.0,0.44496,True,0.8,True,981.0
task_obj_swap_rand_mask_417469,phase_gain,native,blur1,0.38047,0.00291,0.73684,0.0521,0.51636,0.88446,False,0.8,True,981.0
task_obj_swap_rand_mask_417469,phase_gain,native,jpeg75,0.77186,0.0144,0.73684,0.0521,1.04754,0.41955,True,0.8,True,981.0
task_obj_swap_rand_mask_417469,phase_gain,native,jpeg30,0.51363,0.01055,0.73684,0.0521,0.69707,0.72628,True,0.8,True,981.0
task_obj_swap_rand_mask_417469,phase_gain,native,crop_resize0.1,0.6781,0.00164,0.73684,0.0521,0.92029,0.63985,True,0.8,True,981.0
task_obj_swap_rand_mask_417469,phase_gain,native,jpeg_then_resize75,0.37332,0.00162,0.73684,0.0521,0.50665,0.87776,False,0.8,True,981.0
task_obj_swap_rand_mask_417469,phase_gain,native,adverse_cleaner,0.7193,0.00892,0.73684,0.0521,0.9762,0.43257,True,0.8,True,981.0
