image,site,rank,scale,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,low_freq_frac,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465,identity,0.0,train,0.0,20.52112579345703,0.9218496084213257,0.7986475825309753,0.2393108457326889,0.12339425086975098,4.215788341561983,3.9117916486780584,0.2232273519039154,0.05863351374864578,0.2401100993156433,0.024940723553299904,40.492218017578125,0.07097914814949036,0.9928685426712036,0.023106493055820465,0.00824040174484253,0.0,80.0,0.2393108457326889
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465,blur,0.0,heldout,0.0,26.069791793823242,0.6995506882667542,0.9256231784820557,0.09926794469356537,0.059067726135253906,3.607388867230174,3.8114564012000716,0.21795710921287537,0.04843774065375328,0.21406683325767517,0.04391125962138176,40.492218017578125,0.07097914814949036,0.9928685426712036,0.023106493055820465,0.00824040174484253,0.0,80.0,0.09926794469356537
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465,blur,0.5,heldout,0.0,25.70867156982422,0.6819974780082703,0.9114393591880798,0.11845190078020096,0.06392139196395874,3.607388867230174,3.019936957876849,0.21795710921287537,0.04843774065375328,0.21792681515216827,0.03455570712685585,31.165172576904297,0.2478194236755371,0.986363410949707,0.04488170146942139,0.017562270164489746,0.07280343770980835,27.877161026000977,0.04564846307039261
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465,blur,1.0,heldout,0.0,22.785926818847656,0.7504146099090576,0.8049348592758179,0.3212687075138092,0.13265061378479004,3.607388867230174,3.99067168987345,0.21795710921287537,0.04843774065375328,0.21700529754161835,0.021232586354017258,23.199695587158203,0.5986213088035583,0.9138445258140564,0.21852661669254303,0.08626389503479004,0.3081440329551697,22.882883071899414,0.013124674558639526
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465,blur,1.5,heldout,0.0,21.562280654907227,0.7472490668296814,0.7283035516738892,0.446889191865921,0.1905578374862671,3.607388867230174,6.258805098627084,0.21795710921287537,0.04843774065375328,0.22282439470291138,0.042703669518232346,21.27196502685547,0.7352593541145325,0.8216453790664673,0.33938831090927124,0.16353744268417358,0.4379340708255768,21.619068145751953,0.008955121040344238
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465,blur,2.0,heldout,0.0,20.9233455657959,0.7364909648895264,0.6702183485031128,0.5147136449813843,0.22955262660980225,3.607388867230174,7.5617530831949225,0.21795710921287537,0.04843774065375328,0.21499815583229065,0.027639957144856453,20.280128479003906,0.7969094514846802,0.7376437187194824,0.422844260931015,0.2074882984161377,0.5099867582321167,20.968475341796875,0.004726886749267578
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465,blur,3.0,heldout,0.0,19.982091903686523,0.7723087072372437,0.574958086013794,0.5900037288665771,0.28468918800354004,3.607388867230174,9.125900168414189,0.21795710921287537,0.04843774065375328,0.20956745743751526,0.019585875794291496,19.132610321044922,0.8439878225326538,0.6061725616455078,0.5306686758995056,0.26003921031951904,0.5855351686477661,20.02093505859375,0.004468560218811035
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465,jpeg,95,heldout,0.0,25.38116455078125,0.7913880348205566,0.9135937690734863,0.11503724753856659,0.06382620334625244,3.607388867230174,3.7331191376117467,0.21795710921287537,0.04843774065375328,0.21552908420562744,0.03345409780740738,34.506473541259766,0.32156863808631897,0.9875175356864929,0.03907713294029236,0.012907028198242188,0.04655233025550842,29.74864959716797,0.06848491728305817
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465,jpeg,85,heldout,0.0,24.594867706298828,0.7913880348205566,0.8961434364318848,0.1347389668226242,0.06998753547668457,3.607388867230174,3.722436591869296,0.21795710921287537,0.04843774065375328,0.21698416769504547,0.0370456762611866,31.44202995300293,0.364705890417099,0.9786843657493591,0.07616357505321503,0.018255233764648438,0.08944735676050186,26.51421546936035,0.045291610062122345
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465,jpeg,75,heldout,0.0,24.178152084350586,0.7359842658042908,0.8863701820373535,0.1403835415840149,0.0741506814956665,3.607388867230174,3.3748557343383103,0.21795710921287537,0.04843774065375328,0.21898502111434937,0.03285260871052742,29.466140747070312,0.49803924560546875,0.970786452293396,0.1087932139635086,0.022417902946472168,0.1362108737230301,24.49603843688965,0.004172667860984802
