image,site,rank,scale,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,low_freq_frac,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.4,10145.5,7.04,348.3333333333333,16.333333333333332,10.666666666666666,0.806408495932674,16.0,15.333333333333334,0.012705485336482525,1.231494665145874,0.10334181785583496,1.128152847290039,0.39665818214416504,40.492706298828125,0.07097914814949036,40.492706298828125,0.07097914814949036,0.9928685426712036,0.023106493055820465
car_01,P,16,1.0,a wrecked car after an accident,20,10,10,1,77.3,11506.9,7.23,224.66666666666666,16.0,11.333333333333334,0.7918958220641809,16.0,15.666666666666666,0.0025380454026162624,1.0687675476074219,0.11285844445228577,0.9559091329574585,0.38714155554771423,40.06067657470703,0.06913918256759644,40.06067657470703,0.06913918256759644,0.9927236437797546,0.03471439704298973
dog_00,P,16,1.0,a cat sitting on the grass,20,10,10,1,77.3,11508.9,8.47,109.66666666666667,16.0,11.666666666666666,0.8058941529335136,16.0,16.0,0.0020078024826943874,0.168319970369339,0.1090896725654602,0.05923029035329819,0.3909103274345398,41.416622161865234,0.05902755260467529,41.416622161865234,0.05902755260467529,0.9896747469902039,0.048905037343502045
dog_01,P,16,1.0,a cat sitting on the grass,20,10,10,1,77.3,11507.6,10.34,134.66666666666666,16.0,12.333333333333334,0.7837791557595442,16.0,16.0,0.0039723715744912624,0.17565353214740753,0.09990820288658142,0.07574532926082611,0.4000917971134186,43.598514556884766,0.048352330923080444,43.598514556884766,0.048352330923080444,0.9921624064445496,0.06790773570537567
person_00,P,16,1.0,an elderly person with gray hair,20,10,10,1,77.4,11508.9,8.96,145.33333333333334,16.0,12.0,0.799834615769387,16.0,16.0,0.0027720134239643812,0.20363612473011017,0.12805479764938354,0.07558132708072662,0.37194520235061646,41.14020919799805,0.055786699056625366,41.14020919799805,0.055786699056625366,0.985388994216919,0.06097031757235527
person_01,P,16,1.0,an elderly person with gray hair,20,10,10,1,77.4,11507.6,9.19,247.33333333333334,16.0,12.0,0.7377781824947645,16.0,16.0,0.0074221296235919,0.1536242663860321,0.07780665159225464,0.07581760734319687,0.42219334840774536,42.5140380859375,0.05439242720603943,42.5140380859375,0.05439242720603943,0.9842584133148193,0.060076020658016205
