image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,deliver_jpeg,deliver_retention,deliver_cosine,deliver_retention_base,deliver_rms_raw,deliver_rms_out,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.85,0.86102,0.79995,0.85065,0.040378,0.043461,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45512,0.93767,27.238,0.33199,0.09913,0.3922,0.72772,19.375,0.23045,0.19704,0.36996,0.04346,0.90746,0.8901,False,0.837,415.7
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.85,0.8462,0.8091,0.83433,0.039608,0.041424,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42518,0.91225,27.655,0.34569,0.0963,0.43212,0.63626,18.94,0.23198,0.24038,0.42612,0.04142,0.96804,0.94625,False,0.837,406.7
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.85,0.92471,0.8724,0.91685,0.050009,0.053007,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.39396,0.95319,25.513,0.38045,0.07627,0.46238,0.59655,17.374,0.24015,0.27934,0.34902,0.05301,0.96068,0.92065,False,0.837,406.2
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.85,0.70878,0.71751,0.70836,0.032306,0.031913,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57821,0.90687,29.921,0.14045,0.15064,0.45702,0.58907,15.674,0.21897,0.23424,0.30573,0.03191,0.93103,0.9386,False,0.837,406.7
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.85,0.79534,0.74412,0.78302,0.03597,0.038446,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46765,0.93359,28.303,0.33201,0.11327,0.49216,0.64923,13.326,0.30797,0.25347,0.34727,0.03845,0.90881,0.88626,False,0.837,405.8
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.85,0.80554,0.74848,0.7988,0.036684,0.039481,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56083,0.94906,28.072,0.34456,0.062,0.37479,0.57112,17.076,0.33132,0.19274,0.30524,0.03948,0.9063,0.86945,False,0.837,405.2
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.85,0.85523,0.80652,0.8406,0.039952,0.042365,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50409,0.946,27.46,0.35035,0.10819,0.47059,0.56319,15.984,0.2367,0.27579,0.39332,0.04236,0.91299,0.86224,False,0.837,404.2
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.85,0.91958,0.85316,0.89221,0.043327,0.0467,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.42055,0.87188,26.614,0.31373,0.07983,0.47691,0.73838,15.982,0.09087,0.23998,0.37011,0.0467,0.90474,0.92593,False,0.837,406.2
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.85,0.90416,0.83589,0.89144,0.045341,0.049044,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41015,0.94461,26.188,0.36148,0.06852,0.54783,0.41308,14.576,0.11161,0.28508,0.37535,0.04904,0.87822,0.76931,True,0.837,407.2
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,0.9,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,0.0,16,1000,latent_norm,0.0,none,0.85,0.86377,0.80458,0.84989,0.041476,0.044527,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.45209,0.91155,27.028,0.31977,0.07381,0.50943,0.5703,15.333,0.22216,0.28451,0.36626,0.04453,0.8765,0.83389,True,0.837,403.4
