image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,defense_steps,loss,gain_ratio,purify_aware,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase_gain,instruct-pix2pix,turn the color of potted plant to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.1632,0.9538,26.971,0.52064,0.07627,0.23748,0.81915,20.671,0.35729,0.15973,0.66401,0.04482,36.6
task_attr_mod_color_136767,phase_gain,instruct-pix2pix,turn the color of astronaut to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24254,0.92869,27.284,0.457,0.1423,0.31382,0.74855,20.376,0.29647,0.21603,0.49644,0.04323,36.7
task_attr_mod_color_184837,phase_gain,instruct-pix2pix,turn the color of frame to pink,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.31301,0.86802,22.071,0.38797,0.19065,0.44687,0.54267,16.238,0.24843,0.29126,0.59343,0.07879,36.9
task_attr_mod_color_32648,phase_gain,instruct-pix2pix,turn the color of potion bottle to orange,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.19575,0.98615,39.732,0.62994,0.04842,0.19572,0.83786,20.157,0.56001,0.17551,0.26706,0.01031,37.0
task_attr_mod_color_6205,phase_gain,instruct-pix2pix,turn the color of toolbox to red,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17311,0.95098,29.995,0.55997,0.12531,0.36008,0.68146,11.551,0.38761,0.23954,0.47863,0.03164,37.1
task_env_weather_112463,phase_gain,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.22832,0.93153,30.05,0.55776,0.06352,0.31652,0.69091,19.467,0.29665,0.1425,0.41111,0.03144,37.2
task_env_weather_133752,phase_gain,instruct-pix2pix,transform the setting to a rainy day,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.24473,0.95141,31.041,0.55283,0.05582,0.31464,0.84222,23.433,0.32031,0.12909,0.40136,0.02805,37.2
task_env_weather_181583,phase_gain,instruct-pix2pix,change the setting to a stormy day,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26223,0.91266,30.467,0.52316,0.08091,0.62862,0.65159,14.054,0.34762,0.36113,0.2891,0.02997,37.3
task_env_weather_246440,phase_gain,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26773,0.86071,20.157,0.38967,0.12815,0.45505,0.45775,16.117,0.15069,0.24455,0.81249,0.09821,37.1
task_env_weather_63722,phase_gain,instruct-pix2pix,change the setting to a snowy landscape,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.21461,0.93108,25.182,0.44459,0.10922,0.30722,0.76306,19.448,0.25165,0.18613,0.55225,0.05507,37.2
task_obj_add_13726,phase_gain,instruct-pix2pix,Add subscribe button,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.28248,0.89673,25.598,0.41485,0.14088,0.4901,0.5543,16.92,0.19453,0.32551,0.60759,0.05249,37.2
task_obj_add_340466,phase_gain,instruct-pix2pix,Add orange juice,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17997,0.95349,28.952,0.56175,0.1107,0.2863,0.8361,19.958,0.40171,0.20181,0.57086,0.03568,37.2
task_obj_add_40931,phase_gain,instruct-pix2pix,Add the blood on snout,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.38446,0.89447,25.443,0.4131,0.12091,0.40901,0.58078,18.513,0.24048,0.25482,0.5645,0.05344,37.2
task_obj_add_581286,phase_gain,instruct-pix2pix,Add sauce,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17215,0.96398,34.693,0.6656,0.06936,0.22163,0.8571,25.614,0.57666,0.15741,0.46827,0.01842,37.2
task_obj_add_692065,phase_gain,instruct-pix2pix,Add monk,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.18865,0.9298,26.374,0.58798,0.08283,0.26817,0.8189,22.246,0.3894,0.11638,0.51391,0.048,37.2
task_obj_remove_10197,phase_gain,instruct-pix2pix,Remove gravel path,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.30579,0.90414,24.404,0.48325,0.08215,0.49163,0.41276,15.226,0.05696,0.27203,0.6046,0.06023,37.1
task_obj_remove_257910,phase_gain,instruct-pix2pix,Remove bracelet,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26496,0.96444,32.725,0.62549,0.05897,0.28568,0.82159,22.628,0.39011,0.14816,0.39366,0.02311,37.3
task_obj_remove_380621,phase_gain,instruct-pix2pix,Remove iceberg,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.26576,0.93267,27.187,0.54128,0.09676,0.46213,0.62026,15.391,0.22155,0.27695,0.68998,0.04372,37.2
task_obj_remove_509477,phase_gain,instruct-pix2pix,Remove the man with glasses,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.32259,0.8889,24.547,0.40302,0.12464,0.40615,0.61905,18.006,0.27206,0.24893,0.54467,0.05924,37.2
task_obj_remove_657585,phase_gain,instruct-pix2pix,Remove frisbee,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.17828,0.97576,36.471,0.7482,0.05884,0.29195,0.81687,21.569,0.56743,0.16417,0.35573,0.01501,37.4
task_obj_swap_joint_mask_276754,phase_gain,instruct-pix2pix,Replace the satellite dish with rocket,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40974,0.84662,25.196,0.25399,0.15883,0.45286,0.73991,16.423,0.12793,0.29178,0.516,0.05498,37.2
task_obj_swap_joint_mask_533428,phase_gain,instruct-pix2pix,Replace the samurai armor with red jacket,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.3378,0.88884,24.055,0.41135,0.13664,0.50969,0.47306,14.89,0.14357,0.29141,0.60686,0.0627,37.2
task_obj_swap_joint_mask_75733,phase_gain,instruct-pix2pix,Replace the snowy landscape with sea,,1.5,False,0.0,0.12,inf,0,32,16,0.5,1.0,100,latent_norm,0.25,none,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.2992,0.9404,32.124,0.47597,0.13416,0.42277,0.73549,16.348,0.28516,0.28644,0.38017,0.02476,37.3
