image_id,op,dtype,psnr,linf,ssim,vif_p,fsim,lpips,dists,acutance_ratio,rms,frac_gt_16_255,k_inv,t_max,exact_inversion
bird_03,vae_roundtrip,bf16,36.70608901977539,0.36243873834609985,0.9872397184371948,0.6371394395828247,0.994735598564148,0.09859804809093475,0.016120612621307373,0.8285645842552185,0.014611182734370232,0.008222262375056744,,,
cat_02,vae_roundtrip,bf16,29.684101104736328,0.3006740212440491,0.9528347253799438,0.37868693470954895,0.9825221300125122,0.2130071520805359,0.03532969951629639,0.6656951904296875,0.03279390186071396,0.06166553497314453,,,
dog_03,vae_roundtrip,bf16,33.676422119140625,0.3118259906768799,0.9845120310783386,0.6207332015037537,0.9934331178665161,0.08892600238323212,0.008144974708557129,0.8424858450889587,0.020709702745079994,0.019741695374250412,,,
bird_03,recon,bf16,19.570663452148438,0.671875,0.6321607828140259,0.14478625357151031,0.639285683631897,0.7325304746627808,0.6105992197990417,0.0145536744967103,0.10506706684827805,0.3724842071533203,10,999,False
cat_02,recon,bf16,18.959272384643555,0.6013174057006836,0.41508203744888306,0.0551128163933754,0.5909970998764038,0.6736161112785339,0.47148334980010986,0.0974154993891716,0.11272915452718735,0.5935262441635132,10,999,False
dog_03,recon,bf16,16.356040954589844,0.69709712266922,0.40364548563957214,0.09337396174669266,0.5655363202095032,0.6916766166687012,0.5410418510437012,0.035062093287706375,0.1521240621805191,0.657101035118103,10,999,False
bird_03,recon,bf16,36.28138732910156,0.35853248834609985,0.9839603900909424,0.6090312004089355,0.9931623339653015,0.12369146198034286,0.024509668350219727,0.8324010968208313,0.015343391336500645,0.008953412994742393,10,999,True
cat_02,recon,bf16,29.379467010498047,0.3166283965110779,0.9467536211013794,0.3618551790714264,0.9789618253707886,0.2270369529724121,0.03773152828216553,0.665781557559967,0.033964455127716064,0.06881777942180634,10,999,True
dog_03,recon,bf16,33.21147537231445,0.2727634906768799,0.9815914034843445,0.5989517569541931,0.9917408227920532,0.10167381167411804,0.009117722511291504,0.841857373714447,0.02184850536286831,0.022942861542105675,10,999,True
bird_03,recon,bf16,29.42173194885254,0.44970130920410156,0.8796699047088623,0.539908230304718,0.8728556036949158,0.2849891781806946,0.11156517267227173,0.44914260506629944,0.03379960358142853,0.07181676477193832,10,500,False
