image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,warp_grid,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,warp_roundtrip,instruct-pix2pix,turn the color of potted plant to pink,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.41322,0.5431,15.898,0.07064,0.21912,0.41697,0.51346,15.174,0.06191,0.23135,0.92645,0.16036,0.83648,0.77679,True,0.837,60.0
task_attr_mod_color_136767,warp_roundtrip,instruct-pix2pix,turn the color of astronaut to pink,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40522,0.50089,15.023,0.06371,0.23811,0.41703,0.46607,14.478,0.05969,0.25238,0.98955,0.17735,0.74943,0.85886,False,0.837,47.5
task_attr_mod_color_184837,warp_roundtrip,instruct-pix2pix,turn the color of frame to pink,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.46821,0.29029,13.252,0.03823,0.23551,0.46531,0.27121,12.935,0.03703,0.26118,0.97361,0.21748,0.83341,0.80785,True,0.837,47.5
task_attr_mod_color_32648,warp_roundtrip,instruct-pix2pix,turn the color of potion bottle to orange,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.34367,0.87168,23.134,0.14572,0.25383,0.33499,0.82453,21.999,0.18899,0.2618,0.97583,0.06971,0.86697,0.76673,True,0.837,47.4
task_attr_mod_color_6205,warp_roundtrip,instruct-pix2pix,turn the color of toolbox to red,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.40123,0.5688,17.47,0.08455,0.2352,0.5134,0.47166,11.693,0.08879,0.29308,0.98288,0.13381,0.90059,0.83087,True,0.837,47.5
task_env_weather_112463,warp_roundtrip,instruct-pix2pix,transform the setting to spring with blooming flowers,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49109,0.48813,17.865,0.08538,0.26391,0.48472,0.35721,16.013,0.0651,0.25524,0.9405,0.12787,0.86415,0.87647,False,0.837,47.5
task_env_weather_246440,warp_roundtrip,instruct-pix2pix,transform the setting to autumn with falling leaves,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.50988,0.24619,12.352,0.03783,0.27395,0.5542,0.22646,13.885,0.0278,0.25051,0.99952,0.2412,0.79238,0.83967,False,0.837,47.2
task_env_weather_63722,warp_roundtrip,instruct-pix2pix,change the setting to a snowy landscape,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51356,0.46821,15.26,0.03592,0.33929,0.51032,0.4549,14.689,0.03359,0.3345,0.82896,0.17259,0.6332,0.64399,True,0.837,47.5
task_obj_add_40931,warp_roundtrip,instruct-pix2pix,Add the blood on snout,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54147,0.31701,14.37,0.05188,0.32922,0.60054,0.24561,12.883,0.04617,0.40569,0.93097,0.19121,0.63053,0.60194,True,0.837,47.5
task_obj_remove_380621,warp_roundtrip,instruct-pix2pix,Remove iceberg,,16.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,16,1000,latent_norm,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.49996,0.48114,17.88,0.10084,0.29272,0.55244,0.34756,15.352,0.05264,0.30876,0.97241,0.12764,0.69379,0.73804,True,0.837,47.5
