image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,dct_shield,instruct-pix2pix,turn the color of potted plant to pink,,1.8,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56855,0.72258,24.857,0.36186,0.08886,0.61433,0.46292,9.988,0.13879,0.35161,0.38484,0.05717,0.7572,0.72027,True,0.837,389.0
task_attr_mod_color_136767,dct_shield,instruct-pix2pix,turn the color of astronaut to pink,,1.8,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51462,0.71161,25.314,0.3918,0.09653,0.62924,0.25349,6.883,0.02094,0.43397,0.38099,0.05424,0.78417,0.85189,False,0.837,376.6
task_attr_mod_color_184837,dct_shield,instruct-pix2pix,turn the color of frame to pink,,1.8,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47376,0.85569,24.756,0.47499,0.06458,0.78042,0.13577,6.188,0.03071,0.66808,0.40307,0.05784,0.70322,0.62803,True,0.837,376.8
task_attr_mod_color_32648,dct_shield,instruct-pix2pix,turn the color of potion bottle to orange,,1.8,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.65052,0.54738,26.36,0.14685,0.18467,0.63063,0.42522,10.068,0.06532,0.38837,0.32552,0.04809,0.80613,0.68866,True,0.837,380.4
task_attr_mod_color_6205,dct_shield,instruct-pix2pix,turn the color of toolbox to red,,1.8,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.58858,0.70357,25.144,0.34531,0.10679,0.73086,0.19044,6.487,0.41414,0.78329,0.42208,0.05531,0.54964,0.46857,True,0.837,377.2
task_env_weather_112463,dct_shield,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.8,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.63541,0.73336,24.944,0.3672,0.08473,0.89598,0.29594,10.14,0.1585,0.39302,0.39985,0.0566,0.55022,0.56979,True,0.837,377.4
task_env_weather_246440,dct_shield,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.8,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.36034,0.85861,24.363,0.48851,0.04132,0.6072,0.28561,14.339,0.14054,0.33457,0.48276,0.06051,0.90438,0.84819,False,0.837,377.8
task_env_weather_63722,dct_shield,instruct-pix2pix,change the setting to a snowy landscape,,1.8,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55385,0.74579,25.214,0.38943,0.08109,0.68968,0.32172,12.222,0.03145,0.47525,0.39863,0.05487,0.61456,0.61494,True,0.837,377.3
task_obj_add_40931,dct_shield,instruct-pix2pix,Add the blood on snout,,1.8,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.52391,0.83131,25.406,0.46684,0.10005,0.72771,0.1732,10.603,0.05162,0.40731,0.4027,0.05367,0.48108,0.53759,True,0.837,377.5
task_obj_remove_380621,dct_shield,instruct-pix2pix,Remove iceberg,,1.8,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,1000,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59878,0.7423,25.153,0.38222,0.16097,0.7347,0.23443,8.054,0.0395,0.39097,0.3665,0.05525,0.7414,0.71369,True,0.837,380.8
