image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,theta_budget,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,advdrop_max,instruct-pix2pix,turn the color of potted plant to pink,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.35325,0.9212,27.395,0.38982,0.11743,0.34376,0.84484,22.407,0.29606,0.12686,0.46914,0.04268,0.93868,0.95632,False,0.837,34.0
task_attr_mod_color_136767,advdrop_max,instruct-pix2pix,turn the color of astronaut to pink,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.34861,0.86824,27.878,0.39008,0.13068,0.36095,0.74948,17.443,0.30168,0.17577,0.50232,0.04037,0.94807,0.92454,False,0.837,21.9
task_attr_mod_color_184837,advdrop_max,instruct-pix2pix,turn the color of frame to pink,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.32855,0.90877,25.116,0.40004,0.11792,0.35427,0.77076,19.277,0.25817,0.17363,0.59141,0.05549,0.93794,0.95089,False,0.837,22.0
task_attr_mod_color_32648,advdrop_max,instruct-pix2pix,turn the color of potion bottle to orange,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.42236,0.84135,33.522,0.31592,0.24046,0.39725,0.80994,22.525,0.36441,0.21693,0.41488,0.02108,0.89743,0.92247,False,0.837,22.2
task_attr_mod_color_6205,advdrop_max,instruct-pix2pix,turn the color of toolbox to red,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.34334,0.90667,29.62,0.41846,0.11428,0.41972,0.71576,13.215,0.37496,0.1892,0.34357,0.03304,0.93751,0.91752,False,0.837,22.2
task_env_weather_112463,advdrop_max,instruct-pix2pix,transform the setting to spring with blooming flowers,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.47284,0.87271,29.795,0.41706,0.1443,0.38634,0.68352,19.333,0.26619,0.15679,0.42828,0.03238,0.91886,0.91077,False,0.837,22.2
task_env_weather_246440,advdrop_max,instruct-pix2pix,transform the setting to autumn with falling leaves,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.24015,0.88912,23.946,0.38917,0.04938,0.40587,0.55599,17.331,0.15501,0.16503,0.48529,0.06349,0.95015,0.94542,False,0.837,22.2
task_env_weather_63722,advdrop_max,instruct-pix2pix,change the setting to a snowy landscape,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.39022,0.90893,27.438,0.39192,0.1252,0.36244,0.86013,22.691,0.288,0.1481,0.47446,0.04247,0.92091,0.92313,False,0.837,22.2
task_obj_add_40931,advdrop_max,instruct-pix2pix,Add the blood on snout,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.41496,0.8815,26.913,0.40497,0.17734,0.39615,0.79929,21.71,0.32118,0.20764,0.40402,0.04512,0.93218,0.90006,False,0.837,22.3
task_obj_remove_380621,advdrop_max,instruct-pix2pix,Remove iceberg,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.49692,0.85361,26.982,0.34981,0.17904,0.67707,0.55162,15.084,0.15307,0.29815,0.59796,0.04476,0.78114,0.73231,True,0.837,22.2
task_obj_swap_joint_mask_276754,advdrop_max,instruct-pix2pix,Replace the satellite dish with rocket,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.42256,0.74386,24.211,0.22372,0.16162,0.27164,0.78328,17.018,0.19104,0.23034,0.55515,0.06158,0.93734,0.91692,False,0.837,22.2
task_obj_swap_joint_mask_533428,advdrop_max,instruct-pix2pix,Replace the samurai armor with red jacket,,100.0,False,0.0,0.12,inf,0,32,16,0.5,1.0,binary,1.0,shared,rgb,0.0,uniform,0.0,50,encoder_target,0.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,True,0.41452,0.85973,26.213,0.38038,0.1242,0.53799,0.51157,15.717,0.14287,0.23548,0.39882,0.04891,0.90273,0.8563,False,0.837,22.2
