image_id,group,lpips,psnr,ssim
bird_02,bird,0.18528607487678528,27.165653228759766,0.8030321598052979
cat_02,cat,0.2398258000612259,24.3230037689209,0.7788256406784058
horse_02,horse,0.21029190719127655,20.182842254638672,0.6781716346740723
cat_01,cat,0.09367108345031738,30.129650115966797,0.9451195597648621
horse_01,horse,0.2168666571378708,19.104387283325195,0.6658052802085876
horse_00,horse,0.12831369042396545,26.87860870361328,0.8047751188278198
