run,purify,strength,noise_split,n,mean_dsiglip,sd_dsiglip,mean_ddegrade,sd_ddegrade,semantic_fail,degrade_fail,isr
e15_P_tau0.02,blur,3.0,heldout,6,-0.003990208885322015,0.02412830019260446,5.894137200755731,1.056360324926749,False,True,True
e15_P_tau0.02,identity,0.0,train,6,-0.004701752138013641,0.019673366691784412,-0.45071556098829424,0.7229777999551307,False,False,False
e15_P_tau0.02,jpeg,30,heldout,6,0.0019169856483737628,0.014963771786873123,-0.755742711802488,0.7017215667021836,False,False,False
e15_P_tau0.02,jpeg,45,heldout,6,0.0023469552397727966,0.01826772593152802,-0.6612378453074327,0.6007311398988747,False,False,False
e15_P_tau0.02,jpeg,60,heldout,6,0.0011654185752073924,0.012133194527815031,-0.6273949227122482,0.4266201319696287,False,False,False
e15_P_tau0.02,jpeg,75,heldout,6,0.004225388790170352,0.016479589813155178,-0.49974452477004244,0.39570135228320896,False,False,False
e15_P_tau0.02,jpeg,85,heldout,6,0.005474522244185209,0.015300818885272516,-0.4764466551016138,0.3869822156182072,False,False,False
e15_P_tau0.02,jpeg,95,heldout,6,-0.0008624152590831121,0.013621517998480284,-0.09159275974853857,0.25992066141982756,False,False,False
e15_P_tau0.02,noise,0.0,heldout,6,-0.002514217204103867,0.011837792182419373,-0.09560504761841566,0.16946912393270525,False,False,False
e15_P_tau0.02,noise,0.01,heldout,6,0.003027840362240871,0.005897111647738959,0.37297752391462113,0.30216909055108043,False,False,False
e15_P_tau0.02,noise,0.02,heldout,6,0.005374922106663386,0.007384210066804454,1.3929262067932158,0.5625508633208546,False,True,True
e15_P_tau0.02,noise,0.04,heldout,6,0.016739274996022385,0.02902308135157629,3.4610348752870057,1.2685970243183167,False,True,True
e15_P_tau0.02,noise,0.08,heldout,6,0.015933626797050238,0.0261083398414228,5.295514825328238,1.313709438007974,False,True,True
e15_P_tau0.02,quantize,16,heldout,6,0.016858767562856276,0.031960637259516936,0.35407511331600294,0.4326433268106088,False,False,False
e15_P_tau0.02,quantize,256,heldout,6,-0.0018777136380473773,0.012509642068610093,-0.10521775992281597,0.17442851112451765,False,False,False
e15_P_tau0.02,quantize,32,heldout,6,0.0002162156937023004,0.007553026355712754,0.17931357225765435,0.1624116870697189,False,False,False
e15_P_tau0.02,quantize,64,heldout,6,-0.00021076621487736702,0.01203477428630327,-0.06047648578594611,0.12734042885263047,False,False,False
e15_P_tau0.02,quantize,8,heldout,6,0.0287846801802516,0.0194781385115091,0.9053173751285875,1.0338117191152,False,False,False
e15_P_tau0.05,blur,0.0,heldout,6,0.003224337473511696,0.0100372055682641,-0.07057685898915082,0.20242983738471282,False,False,False
e15_P_tau0.05,blur,0.5,heldout,6,0.0033738231286406517,0.017117965641789884,-0.221511113385908,0.54026173530709,False,False,False
e15_P_tau0.05,blur,1.0,heldout,6,0.0086830483439068,0.021957950252434803,1.6750247804960956,0.7754635229081361,False,True,True
e15_P_tau0.05,blur,1.5,heldout,6,0.0083372644148767,0.020374513848476633,3.4057236589770588,0.797359176337065,False,True,True
e15_P_tau0.05,blur,2.0,heldout,6,0.0019137652901311715,0.02420950823292908,4.699211953051066,1.096452001210362,False,True,True
e15_P_tau0.05,blur,3.0,heldout,6,-0.0032684841814140477,0.025468833317494978,5.899916686122308,1.0666911415291092,False,True,True
e15_P_tau0.05,identity,0.0,train,6,0.0014878316627194483,0.024123835670051517,-0.6488959953697804,0.834673202149861,False,False,False
e15_P_tau0.05,jpeg,30,heldout,6,0.004413805125902097,0.017247957179839655,-0.6860516836694218,0.8098155783878705,False,False,False
e15_P_tau0.05,jpeg,45,heldout,6,0.002786421993126472,0.017700373092224754,-0.6329169307254175,0.660764761778826,False,False,False
e15_P_tau0.05,jpeg,60,heldout,6,0.008215071943898996,0.01652029930834832,-0.6103240656047516,0.4703976469580399,False,False,False
e15_P_tau0.05,jpeg,75,heldout,6,0.0073324839274088545,0.020175441679151612,-0.6063112870544837,0.44990527468785513,False,False,False
e15_P_tau0.05,jpeg,85,heldout,6,0.008788729396959146,0.013336997829318593,-0.5587836456790745,0.37470877343491904,False,False,False
e15_P_tau0.05,jpeg,95,heldout,6,0.001968467142432928,0.012737909385973637,-0.06202752642776751,0.20726274654144894,False,False,False
e15_P_tau0.05,noise,0.0,heldout,6,0.003224337473511696,0.0100372055682641,-0.07057685898915082,0.20242983738471282,False,False,False
e15_P_tau0.05,noise,0.01,heldout,6,0.006515456984440486,0.014007968556961025,0.40727573689375224,0.394128675725199,False,False,False
e15_P_tau0.05,noise,0.02,heldout,6,0.003789377554009358,0.01074977397242244,1.404212513766068,0.617283300029289,False,True,True
e15_P_tau0.05,noise,0.04,heldout,6,0.018825263095398743,0.03363843879019138,3.2899746063902255,1.2980525956718918,False,True,True
e15_P_tau0.05,noise,0.08,heldout,6,0.014735620158414045,0.029814548882376397,5.325568180792802,1.3154669347902175,False,True,True
e15_P_tau0.05,quantize,16,heldout,6,0.011039213743060827,0.02616324649768955,0.4952594977538382,0.3008422694705228,False,False,False
e15_P_tau0.05,quantize,256,heldout,6,0.0031759412959218025,0.00982989046234113,-0.052745574251180795,0.21622262850294388,False,False,False
e15_P_tau0.05,quantize,32,heldout,6,0.0032331758799652257,0.0100173446010392,0.22395021972060966,0.26081038259419337,False,False,False
e15_P_tau0.05,quantize,64,heldout,6,0.003557611101617416,0.00942504273033493,0.058507479444183254,0.22372546671394014,False,False,False
e15_P_tau0.05,quantize,8,heldout,6,0.021616855170577765,0.015105364773336512,1.2894344581329944,1.0227959716526194,False,True,True
e15_P_tau0.10,blur,0.0,heldout,6,0.002960741054266691,0.012074022893831998,-0.15004794814918868,0.2706314139993428,False,False,False
e15_P_tau0.10,blur,0.5,heldout,6,0.006776518964519103,0.020834828431764877,-0.2931209420621155,0.4884928750103223,False,False,False
e15_P_tau0.10,blur,1.0,heldout,6,0.009283557223776976,0.027200344017707573,1.6348641784298972,0.7618541530269871,False,True,True
e15_P_tau0.10,blur,1.5,heldout,6,0.008886733558028936,0.02083053418096834,3.3716923307679774,0.767045280899068,False,True,True
e15_P_tau0.10,blur,2.0,heldout,6,0.0002737846225500107,0.023632486820162866,4.711019774770536,1.0688118881538657,False,True,True
e15_P_tau0.10,blur,3.0,heldout,6,-0.0048973037240405875,0.02539165358509591,5.92785902327565,1.1381190168424198,False,True,True
e15_P_tau0.10,identity,0.0,train,6,0.001163035398349166,0.027102338745092328,-0.812439099486194,1.0708503978387056,False,False,False
e15_P_tau0.10,jpeg,30,heldout,6,0.0073003761159876985,0.0229177233770832,-0.8210204546679002,0.6373352082531903,False,False,False
e15_P_tau0.10,jpeg,45,heldout,6,0.006743027362972498,0.017920775119989844,-0.728911187552538,0.6742685474745064,False,False,False
e15_P_tau0.10,jpeg,60,heldout,6,0.016666912318517763,0.029891838015272607,-0.6015952968461048,0.5002556047733135,False,False,False
e15_P_tau0.10,jpeg,75,heldout,6,0.010483887977898121,0.017389745454077503,-0.7196420443807936,0.5078888083171965,False,False,False
e15_P_tau0.10,jpeg,85,heldout,6,0.010335161350667477,0.015832034875065935,-0.5054075580186468,0.5541778431287574,False,False,False
e15_P_tau0.10,jpeg,95,heldout,6,0.005591177226354678,0.015146536699965237,-0.12970769296766216,0.3017166145511609,False,False,False
e15_P_tau0.10,noise,0.0,heldout,6,0.002960741054266691,0.012074022893831998,-0.15004794814918868,0.2706314139993428,False,False,False
e15_P_tau0.10,noise,0.01,heldout,6,0.004218483809381723,0.01399072098187086,0.30954425025290316,0.33633451396059094,False,False,False
e15_P_tau0.10,noise,0.02,heldout,6,0.009522491289923588,0.017038859399618102,1.3713486560772878,0.7275512797180923,False,True,True
e15_P_tau0.10,noise,0.04,heldout,6,0.01313268362234036,0.02666231905556104,3.241175487413924,1.3992524679777876,False,True,True
e15_P_tau0.10,noise,0.08,heldout,6,0.013154613940666119,0.027434878960761522,5.488255736123091,1.3406144284738093,False,True,True
e15_P_tau0.10,quantize,16,heldout,6,0.01584043897067507,0.03702064582113423,0.4442079579984286,0.6015383544167379,False,False,False
e15_P_tau0.10,quantize,256,heldout,6,0.003369951465477546,0.012357701785701697,-0.15422882196375717,0.2730670425058037,False,False,False
e15_P_tau0.10,quantize,32,heldout,6,0.005212530804177125,0.012808744280513356,0.10761283322486825,0.2654358043143968,False,False,False
e15_P_tau0.10,quantize,64,heldout,6,0.0019042276156445344,0.012333515111437128,-0.05038203432630891,0.21610637721438228,False,False,False
e15_P_tau0.10,quantize,8,heldout,6,0.02333098603412509,0.023433134197892214,1.079800955588965,0.902156823694972,False,True,True
e15_S_tau0.02,blur,0.0,heldout,6,-0.0003041856301327546,0.004169716315424745,-0.17373434463763657,0.30756265260109666,False,False,False
e15_S_tau0.02,blur,0.5,heldout,6,0.00497021246701479,0.010018768675263568,-0.04175331735782839,0.7593442202950554,False,False,False
e15_S_tau0.02,blur,1.0,heldout,6,0.011247944552451372,0.02218926621077749,1.8508331646035392,0.7155010636455571,False,True,True
e15_S_tau0.02,blur,1.5,heldout,6,0.008475624490529299,0.02224855025387868,3.4227881825821456,0.8265245351682464,False,True,True
e15_S_tau0.02,blur,2.0,heldout,6,0.001957743273427089,0.028168123007943493,4.649473270554891,1.0871122399005053,False,True,True
e15_S_tau0.02,blur,3.0,heldout,6,-0.0030992721828321614,0.024406775412935528,5.813944939394921,1.0229395360414757,False,True,True
e15_S_tau0.02,identity,0.0,train,6,0.005769006830329697,0.010786332238615196,-0.4505107288723777,0.3135982098819116,False,False,False
e15_S_tau0.02,jpeg,30,heldout,6,0.013242298737168312,0.020028197253486122,-0.6240474456649361,0.8583705274597295,False,False,False
e15_S_tau0.02,jpeg,45,heldout,6,0.005106812808662653,0.017651036992160057,-0.541736497848851,0.7753260756285761,False,False,False
e15_S_tau0.02,jpeg,60,heldout,6,0.005536460783332586,0.013412730593630918,-0.6031977680296907,0.6547067161867823,False,False,False
e15_S_tau0.02,jpeg,75,heldout,6,0.0131868834917744,0.01571247338186046,-0.5632749676889084,0.4442561635370401,False,False,False
e15_S_tau0.02,jpeg,85,heldout,6,0.013996521942317486,0.018988707104331825,-0.4968338307191602,0.313454256895176,False,False,False
e15_S_tau0.02,jpeg,95,heldout,6,0.002505624977250894,0.009522086902405918,-0.1952791610260011,0.26377599060039353,False,False,False
e15_S_tau0.02,noise,0.0,heldout,6,-0.0003041856301327546,0.004169716315424745,-0.17373434463763657,0.30756265260109666,False,False,False
e15_S_tau0.02,noise,0.01,heldout,6,0.0015733338271578152,0.005978352373822439,0.2292664661749216,0.385095006552942,False,False,False
e15_S_tau0.02,noise,0.02,heldout,6,0.007982848677784204,0.0087779902309966,1.2958547561358997,0.740780373239761,False,True,True
e15_S_tau0.02,noise,0.04,heldout,6,0.015252122034629187,0.028043970443590034,3.300804389676771,1.3559044758930296,False,True,True
e15_S_tau0.02,noise,0.08,heldout,6,0.02162436597670118,0.025163361410127438,5.304737905421634,1.1670001930763052,False,True,True
e15_S_tau0.02,quantize,16,heldout,6,0.01313941196228067,0.03260007020668814,0.12196507375796228,0.543789047907887,False,False,False
e15_S_tau0.02,quantize,256,heldout,6,0.0006264739980300268,0.0033537565695261526,-0.1531386864633395,0.23418052081653312,False,False,False
e15_S_tau0.02,quantize,32,heldout,6,0.010313559168328842,0.015616752059697852,-0.1108578891074569,0.22592209239701525,False,False,False
e15_S_tau0.02,quantize,64,heldout,6,0.0019572762151559195,0.006300473417615103,-0.08340940429110393,0.27595076910408056,False,False,False
e15_S_tau0.02,quantize,8,heldout,6,0.027049484973152477,0.030527517218119,0.6726269514657393,1.181247238188505,False,False,False
e15_S_tau0.05,blur,0.0,heldout,6,0.004955315651992957,0.012914668098939779,-0.23534479865275024,0.5332203501013577,False,False,False
e15_S_tau0.05,blur,0.5,heldout,6,0.012008358569194874,0.017988757446814403,0.18473954665318545,0.978721288616904,False,False,False
e15_S_tau0.05,blur,1.0,heldout,6,0.013264114813258251,0.023729851048731536,2.050168324867902,0.7894489254109003,False,True,True
e15_S_tau0.05,blur,1.5,heldout,6,0.007490231500317653,0.023975495301918243,3.476440921977607,0.8101302816835646,False,True,True
e15_S_tau0.05,blur,2.0,heldout,6,-0.0002179193931321303,0.026538090551252662,4.638019089430394,1.1024789362266552,False,True,True
e15_S_tau0.05,blur,3.0,heldout,6,-0.003984704768906037,0.024410024888640344,5.983314959833759,1.0539178220193197,False,True,True
e15_S_tau0.05,identity,0.0,train,6,0.017589789737636845,0.018469605926732136,-0.9601844460171137,0.811110018667867,False,False,False
e15_S_tau0.05,jpeg,30,heldout,6,0.019373178482055664,0.013580244899825032,-0.5028759512702108,0.8858805822437736,False,False,False
e15_S_tau0.05,jpeg,45,heldout,6,0.00918117289741834,0.010273474431343958,-0.5196777925668011,0.929155945064025,False,False,False
e15_S_tau0.05,jpeg,60,heldout,6,0.007020289854456981,0.011779569772510164,-0.4978237619101678,0.7220160642610493,False,False,False
e15_S_tau0.05,jpeg,75,heldout,6,0.008604231135298809,0.013754797332553952,-0.326250175814567,0.7883050972812448,False,False,False
e15_S_tau0.05,jpeg,85,heldout,6,0.009771567148466906,0.011915808323611547,-0.3566585495594232,0.43595543614045845,False,False,False
e15_S_tau0.05,jpeg,95,heldout,6,0.008975694421678782,0.012393270887247683,-0.27970993662123966,0.49600235481262556,False,False,False
e15_S_tau0.05,noise,0.0,heldout,6,0.004955315651992957,0.012914668098939779,-0.23534479865275024,0.5332203501013577,False,False,False
e15_S_tau0.05,noise,0.01,heldout,6,0.002571133120606343,0.011381167023367842,0.23257560030034732,0.42291637093230405,False,False,False
e15_S_tau0.05,noise,0.02,heldout,6,0.008902525839706263,0.015875588724334536,1.4205961676025531,0.8513992772887915,False,True,True
e15_S_tau0.05,noise,0.04,heldout,6,0.014424414839595556,0.025774231800782716,3.5697115249009066,1.5434998747485857,False,True,True
e15_S_tau0.05,noise,0.08,heldout,6,0.026169690769165754,0.030373732952373358,5.390913683536906,1.3541727277416766,False,True,True
e15_S_tau0.05,quantize,16,heldout,6,0.012224929252018532,0.03724418247897968,0.05528404713872407,0.6484270957820601,False,False,False
e15_S_tau0.05,quantize,256,heldout,6,0.002490220901866754,0.010419781726639479,-0.2082340194161533,0.5467709649030652,False,False,False
e15_S_tau0.05,quantize,32,heldout,6,0.008312421385198832,0.02055117705406471,-0.14312405921354662,0.40058924033108134,False,False,False
e15_S_tau0.05,quantize,64,heldout,6,0.0022590840235352516,0.010316265071154,-0.14386135830223515,0.4309117865490365,False,False,False
e15_S_tau0.05,quantize,8,heldout,6,0.021843720382700365,0.032858742453210105,0.7527335417309046,1.2515989789514952,False,False,False
e15_S_tau0.10,blur,0.0,heldout,6,0.000480099581182003,0.011706256058002065,-0.22503742336123947,0.4826623534689664,False,False,False
e15_S_tau0.10,blur,0.5,heldout,6,0.0017969969970484574,0.014174508230151081,0.16666707634829736,0.9130080063100017,False,False,False
e15_S_tau0.10,blur,1.0,heldout,6,0.008543834711114565,0.024599599459955563,2.013669172620657,0.6600561314052916,False,True,True
e15_S_tau0.10,blur,1.5,heldout,6,0.006263959687203169,0.02473632637904749,3.4715803621667125,0.7971719039070873,False,True,True
e15_S_tau0.10,blur,2.0,heldout,6,-0.0009941230528056622,0.02679579277530248,4.697912856083455,1.1720275552535855,False,True,True
e15_S_tau0.10,blur,3.0,heldout,6,-0.004465021658688784,0.02366382520891429,6.0057182090220715,0.9941225586239948,False,True,True
e15_S_tau0.10,identity,0.0,train,6,0.00859631854109466,0.008085647684460476,-0.8920063262878145,0.6035932329408573,False,False,False
e15_S_tau0.10,jpeg,30,heldout,6,0.012546588201075792,0.014057672894146628,-0.479370184475822,0.8509060324401976,False,False,False
e15_S_tau0.10,jpeg,45,heldout,6,0.004591439850628376,0.01548875691261873,-0.5131444088836501,0.9013228465156291,False,False,False
e15_S_tau0.10,jpeg,60,heldout,6,0.007912911164263884,0.013749306718325464,-0.44971065864987425,0.737651065972971,False,False,False
e15_S_tau0.10,jpeg,75,heldout,6,0.01094887467722098,0.013962750850752312,-0.4442207048897604,0.5649867951180817,False,False,False
e15_S_tau0.10,jpeg,85,heldout,6,0.007050706228862206,0.013005286160813144,-0.37825937083176514,0.45163466302327837,False,False,False
e15_S_tau0.10,jpeg,95,heldout,6,0.003713591955602169,0.011066815300821453,-0.3306527310549318,0.4130791658562577,False,False,False
e15_S_tau0.10,noise,0.0,heldout,6,0.000480099581182003,0.011706256058002065,-0.22503742336123947,0.4826623534689664,False,False,False
e15_S_tau0.10,noise,0.01,heldout,6,0.004193844584127267,0.007856929797734603,0.23149011513177795,0.5001427022389096,False,False,False
e15_S_tau0.10,noise,0.02,heldout,6,0.005415699755152066,0.008528245871100704,1.3985807130072065,0.9458402433316518,False,True,True
e15_S_tau0.10,noise,0.04,heldout,6,0.013742945933093628,0.025098125992832142,3.551884200005224,1.4265544797362633,False,True,True
e15_S_tau0.10,noise,0.08,heldout,6,0.027235355383406084,0.025319227025337888,5.411736987415085,1.3762419722300707,False,True,True
e15_S_tau0.10,quantize,16,heldout,6,0.01088935462757945,0.03628572341029982,0.05822116285012827,0.6309142033835866,False,False,False
e15_S_tau0.10,quantize,256,heldout,6,0.0004526665434241295,0.011989686535357742,-0.21182037701751036,0.4772363834024782,False,False,False
e15_S_tau0.10,quantize,32,heldout,6,0.002788771719982227,0.014515586120218377,-0.18398642513733296,0.3887621357019535,False,False,False
e15_S_tau0.10,quantize,64,heldout,6,0.00196824719508489,0.010826779145798689,-0.13947857242797332,0.4145498391213046,False,False,False
e15_S_tau0.10,quantize,8,heldout,6,0.02288813190534711,0.025188725074198778,0.7085369785824185,1.1838022428970159,False,False,False
e16_S_disp3.0,blur,0.0,heldout,6,0.002206678812702497,0.014019450602057032,-0.1479614708280629,0.5904083173539045,False,False,False
e16_S_disp3.0,blur,0.5,heldout,6,0.005797221014897029,0.019089224348988423,0.11504287861904235,0.783238908168056,False,False,False
e16_S_disp3.0,blur,1.0,heldout,6,0.010043114889413118,0.02747264282716164,1.9547382330598861,0.7451215090333723,False,True,True
e16_S_disp3.0,blur,1.5,heldout,6,0.007937597886969646,0.0228968764782724,3.4593261297438676,0.8501005096447389,False,True,True
e16_S_disp3.0,blur,2.0,heldout,6,-0.0002273779051999251,0.027043311107188054,4.750818880469366,1.1514104028057834,False,True,True
e16_S_disp3.0,blur,3.0,heldout,6,-0.003482712587962548,0.024288034095045055,5.948078732900021,1.0429494784531423,False,True,True
e16_S_disp3.0,identity,0.0,train,6,0.013709082229373356,0.019291736167183455,-0.871228089933892,0.6914604910930635,False,False,False
e16_S_disp3.0,jpeg,30,heldout,6,0.017901663047571976,0.01338139486800048,-0.5262752077769733,0.8187874686769269,False,False,False
e16_S_disp3.0,jpeg,45,heldout,6,0.007119498836497466,0.012730765212144092,-0.5413426279118715,0.8914685058700575,False,False,False
e16_S_disp3.0,jpeg,60,heldout,6,0.0035956590436398983,0.015457604040612924,-0.5350688218367188,0.8643385810233735,False,False,False
e16_S_disp3.0,jpeg,75,heldout,6,0.00777558966850241,0.012083946329419538,-0.3432896449428313,0.6817842755652624,False,False,False
e16_S_disp3.0,jpeg,85,heldout,6,0.00642525777220726,0.015694610954115073,-0.4303138562104907,0.5736274306916126,False,False,False
e16_S_disp3.0,jpeg,95,heldout,6,0.004275642801076174,0.013771125735578671,-0.2884830517613329,0.4530364078143282,False,False,False
e16_S_disp3.0,noise,0.0,heldout,6,0.002206678812702497,0.014019450602057032,-0.1479614708280629,0.5904083173539045,False,False,False
e16_S_disp3.0,noise,0.01,heldout,6,0.005379677750170231,0.01191026871439484,0.2805802928839109,0.38274070851408537,False,False,False
e16_S_disp3.0,noise,0.02,heldout,6,0.004464645404368639,0.008985656196893557,1.4446387055738266,0.7239116797071408,False,True,True
e16_S_disp3.0,noise,0.04,heldout,6,0.013105508250494799,0.024966752175968946,3.525460143327841,1.4075726271067706,False,True,True
e16_S_disp3.0,noise,0.08,heldout,6,0.028033522112915914,0.02505870317840863,5.356732834812561,1.304062232843295,False,True,True
e16_S_disp3.0,quantize,16,heldout,6,0.013491292639325062,0.03867964928958483,0.04836633192377423,0.6454276786469018,False,False,False
e16_S_disp3.0,quantize,256,heldout,6,0.00199674970159928,0.014739977477448285,-0.13663249904314,0.5533966610604556,False,False,False
e16_S_disp3.0,quantize,32,heldout,6,0.007277924722681443,0.021281872893675845,-0.06908171086031345,0.37294967059837947,False,False,False
e16_S_disp3.0,quantize,64,heldout,6,0.005586936604231596,0.016372972554150704,-0.06958040322131868,0.46776749011743873,False,False,False
e16_S_disp3.0,quantize,8,heldout,6,0.023096154909580946,0.03242456652795144,0.5853320837828583,0.9548175852253368,False,False,False
e16_S_disp6.0,blur,0.0,heldout,4,-0.007609552005305886,0.013133019070352386,-0.2122750816569936,0.4041323768191095,False,False,False
e16_S_disp6.0,blur,0.5,heldout,4,-0.001686491072177887,0.012573631909541685,-0.12253309899994802,0.761983123676007,False,False,False
e16_S_disp6.0,blur,1.0,heldout,4,-0.0010909743141382933,0.02798236474823457,1.6676674080222242,0.7375229511311622,False,True,True
e16_S_disp6.0,blur,1.5,heldout,4,-0.0008087235037237406,0.020388833253074386,3.1166361723368095,0.6126827952568941,False,True,True
e16_S_disp6.0,blur,2.0,heldout,4,-0.013545833760872483,0.017986258520736546,4.167203343732413,1.092246071772096,False,True,True
e16_S_disp6.0,blur,3.0,heldout,4,-0.0060898789670318365,0.022496579297896627,5.488827135561302,1.0191449259138285,False,True,True
e16_S_disp6.0,identity,0.0,train,4,0.01832271460443735,0.016280927613078273,-0.8905414467506738,0.7315666717998364,False,False,False
e16_S_disp6.0,jpeg,30,heldout,4,0.010007626609876752,0.019539852198541464,-0.9922137150332377,0.6135079484366384,False,False,False
e16_S_disp6.0,jpeg,45,heldout,4,0.011569952825084329,0.014152391185900939,-0.9240852455322612,0.793758622521496,False,False,False
e16_S_disp6.0,jpeg,60,heldout,4,0.01716223801486194,0.01419680176963804,-0.925466594122042,0.6719889264372012,False,False,False
e16_S_disp6.0,jpeg,75,heldout,4,0.008799088886007667,0.016532843458230778,-0.6006047527390885,0.5456298624617918,False,False,False
e16_S_disp6.0,jpeg,85,heldout,4,0.004331830656155944,0.013626241942009178,-0.6280876195762854,0.29538189348004634,False,False,False
e16_S_disp6.0,jpeg,95,heldout,4,-0.0035792544949799776,0.012664800603778045,-0.31084919433468616,0.2773801033935761,False,False,False
e16_S_disp6.0,noise,0.0,heldout,4,-0.007609552005305886,0.013133019070352386,-0.2122750816569936,0.4041323768191095,False,False,False
e16_S_disp6.0,noise,0.01,heldout,4,-0.0019985355902463198,0.011645291466191303,0.18687867925690305,0.4353825973524417,False,False,False
e16_S_disp6.0,noise,0.02,heldout,4,-0.0029100647661834955,0.006834616473985051,0.93725294795804,0.6754049153075992,False,False,False
e16_S_disp6.0,noise,0.04,heldout,4,0.008919362677261233,0.019362846551106747,2.62463905761847,0.9077629995515508,False,True,True
e16_S_disp6.0,noise,0.08,heldout,4,0.025318628875538707,0.023772512792145338,4.520597811772469,0.8765455287256432,False,True,True
e16_S_disp6.0,quantize,16,heldout,4,-0.0025950330309569836,0.008549728613357387,-0.23950756993767697,0.5058369582150962,False,False,False
e16_S_disp6.0,quantize,256,heldout,4,-0.0065179080702364445,0.012770469667785356,-0.1913612627894553,0.4222842542167668,False,False,False
e16_S_disp6.0,quantize,32,heldout,4,-0.006965238600969315,0.011766891919657133,-0.10180821545168517,0.370640964692266,False,False,False
e16_S_disp6.0,quantize,64,heldout,4,-0.004581430461257696,0.010556848266233354,-0.09060865697441778,0.40781280178609136,False,False,False
e16_S_disp6.0,quantize,8,heldout,4,0.01165004470385611,0.010431285825601298,0.4325282126494683,0.9638989305010011,False,False,False
e2,blur,0.0,heldout,36,0.001387556963082817,0.012887948098337721,0.05813761617560983,0.25473733963169715,False,False,False
e2,blur,0.5,heldout,36,0.0016705428198393849,0.01666017271376368,-0.11852564591901568,0.5541017338507916,False,False,False
e2,blur,1.0,heldout,36,0.009024114632565115,0.02652007644114695,1.9326386412058223,0.8307797202794314,False,True,True
