image,condition,radius,step,loss,param_absmean,eval
task_attr_mod_color_11699,phase_gain,1.2,0,0.4220588505268097,0.008768380653389314,0.14916008710861206
task_attr_mod_color_11699,phase_gain,1.2,75,0.0983738899230957,0.0860516328387864,
task_attr_mod_color_11699,phase_gain,1.2,150,0.002391584450379014,0.1427276674353173,
task_attr_mod_color_11699,phase_gain,1.2,200,0.006289928685873747,0.17245410303544495,0.03775538131594658
task_attr_mod_color_11699,phase_gain,1.2,225,0.03978754207491875,0.19000772729579998,
task_attr_mod_color_11699,phase_gain,1.2,300,0.003505856730043888,0.2300898315132266,
task_attr_mod_color_11699,phase_gain,1.2,375,0.0018440720159560442,0.27192212517403413,
task_attr_mod_color_11699,phase_gain,1.2,400,0.027435898780822754,0.2836221211857524,0.0201634019613266
task_attr_mod_color_11699,phase_gain,1.2,450,0.011693856678903103,0.3091443141605755,
task_attr_mod_color_11699,phase_gain,1.2,525,0.0016467071836814284,0.3418649205244228,
task_attr_mod_color_11699,phase_gain,1.2,600,0.04535046964883804,0.37740436281761225,0.013143278658390045
task_attr_mod_color_11699,phase_gain,1.2,675,0.003533266019076109,0.40666306814885717,
task_attr_mod_color_11699,phase_gain,1.2,750,0.001402189489454031,0.431085628408168,
task_attr_mod_color_11699,phase_gain,1.2,800,0.010881694965064526,0.44475842796438103,0.010385706089437008
task_attr_mod_color_11699,phase_gain,1.2,825,0.009909594431519508,0.4525145572282167,
task_attr_mod_color_11699,phase_gain,1.2,900,0.0006646626861765981,0.4729846124840469,
task_attr_mod_color_11699,phase_gain,1.2,975,0.014731176197528839,0.4934917406311637,
task_attr_mod_color_11699,phase_gain,1.2,1000,0.002936125732958317,0.49849467745678155,0.00889620278030634
task_attr_mod_color_11699,phase_gain,1.2,1050,0.010093376971781254,0.5098722843427311,
task_attr_mod_color_11699,phase_gain,1.2,1125,0.0037409616634249687,0.5262641402714933,
task_attr_mod_color_11699,phase_gain,1.2,1200,0.003294936381280422,0.5406401554704722,0.007824205793440342
task_attr_mod_color_11699,phase_gain,1.2,1275,0.007833327166736126,0.5539609982306533,
task_attr_mod_color_11699,phase_gain,1.2,1350,0.0007474216399714351,0.5664525321963105,
task_attr_mod_color_11699,phase_gain,1.2,1400,0.0062981536611914635,0.574941209101984,0.007521091494709253
task_attr_mod_color_11699,phase_gain,1.2,1425,0.001983947353437543,0.5783402040549948,
task_attr_mod_color_11699,phase_gain,1.2,1500,0.002461005235090852,0.5891889829156515,
task_attr_mod_color_11699,phase_gain,1.2,1575,0.001358970534056425,0.5978175034806822,
task_attr_mod_color_11699,phase_gain,1.2,1600,0.005259974859654903,0.6016138219340991,0.00703604519367218
task_attr_mod_color_11699,phase_gain,1.2,1650,0.004091952927410603,0.608374738948834,
task_attr_mod_color_11699,phase_gain,1.2,1725,0.0062171523459255695,0.6171951139923425,
task_attr_mod_color_11699,phase_gain,1.2,1800,0.011121055111289024,0.6270529680067293,0.00681587727740407
task_attr_mod_color_11699,phase_gain,1.2,1875,0.0006655323086306453,0.6326799802761341,
task_attr_mod_color_11699,phase_gain,1.2,1950,0.01027115061879158,0.6413984365935723,
task_attr_mod_color_11699,phase_gain,1.2,2000,0.00179786398075521,0.6455217760180996,0.006532628554850817
task_attr_mod_color_11699,phase_gain,1.2,2025,0.00910244882106781,0.6487073435143288,
task_attr_mod_color_11699,phase_gain,1.2,2100,0.009181724861264229,0.6546454417565843,
task_attr_mod_color_11699,phase_gain,1.2,2175,0.000742421776521951,0.6601538751595313,
task_attr_mod_color_11699,phase_gain,1.2,2200,0.002770170569419861,0.661011246954403,0.006366459187120199
task_attr_mod_color_11699,phase_gain,1.2,2250,0.0335739366710186,0.6649232799628727,
task_attr_mod_color_11699,phase_gain,1.2,2325,0.003847793210297823,0.6698070396797773,
task_attr_mod_color_11699,phase_gain,1.2,2400,0.0004875318845734,0.673664723285764,0.006206165067851543
task_attr_mod_color_11699,phase_gain,1.2,2475,0.001042370218783617,0.6787003821499014,
task_attr_mod_color_11699,phase_gain,1.2,2550,0.0036781879607588053,0.681758433402947,
task_attr_mod_color_11699,phase_gain,1.2,2600,0.006016988307237625,0.6855404846849983,0.00609451811760664
task_attr_mod_color_11699,phase_gain,1.2,2625,0.0013622832484543324,0.6877275858568279,
task_attr_mod_color_11699,phase_gain,1.2,2700,0.00919246580451727,0.6907718594094443,
task_attr_mod_color_11699,phase_gain,1.2,2775,0.0013012125855311751,0.6944658784371737,
task_attr_mod_color_11699,phase_gain,1.2,2800,0.0034174423199146986,0.6973339243241675,0.005973974708467722
task_attr_mod_color_11699,phase_gain,1.2,2850,0.0023083859123289585,0.6988217165564451,
task_attr_mod_color_11699,phase_gain,1.2,2925,0.003332137828692794,0.7018290078605407,
task_attr_mod_color_11699,phase_gain,1.2,2999,0.016331259161233902,0.7054579091251886,0.005872220732271671
task_attr_mod_color_6205,phase_gain,1.2,0,0.3852142095565796,0.008768380653389314,0.14465492963790894
task_attr_mod_color_6205,phase_gain,1.2,75,0.11209243535995483,0.08659657261573268,
task_attr_mod_color_6205,phase_gain,1.2,150,0.0031473618000745773,0.14191886203445875,
task_attr_mod_color_6205,phase_gain,1.2,200,0.00854229461401701,0.1703384872810071,0.032590318471193314
task_attr_mod_color_6205,phase_gain,1.2,225,0.03038599155843258,0.18644799099373477,
task_attr_mod_color_6205,phase_gain,1.2,300,0.004163280129432678,0.22498164937202692,
task_attr_mod_color_6205,phase_gain,1.2,375,0.0029923052061349154,0.26599444178558995,
task_attr_mod_color_6205,phase_gain,1.2,400,0.019628798589110374,0.27704457448659936,0.017582446336746216
task_attr_mod_color_6205,phase_gain,1.2,450,0.009838883765041828,0.3015225809258615,
task_attr_mod_color_6205,phase_gain,1.2,525,0.002079007215797901,0.33463703917217774,
task_attr_mod_color_6205,phase_gain,1.2,600,0.041976045817136765,0.37021491399814366,0.012026095762848854
task_attr_mod_color_6205,phase_gain,1.2,675,0.0035079619847238064,0.399555660096879,
task_attr_mod_color_6205,phase_gain,1.2,750,0.0019973861053586006,0.4246828318975519,
task_attr_mod_color_6205,phase_gain,1.2,800,0.007821791805326939,0.4381438174382179,0.00974488165229559
task_attr_mod_color_6205,phase_gain,1.2,825,0.006743994541466236,0.44573945462060566,
task_attr_mod_color_6205,phase_gain,1.2,900,0.0007666591554880142,0.46724600990544146,
task_attr_mod_color_6205,phase_gain,1.2,975,0.01289861649274826,0.4877308580606799,
task_attr_mod_color_6205,phase_gain,1.2,1000,0.004621429368853569,0.4931809628437174,0.008388481102883816
task_attr_mod_color_6205,phase_gain,1.2,1050,0.013435618951916695,0.5055426601113818,
task_attr_mod_color_6205,phase_gain,1.2,1125,0.004643350839614868,0.5220722749158835,
task_attr_mod_color_6205,phase_gain,1.2,1200,0.0034558409824967384,0.5366128611207797,0.007470809388905764
task_attr_mod_color_6205,phase_gain,1.2,1275,0.007355647627264261,0.549509930821441,
task_attr_mod_color_6205,phase_gain,1.2,1350,0.0013029604451730847,0.5620574276308157,
task_attr_mod_color_6205,phase_gain,1.2,1400,0.008643699809908867,0.5713937775554009,0.007162309717386961
task_attr_mod_color_6205,phase_gain,1.2,1425,0.0031665395945310593,0.5749508897493909,
task_attr_mod_color_6205,phase_gain,1.2,1500,0.00271244952455163,0.5865218557837336,
