image,attack,content,prompt,kappa,steps,strength,guidance_scale,attack_seconds,peak_mb,pert_psnr,pert_linf,pert_ssim,pert_vif_p,pert_fsim,pert_lpips,pert_dists,pert_acutance_ratio,pert_rms,pert_frac_gt_16_255,eval_seed,edit_psnr,edit_linf,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,edit_dists,edit_acutance_ratio,edit_rms,edit_frac_gt_16_255,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b
bird_00,semantic,bird,a butterfly,0.06,2,0.5,7.5,237.4,7283.9,41.114776611328125,0.012000024318695068,0.9803274869918823,0.72641521692276,0.9912567734718323,0.2968653440475464,0.035218656063079834,1.0190889835357666,0.008794941008090973,0.0,20270803,23.672513961791992,0.8182481527328491,0.8226215243339539,0.21886542439460754,0.8491734266281128,0.40249112248420715,0.20101797580718994,1.185317873954773,0.06552000343799591,0.15686671435832977,5.154672332567356,5.545045303729602,0.26993799209594727,0.10703855752944946,0.2653678059577942,0.09829887002706528
bird_00,pg_encoder,bird,a butterfly,0.06,2,0.5,7.5,83.4,8648.3,41.434715270996094,0.012000024318695068,0.9851748943328857,0.7388716340065002,0.99440997838974,0.31837987899780273,0.0236130952835083,0.9981675148010254,0.00847683846950531,0.0,20270803,22.278644561767578,0.8502601385116577,0.7881654500961304,0.1766212284564972,0.8026124238967896,0.45495539903640747,0.276311993598938,1.1666829586029053,0.07692498713731766,0.22573725879192352,5.154672332567356,6.578573112699643,0.26993799209594727,0.10703855752944946,0.26747244596481323,0.10481370985507965
