image,attack,n_seeds,edit_psnr,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,pert_linf,pert_lpips,seconds,peak_mb
bird_00,semantic,1,23.672513961791992,0.8226215243339539,0.21886542439460754,0.8491734266281128,0.40249112248420715,0.012000024318695068,0.2968653440475464,237.4,7283.9
bird_00,pg_encoder,1,22.278644561767578,0.7881654500961304,0.1766212284564972,0.8026124238967896,0.45495539903640747,0.012000024318695068,0.31837987899780273,83.4,8648.3
