image_id,condition,ca,t,masked_l1,masked_fraction,rel_to_first_pct,trained_at_t,source
horse_00,unprotected,horse,33,131.10556030273438,0.1910204142332077,0.0,False,orig
horse_00,unprotected,horse,67,131.81211853027344,0.20353877544403076,0.0,False,orig
horse_00,unprotected,horse,100,132.64996337890625,0.20957085490226746,0.0,False,orig
horse_00,unprotected,horse,133,132.47633361816406,0.21603837609291077,0.0,False,orig
horse_00,unprotected,horse,167,145.79380798339844,0.23567308485507965,0.0,False,orig
horse_00,unprotected,horse,200,151.14366149902344,0.23873184621334076,0.0,True,orig
horse_00,unprotected,horse,233,153.97219848632812,0.24300812184810638,0.0,False,orig
horse_00,unprotected,horse,267,146.78573608398438,0.23695234954357147,0.0,False,orig
horse_00,unprotected,horse,300,172.13876342773438,0.25316452980041504,0.0,False,orig
horse_00,unprotected,horse,333,149.10552978515625,0.2318773716688156,0.0,False,orig
horse_00,unprotected,horse,367,147.04318237304688,0.23350797593593597,0.0,False,orig
horse_00,unprotected,horse,400,154.9788818359375,0.22461935877799988,0.0,True,orig
horse_00,apa+A,horse,33,118.54263305664062,0.17343242466449738,-9.582299344959011,False,runs\s3t20_r_merged\apa\horse_00\x_def_tau0.04.png
horse_00,apa+A,horse,67,114.57918548583984,0.1813766211271286,-13.07386091399152,False,runs\s3t20_r_merged\apa\horse_00\x_def_tau0.04.png
horse_00,apa+A,horse,100,122.53343200683594,0.19677560031414032,-7.626486366357355,False,runs\s3t20_r_merged\apa\horse_00\x_def_tau0.04.png
horse_00,apa+A,horse,133,121.58726501464844,0.2013043612241745,-8.21963312700149,False,runs\s3t20_r_merged\apa\horse_00\x_def_tau0.04.png
horse_00,apa+A,horse,167,136.03948974609375,0.22359083592891693,-6.690488692369856,False,runs\s3t20_r_merged\apa\horse_00\x_def_tau0.04.png
horse_00,apa+A,horse,200,140.1678924560547,0.22534283995628357,-7.26181232749854,True,runs\s3t20_r_merged\apa\horse_00\x_def_tau0.04.png
horse_00,apa+A,horse,233,141.91212463378906,0.22750040888786316,-7.832630806794594,False,runs\s3t20_r_merged\apa\horse_00\x_def_tau0.04.png
