image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,hop,quantile,gate_edge_power,freq_weight,freq_weight_power,gain_weight,phase_channels,spectral_floor,floor_gate,defense_steps,loss,gain_ratio,purify_aware,dct_q_alg,dct_gamma,wm_tau,wm_mu,wm_diagonals,wm_q_embed,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,edit_clip_sim,edit_siglip_sim,blocked,siglip_blocked_threshold,total_seconds
task_attr_mod_color_11699,gain_only,instruct-pix2pix,turn the color of potted plant to pink,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54801,0.90946,23.205,0.23872,0.14952,0.60343,0.47265,9.986,0.13566,0.32421,0.78916,0.06914,0.75572,0.70279,True,0.837,416.4
task_attr_mod_color_136767,gain_only,instruct-pix2pix,turn the color of astronaut to pink,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51079,0.88976,24.057,0.2646,0.18814,0.63004,0.26385,7.21,0.02389,0.41557,0.71621,0.06268,0.67937,0.84534,False,0.837,411.3
task_attr_mod_color_184837,gain_only,instruct-pix2pix,turn the color of frame to pink,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54619,0.85948,19.763,0.23124,0.23774,0.78253,0.13614,6.173,0.03287,0.67067,0.72767,0.10276,0.69681,0.63562,True,0.837,411.1
task_attr_mod_color_32648,gain_only,instruct-pix2pix,turn the color of potion bottle to orange,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.57865,0.91758,28.861,0.13957,0.16584,0.61099,0.39698,10.81,0.075,0.3876,0.88468,0.03605,0.74184,0.73618,True,0.837,411.1
task_attr_mod_color_6205,gain_only,instruct-pix2pix,turn the color of toolbox to red,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.56125,0.91652,25.622,0.27225,0.1729,0.74068,0.20319,6.624,0.41736,0.70392,0.99608,0.05235,0.52463,0.45532,True,0.837,411.1
task_env_weather_112463,gain_only,instruct-pix2pix,transform the setting to spring with blooming flowers,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.59339,0.91624,26.503,0.29041,0.10773,0.86447,0.30664,10.358,0.17339,0.37983,0.67154,0.0473,0.55584,0.56935,True,0.837,410.4
task_env_weather_246440,gain_only,instruct-pix2pix,transform the setting to autumn with falling leaves,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.47984,0.85347,19.116,0.23624,0.18713,0.61889,0.3061,13.235,0.07634,0.29329,0.90196,0.11071,0.8153,0.77647,True,0.837,410.6
task_env_weather_63722,gain_only,instruct-pix2pix,change the setting to a snowy landscape,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54298,0.9005,22.685,0.23969,0.13746,0.68698,0.33179,12.323,0.03226,0.47176,0.76974,0.07341,0.60501,0.6155,True,0.837,410.0
task_obj_add_40931,gain_only,instruct-pix2pix,Add the blood on snout,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54255,0.87844,22.772,0.28397,0.20641,0.71359,0.20126,11.186,0.07258,0.3789,0.757,0.07267,0.5234,0.55419,True,0.837,409.5
task_obj_remove_380621,gain_only,instruct-pix2pix,Remove iceberg,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.55784,0.91805,24.2,0.3037,0.15726,0.73932,0.2362,7.924,0.04232,0.39051,0.89157,0.06166,0.73859,0.72216,True,0.837,409.0
task_obj_swap_joint_mask_276754,gain_only,instruct-pix2pix,Replace the satellite dish with rocket,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.51296,0.79688,20.725,0.19487,0.2124,0.67981,0.47707,12.155,0.01257,0.4253,0.95686,0.09199,0.90005,0.89935,False,0.837,408.6
task_obj_swap_joint_mask_533428,gain_only,instruct-pix2pix,Replace the samurai armor with red jacket,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.54414,0.87374,21.548,0.24794,0.1729,0.63781,0.23706,9.252,0.05308,0.28658,0.82865,0.08368,0.64585,0.60781,True,0.837,408.6
task_obj_swap_rand_mask_417469,gain_only,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,4.0,False,0.0,0.12,inf,0,32,8,0.0,1.0,jpeg_luma,0.25,shared,rgb,0.04,uniform,1000,latent_norm,1.0,none,0.95,0.1,1500,1,3-4-5,0.75,100,7.5,1.5,20260812,False,0.5462,0.87252,23.309,0.24366,0.15043,0.76147,0.23532,9.234,0.06434,0.51761,0.89804,0.06832,0.36169,0.47735,True,0.837,349.1
