image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,r_max,gl_iters,block,loss,gain_ratio,purify_aware,wm_q_attack,wm_block_frac,wm_topk,wm_eps,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,dct_wm,instruct-pix2pix,turn the color of potted plant to pink,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,64,2.0,100,7.5,1.5,20260812,True,0.38036,0.7687,26.618,0.48102,0.06472,0.33602,0.70662,21.999,0.28797,0.12424,0.47013,0.04668,147.3
task_attr_mod_color_32648,dct_wm,instruct-pix2pix,turn the color of potion bottle to orange,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,64,2.0,100,7.5,1.5,20260812,True,0.50187,0.71148,27.834,0.18432,0.1368,0.49562,0.56625,16.195,0.21943,0.20179,0.38588,0.04058,147.7
task_env_weather_133752,dct_wm,instruct-pix2pix,transform the setting to a rainy day,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,64,2.0,100,7.5,1.5,20260812,True,0.3824,0.84442,26.342,0.49199,0.08329,0.42404,0.78445,23.51,0.28278,0.17702,0.4784,0.04819,147.9
task_env_weather_63722,dct_wm,instruct-pix2pix,change the setting to a snowy landscape,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,64,2.0,100,7.5,1.5,20260812,True,0.36657,0.779,26.496,0.51508,0.06733,0.34707,0.76713,22.723,0.30097,0.12181,0.45987,0.04734,149.2
task_obj_add_40931,dct_wm,instruct-pix2pix,Add the blood on snout,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,64,2.0,100,7.5,1.5,20260812,True,0.29868,0.86964,27.193,0.57943,0.07207,0.3488,0.71405,19.918,0.32319,0.16911,0.41221,0.04369,149.2
task_obj_remove_10197,dct_wm,instruct-pix2pix,Remove gravel path,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,64,2.0,100,7.5,1.5,20260812,True,0.31241,0.88854,26.576,0.55392,0.05123,0.4824,0.37784,13.738,0.05992,0.24424,0.44814,0.0469,150.1
task_obj_remove_509477,dct_wm,instruct-pix2pix,Remove the man with glasses,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,64,2.0,100,7.5,1.5,20260812,True,0.23042,0.88168,26.28,0.57206,0.03041,0.25875,0.78406,22.572,0.32072,0.08015,0.49156,0.04853,149.1
task_obj_swap_joint_mask_533428,dct_wm,instruct-pix2pix,Replace the samurai armor with red jacket,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,64,2.0,100,7.5,1.5,20260812,True,0.26924,0.82733,26.349,0.5772,0.05299,0.28807,0.73533,20.115,0.30029,0.14622,0.4244,0.04814,149.1
task_obj_swap_rand_mask_417469,dct_wm,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,2.0,False,0.0,0.12,inf,0,32,encoder_target,0.0,none,75,0.5,64,2.0,100,7.5,1.5,20260812,True,0.32561,0.79,26.903,0.49153,0.05783,0.35621,0.68257,21.17,0.28591,0.15709,0.46843,0.04517,69.7
