op,dtype,reference,max_abs,rel_l2,psnr,note
vae_roundtrip,bfloat16,float32,0.19690388441085815,0.008964276872575283,45.7722843285702,
eps,bfloat16,float32,1.8160710334777832,0.12388662248849869,23.346259787577345,
sdedit,bfloat16,float32,0.4300035238265991,0.022205505520105362,37.790268122741345,
