image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_136767,phase_rand,instruct-pix2pix,turn the color of astronaut to pink,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.09649,0.96454,30.981,0.58991,0.08286,0.12346,0.92953,26.873,0.46768,0.08008,0.37264,0.02824,70.2
task_attr_mod_color_22137,phase_rand,instruct-pix2pix,turn the color of ring to be gray,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07413,0.97626,30.502,0.52121,0.08901,0.12561,0.93732,25.455,0.32375,0.10634,0.46365,0.02985,70.3
task_attr_mod_color_59806,phase_rand,instruct-pix2pix,turn the color of robot to be white,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.08934,0.95925,28.823,0.58069,0.063,0.11041,0.91302,24.236,0.46574,0.05015,0.49284,0.03621,69.9
task_env_weather_112463,phase_rand,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.05824,0.97306,33.914,0.67517,0.02816,0.13499,0.89194,24.453,0.46932,0.06466,0.26372,0.02015,70.0
task_env_weather_137230,phase_rand,instruct-pix2pix,change the setting to a summer day,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07382,0.97003,31.926,0.6546,0.06092,0.1095,0.92529,26.975,0.50071,0.05478,0.29233,0.02533,70.4
task_env_weather_226185,phase_rand,instruct-pix2pix,change the setting to spring with blooming flowers,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.07212,0.96719,31.365,0.62129,0.04664,0.14357,0.85358,21.229,0.33998,0.05184,0.30951,0.02702,70.4
task_env_weather_63722,phase_rand,instruct-pix2pix,change the setting to a snowy landscape,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.08281,0.97093,29.214,0.57139,0.08135,0.10879,0.93574,24.734,0.40313,0.07117,0.36906,0.03462,70.1
task_obj_add_166344,phase_rand,instruct-pix2pix,Add mountain,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.05081,0.96876,30.503,0.60771,0.07102,0.0929,0.89658,24.249,0.43385,0.05733,0.37188,0.02984,70.2
task_obj_add_375217,phase_rand,instruct-pix2pix,Add bush,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.05909,0.97232,33.936,0.66824,0.02648,0.12722,0.86963,25.564,0.38427,0.04673,0.18923,0.0201,70.2
task_obj_add_581286,phase_rand,instruct-pix2pix,Add sauce,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.03327,0.98631,38.938,0.80047,0.02809,0.05548,0.96638,34.642,0.67808,0.02668,0.23391,0.0113,70.4
task_obj_add_709390,phase_rand,instruct-pix2pix,Add glasses,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.06363,0.9753,37.47,0.68763,0.05399,0.14403,0.89345,29.658,0.32098,0.04856,0.17711,0.01338,69.9
task_obj_remove_197959,phase_rand,instruct-pix2pix,Remove car,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.04672,0.9812,34.559,0.76314,0.04321,0.19118,0.83553,27.424,0.3179,0.0718,0.26254,0.01871,70.3
task_obj_remove_380621,phase_rand,instruct-pix2pix,Remove iceberg,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.06473,0.97368,31.801,0.68799,0.05196,0.10687,0.90028,23.46,0.47752,0.05398,0.41867,0.0257,70.3
task_obj_remove_571780,phase_rand,instruct-pix2pix,Remove the house,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.05456,0.96992,32.364,0.60738,0.05657,0.10824,0.86741,24.989,0.33571,0.07151,0.31483,0.02409,70.1
task_obj_remove_869495,phase_rand,instruct-pix2pix,Remove child,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.09224,0.94642,26.103,0.52547,0.0711,0.17952,0.72082,18.699,0.26801,0.06536,0.4693,0.04953,69.7
task_obj_swap_joint_mask_533428,phase_rand,instruct-pix2pix,Replace the samurai armor with red jacket,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.08322,0.95151,28.348,0.54876,0.06623,0.16478,0.84194,21.18,0.42239,0.08998,0.40726,0.03825,69.9
task_obj_swap_rand_mask_11376,phase_rand,instruct-pix2pix,Replace the glass dome with house,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.06487,0.95771,27.316,0.4956,0.05995,0.24208,0.68308,16.247,0.17031,0.14868,0.46882,0.04307,69.9
task_obj_swap_rand_mask_392115,phase_rand,instruct-pix2pix,Replace the samurai warrior with woman,,1.08,False,0.0,100,7.5,1.5,20260812,False,0.08829,0.97305,32.607,0.65635,0.0453,0.10999,0.94053,29.221,0.53754,0.04241,0.36812,0.02342,69.9
