purify,strength,method,abs_lpips_mean,abs_lpips_std,n,drop_lpips_mean,drop_lpips_std,in_strength_order
blur_s0.5,0.07051820602888863,pg_enc,0.4655541678269704,0.12147817548849885,12,0.014496625704249802,0.04371714557219071,True
blur_s0.5,0.07051820602888863,advdiff,0.5506162991126379,0.09077418272149189,12,-0.09113359410109448,0.17696559479137045,True
blur_s0.5,0.07051820602888863,apa,0.38851432998975116,0.10279467025331138,12,-0.16493239954177522,0.3148917499402557,True
blur_s0.5,0.07051820602888863,hybrid,0.4234888491531213,0.13408778604463284,12,-0.06853990123995925,0.16203756217525142,True
jpeg_q90,0.1918060602620244,pg_enc,0.4406546850999196,0.13117844259707093,12,0.071479717715701,0.14094896055266587,True
jpeg_q90,0.1918060602620244,advdiff,0.5549359694123268,0.09684487870336916,12,-0.09627188199433659,0.1606006949061819,True
jpeg_q90,0.1918060602620244,apa,0.40622106691201526,0.09793165148648894,12,-0.2225985382900408,0.31814288013238373,True
jpeg_q90,0.1918060602620244,hybrid,0.42812206968665123,0.11765666755104832,12,-0.09640050164835079,0.21405648331652322,True
advclean_bfgf,0.2522551150371631,pg_enc,0.4052079903582732,0.10086204259845201,12,0.13175368241768132,0.14410640659136426,True
advclean_bfgf,0.2522551150371631,advdiff,0.5993025352557501,0.08269164967051411,12,-0.20186042649561703,0.2516477083482082,True
advclean_bfgf,0.2522551150371631,apa,0.47826248531540233,0.09914910290016031,12,-0.49202400853060835,0.5310760981042099,True
advclean_bfgf,0.2522551150371631,hybrid,0.5134314174453417,0.05781181303338034,12,-0.4143761509443924,0.5378043258260548,True
jpeg_q80,0.2673058391859134,pg_enc,0.39018481597304344,0.14513589228104384,12,0.16461417588332228,0.24653791448819723,True
jpeg_q80,0.2673058391859134,advdiff,0.5604043553272883,0.0996550045761413,12,-0.10895277453948499,0.18677992029028911,True
jpeg_q80,0.2673058391859134,apa,0.45022189368804294,0.0905168953222005,12,-0.38296139187306416,0.41503701120220093,True
jpeg_q80,0.2673058391859134,hybrid,0.45686429490645725,0.09352438836416826,12,-0.18915007384906457,0.18947064748996068,True
jpeg_q65,0.325981214021643,pg_enc,0.354792012522618,0.13513364524148863,12,0.21435728541895113,0.29914738879643027,True
jpeg_q65,0.325981214021643,advdiff,0.5777603685855865,0.08361599657746802,12,-0.14818870397033512,0.18030067036213362,True
jpeg_q65,0.325981214021643,apa,0.47053421040376026,0.09414761972078031,12,-0.46381811730811706,0.49764791508901346,True
jpeg_q65,0.325981214021643,hybrid,0.5146391193072001,0.0640756393881682,12,-0.40802400704295455,0.5117587206697682,True
jpeg_q50,0.3636359466860692,pg_enc,0.36542659004529315,0.12610747411302864,12,0.20277216822386673,0.254166200721808,True
jpeg_q50,0.3636359466860692,advdiff,0.5949125786622366,0.07831041462375352,12,-0.18901849337782547,0.21668223518715612,True
jpeg_q50,0.3636359466860692,apa,0.513452872633934,0.10358759221034056,12,-0.5768609172225687,0.44595557556040394,True
jpeg_q50,0.3636359466860692,hybrid,0.5234001924594244,0.06972536895051942,12,-0.43776370602365033,0.5396607209022656,True
blur_s1.0,0.38015178839365643,pg_enc,0.470970739920934,0.11452801718185758,12,-0.06874147970989757,0.421388831268589,True
blur_s1.0,0.38015178839365643,advdiff,0.6446985403696696,0.060897318914079214,12,-0.2927319278718298,0.22377784333865042,True
blur_s1.0,0.38015178839365643,apa,0.566131000717481,0.06584926200310254,12,-0.7702045284330024,0.49735558672081503,True
blur_s1.0,0.38015178839365643,hybrid,0.5792214721441269,0.06217466439343939,12,-0.6045078123730253,0.630311648843379,True
advclean_bf,0.4072505912433068,pg_enc,0.4078926295042038,0.09886170772718646,12,0.11386446140997676,0.1870920152582258,True
advclean_bf,0.4072505912433068,advdiff,0.603575532635053,0.07657413644293141,12,-0.21362654441423476,0.2614458457956678,True
advclean_bf,0.4072505912433068,apa,0.5210310344894727,0.13143700786018994,12,-0.62566145013365,0.6361444535981733,True
advclean_bf,0.4072505912433068,hybrid,0.525049164891243,0.10442467782064269,12,-0.4330768170770238,0.5803202559913483,True
blur_s1.5,0.4523143594463666,pg_enc,0.558053175608317,0.08120807487420513,12,-0.2842457064477296,0.5002202720691996,True
blur_s1.5,0.4523143594463666,advdiff,0.66160848736763,0.05543244756142163,12,-0.330907727287468,0.24813844425520812,True
blur_s1.5,0.4523143594463666,apa,0.6089495867490768,0.06239443162014369,12,-0.9051525982882381,0.5358111499879409,True
blur_s1.5,0.4523143594463666,hybrid,0.6113829761743546,0.06625078948251312,12,-0.7103950641821561,0.7260589367888717,True
crop_r0.1,0.40041810398300487,pg_enc,0.4847218841314316,0.09540813733251305,12,-0.059706873514507916,0.20354491690942814,False
crop_r0.1,0.40041810398300487,advdiff,0.531958649555842,0.10094360964158465,12,-0.04416971025187261,0.12678948042276933,False
crop_r0.1,0.40041810398300487,apa,0.48941081017255783,0.08174819918461688,12,-0.4957675875105185,0.30014019725907276,False
crop_r0.1,0.40041810398300487,hybrid,0.4708982656399409,0.1070542672869245,12,-0.28156053932398845,0.5590344169604364,False
crop_r0.2,0.5078000165522099,pg_enc,0.48700011024872464,0.09189740124749977,12,-0.07293945057989143,0.23943262722565084,False
crop_r0.2,0.5078000165522099,advdiff,0.5338235571980476,0.1028504490871229,12,-0.04909800113042321,0.13513110213654095,False
crop_r0.2,0.5078000165522099,apa,0.5087082286675771,0.0881061768214829,12,-0.5551087968864674,0.3472746014501615,False
crop_r0.2,0.5078000165522099,hybrid,0.5063783104221026,0.09652958803733677,12,-0.3616038187810333,0.44628120350257555,False
crop_r0.3,0.571780364960432,pg_enc,0.49299560983975727,0.0846162519514843,12,-0.08266105144298713,0.22812895021602575,False
crop_r0.3,0.571780364960432,advdiff,0.5626583074529966,0.07289724670108494,12,-0.11710254151718825,0.14414329353498062,False
crop_r0.3,0.571780364960432,apa,0.5081203753749529,0.056018999616122736,12,-0.5956468242817747,0.45528925638901724,False
crop_r0.3,0.571780364960432,hybrid,0.4992133602499962,0.08207894240144185,12,-0.3709351877818223,0.5273218945284143,False
