purify,purify_family,strength,method,model,edit_method,image_id,prompt_idx,psnr,ssim,vifp,fsim,lpips,drop_psnr,drop_ssim,drop_vifp,drop_fsim,drop_lpips,drop_valid
advclean_bf,advclean_bf,,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.558361053466797,0.5047276020050049,0.11764878779649734,0.6903977394104004,0.4993894100189209,-0.1059274780229833,-0.041865452967005494,0.018316735136521,-0.061067368759126814,-0.07295275089393904,True
advclean_bfgf,advclean_bfgf,,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.706015586853027,0.5736745595932007,0.15670455992221832,0.6988993287086487,0.4099352955818176,-0.11797135302251656,-0.18418668309780828,-0.3075718575998616,-0.07413340080417202,0.11924202984927833,True
jpeg_q90,jpeg,90,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.702444076538086,0.3209571838378906,0.06224894896149635,0.6166285276412964,0.6627284288406372,0.07639824189814534,0.39398521575337186,0.5360948886060825,0.09934434755612737,-0.5329545779639653,True
jpeg_q80,jpeg,80,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.155538558959961,0.30978506803512573,0.0561923086643219,0.5962105989456177,0.6777211427688599,0.0434534906337772,0.4150798280216878,0.5812314963497975,0.12916703993350062,-0.5676341668456121,True
jpeg_q65,jpeg,65,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.968282699584961,0.2953217923641205,0.05245445296168327,0.5629709959030151,0.688490629196167,0.057068968087684586,0.44238863843825343,0.6090875548862963,0.1777172367267402,-0.5925450244497471,True
jpeg_q50,jpeg,50,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.51391887664795,0.26104986667633057,0.048383064568042755,0.5565308928489685,0.7419370412826538,0.09010601380533637,0.5070991191417876,0.639429238043838,0.18712373506072955,-0.7161717145361476,True
blur_s0.5,blur,0.5,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.414875030517578,0.30196449160575867,0.06041112542152405,0.6032849550247192,0.6818922758102417,0.0973075468224462,0.4298462366773698,0.5497911155827109,0.11883414337677506,-0.5772823986292838,True
blur_s1.0,blur,1.0,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.791545867919922,0.2798817753791809,0.05069314315915108,0.5299267172813416,0.7428185939788818,0.06991960119920382,0.4715416813768979,0.6222135696025977,0.22598214012876597,-0.7182108306847687,True
blur_s1.5,blur,1.5,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.443408012390137,0.25023356080055237,0.045960310846567154,0.46156591176986694,0.7508606314659119,0.022522342920006506,0.5275219094756097,0.6574846085166208,0.32583082232489996,-0.7368128366428758,True
crop_r0.1,crop_resize,0.1,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.139095306396484,0.38591164350509644,0.07199554890394211,0.6478334069252014,0.5935416221618652,0.04464908865294824,0.2713415584580744,0.46345916370719314,0.05376609476528851,-0.3729188417296365,True
crop_r0.2,crop_resize,0.2,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.973566055297852,0.368038535118103,0.07379802316427231,0.6448318958282471,0.5984011292457581,0.056684812361770684,0.3050886389672028,0.4500263742951123,0.05815014093597997,-0.3841593488615452,True
crop_r0.3,crop_resize,0.3,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.103367805480957,0.35840052366256714,0.07026458531618118,0.6429852843284607,0.634668231010437,0.11995741002764326,0.3232866346093355,0.4763590257835109,0.060847325724871136,-0.4680486423643269,True
advclean_bf,advclean_bf,,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.539623260498047,0.2413642406463623,0.04457957297563553,0.5203879475593567,0.765359103679657,0.08823703379079531,0.5442685018882929,0.6677744425862134,0.23991459132483478,-0.7703491969170604,True
advclean_bfgf,advclean_bfgf,,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.204154968261719,0.2585681080818176,0.051413241773843765,0.55391526222229,0.7255910634994507,0.1126291194894196,0.5117850475924983,0.6168470946076504,0.19094415919458288,-0.678361896240147,True
jpeg_q90,jpeg,90,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.74510669708252,0.4561205804347992,0.10070041567087173,0.6705600619316101,0.5308725833892822,0.1595615054524632,0.38725826417825837,0.6047647903002865,0.12985734080538694,-1.1097357928146088,True
jpeg_q80,jpeg,80,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.616142272949219,0.39537155628204346,0.08801929652690887,0.6337061524391174,0.5739494562149048,0.16744697835983516,0.46886708453307113,0.6545364297786425,0.17768028855914947,-1.2809271921943297,True
jpeg_q65,jpeg,65,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.565662384033203,0.37217435240745544,0.07440298795700073,0.6138061881065369,0.6168675422668457,0.1705335489322199,0.5000296664862389,0.7079785584641185,0.20350319222619734,-1.4514875585345917,True
jpeg_q50,jpeg,50,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.522358894348145,0.3690505921840668,0.08134686946868896,0.6168912053108215,0.6031935214996338,0.1731813217346886,0.5042260530201363,0.6807247835207056,0.19949996384115942,-1.3971457598677672,True
blur_s0.5,blur,0.5,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.791742324829102,0.48272714018821716,0.10859010368585587,0.6808799505233765,0.5024360418319702,0.15670999053596305,0.35151563315728285,0.5737988555889609,0.11646588519742147,-0.9967263976706733,True
blur_s1.0,blur,1.0,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.687389373779297,0.3468211591243744,0.07024992257356644,0.5890274047851562,0.6415529251098633,0.16309060576250806,0.5340885542612445,0.7242787659337989,0.23565702546935915,-1.549589508744095,True
blur_s1.5,blur,1.5,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.529092788696289,0.2941736876964569,0.057739391922950745,0.5111016035079956,0.6952704191207886,0.17276958073091755,0.6048139378837426,0.7733808691595858,0.33677632527951556,-1.7630677017440342,True
crop_r0.1,crop_resize,0.1,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.158710479736328,0.5253269076347351,0.10904860496520996,0.7132307887077332,0.4725489318370819,0.13427188434631962,0.29428810041605147,0.5719993014551886,0.07448628342420739,-0.8779523119994107,True
crop_r0.2,crop_resize,0.2,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.062902450561523,0.44759416580200195,0.09139969199895859,0.6751912236213684,0.5393659472465515,0.20127458360861455,0.3987124504757848,0.6412688448897155,0.12384778017590599,-1.1434891910720195,True
crop_r0.3,crop_resize,0.3,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,12.832423210144043,0.4297393262386322,0.08158581703901291,0.6806260347366333,0.570996880531311,0.2153671352424292,0.4226982249752579,0.6797869473416288,0.11679537538097302,-1.2691933886497906,True
advclean_bf,advclean_bf,,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,11.162328720092773,0.2486799955368042,0.03090106137096882,0.44301512837409973,0.7932420969009399,0.3174843271932745,0.6659291015018208,0.8787176061833146,0.42512776445937894,-2.1524160345874326,True
advclean_bfgf,advclean_bfgf,,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.36835765838623,0.34012019634246826,0.0751619040966034,0.586539089679718,0.613376796245575,0.18259765947310447,0.543090471172663,0.7049999175361534,0.2388859519230509,-1.4376150172598432,True
jpeg_q90,jpeg,90,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.499363899230957,0.4351169466972351,0.08087602257728577,0.6833682656288147,0.5609450340270996,0.08821155184232668,0.25500036688424244,0.40530189308556774,0.03736197100956692,-0.380963847466021,True
jpeg_q80,jpeg,80,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.958521842956543,0.447354257106781,0.09656719863414764,0.6699222326278687,0.5365450382232666,0.0571986158185285,0.23404785782975368,0.28992143298245676,0.05630294816170414,-0.3208946605770465,True
jpeg_q65,jpeg,65,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.269428253173828,0.4456922709941864,0.09900186955928802,0.6682090163230896,0.5362992286682129,0.03619904314159363,0.23689348141101127,0.27201879454895844,0.058716298692913296,-0.32028951374750086,True
jpeg_q50,jpeg,50,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.16531753540039,0.40769121050834656,0.08366706967353821,0.6626262068748474,0.5895071029663086,0.0432310003881593,0.30195823316304937,0.3847787470213037,0.066580615714629,-0.4512794438636072,True
blur_s0.5,blur,0.5,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.5511474609375,0.44490712881088257,0.08115419000387192,0.6917732954025269,0.5598219633102417,0.08471393123435302,0.23823778813807625,0.4032564705150159,0.02552208656961991,-0.37819901318806287,True
blur_s1.0,blur,1.0,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.11004638671875,0.3466411828994751,0.06714107096195221,0.6029161214828491,0.6476535201072693,0.046964183318889546,0.4064870236768414,0.5062978306193979,0.1506922167409264,-0.5944273372585704,True
blur_s1.5,blur,1.5,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.034920692443848,0.3156568706035614,0.0622129887342453,0.5511026978492737,0.6878198385238647,0.05203840316443229,0.45953782178529035,0.5425350376202162,0.22368005435433322,-0.6933108824446523,True
crop_r0.1,crop_resize,0.1,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.38463020324707,0.44498786330223083,0.0813266858458519,0.6854591369628906,0.555357813835144,0.09596101762408119,0.2380995559527045,0.401988072942941,0.034416630464589495,-0.36720893633412205,True
crop_r0.2,crop_resize,0.2,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.076578140258789,0.44177886843681335,0.07952889800071716,0.6831332445144653,0.5647932291030884,0.11676779893322539,0.24359394088887631,0.4152075784782648,0.037693037395976056,-0.3904375355380693,True
crop_r0.3,crop_resize,0.3,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,13.005813598632812,0.42306575179100037,0.07780378311872482,0.6715551614761353,0.57478928565979,0.121547453150667,0.27563421222605256,0.42789270469784835,0.054002695886262955,-0.41504635081347785,True
advclean_bf,advclean_bf,,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.2609224319458,0.35780078172683716,0.06654468178749084,0.6226366758346558,0.6503103971481323,0.03677355239963737,0.38737975356196636,0.510683203462103,0.12291253113560556,-0.6009681762321393,True
advclean_bfgf,advclean_bfgf,,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,0,14.123617172241211,0.3981545865535736,0.08731815963983536,0.6352646350860596,0.5674818754196167,0.04604757083520725,0.31828667406014105,0.3579315280070862,0.10512394712408851,-0.3970565857774354,True
jpeg_q90,jpeg,90,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,20.322494506835938,0.8461319804191589,0.3721359074115753,0.8696034550666809,0.1780453622341156,-0.0648293429199728,-0.15531838738156872,-0.43481978355687695,-0.10610341046514035,0.2865936527706212,True
jpeg_q80,jpeg,80,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.94532012939453,0.7874593138694763,0.318631112575531,0.8238357305526733,0.19774921238422394,-0.04506669299714536,-0.07520605021641864,-0.22852488801753754,-0.04788855876553324,0.20764269563498863,True
jpeg_q65,jpeg,65,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.547283172607422,0.7352858781814575,0.2647842764854431,0.7932118773460388,0.25888025760650635,-0.02421091512937846,-0.003967838001135482,-0.020911206657426625,-0.00893615088803132,-0.0373020483735471,True
jpeg_q50,jpeg,50,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.511844635009766,0.7041951417922974,0.24790987372398376,0.7755692005157471,0.2801535725593567,-0.0223540567259249,0.03848381287469595,0.04415031101834809,0.01350468107741164,-0.12254166216375166,True
blur_s0.5,blur,0.5,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.069835662841797,0.7042779326438904,0.2509147822856903,0.7657052874565125,0.2597281038761139,0.0008057046527794712,0.03837076928886551,0.032564483995890015,0.02605121342129985,-0.040699266378121865,True
blur_s1.0,blur,1.0,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.722549438476562,0.5222039818763733,0.11504799872636795,0.6738026142120361,0.5310129523277283,0.019002317375277678,0.28697664644849447,0.5564170472572771,0.14294801243273417,-1.12770501796887,True
blur_s1.5,blur,1.5,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.11150550842285,0.45662564039230347,0.07441563159227371,0.6222716569900513,0.6236745715141296,0.10341552013821902,0.3765180719989166,0.7130805754350775,0.2084934828372878,-1.4989889786552872,True
crop_r0.1,crop_resize,0.1,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.285043716430664,0.685769259929657,0.212895467877388,0.7682337164878845,0.3022685647010803,0.09432271039764753,0.06364272497382663,0.1791530377576987,0.022835145271587556,-0.2111537751941826,True
crop_r0.2,crop_resize,0.2,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.659740447998047,0.6357578039169312,0.1895677149295807,0.729720413684845,0.3269076943397522,0.12708646723994088,0.1319289451478991,0.2690963105481493,0.07182264104395908,-0.309879803515677,True
crop_r0.3,crop_resize,0.3,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.80536651611328,0.6670345067977905,0.22551073133945465,0.7567426562309265,0.2849154472351074,0.11945615835384406,0.08922337347452197,0.13051320153212187,0.037451348629596364,-0.14162192112564714,True
advclean_bf,advclean_bf,,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.46240234375,0.6484533548355103,0.20270594954490662,0.736897349357605,0.31665223836898804,0.03263313714728185,0.1145942931626291,0.21844008906659104,0.06269384448953409,-0.2687874251943916,True
advclean_bfgf,advclean_bfgf,,pg_enc,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.789016723632812,0.7077654600143433,0.2406424731016159,0.7701617479324341,0.26249387860298157,0.015519658513945626,0.03360885910130268,0.0721707465106814,0.020382760631353147,-0.05178139297999034,True
jpeg_q90,jpeg,90,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.415592193603516,0.5453813076019287,0.11852145195007324,0.7066901326179504,0.5250463485717773,0.04733650451251186,0.1479999884537451,0.2946648668464713,0.07286799119089964,-0.2776608324883345,True
jpeg_q80,jpeg,80,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.74441909790039,0.4894343316555023,0.08788365870714188,0.6612428426742554,0.5812082290649414,0.08205719666879169,0.23540090133417907,0.4769939863516591,0.1324919130140828,-0.41432654815361897,True
jpeg_q65,jpeg,65,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.888978958129883,0.49099478125572205,0.08936202526092529,0.6566272377967834,0.5931057929992676,0.07457891954875177,0.23296315171043333,0.4681960527041554,0.13854728979720973,-0.44327837589656777,True
jpeg_q50,jpeg,50,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.335987091064453,0.4761349856853485,0.08217359334230423,0.64265376329422,0.603025496006012,0.10318593688038497,0.2561772696515163,0.5109752585024566,0.1568795897510967,-0.46741722770671695,True
blur_s0.5,blur,0.5,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.861345291137695,0.4999130964279175,0.09255068004131317,0.6628952622413635,0.5429480671882629,0.0760084465231305,0.21903087254396492,0.44921999219273895,0.13032404480433002,-0.3212233194434916,True
blur_s1.0,blur,1.0,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.250320434570312,0.46427080035209656,0.08100515604019165,0.6271275877952576,0.620628833770752,0.055886236175261506,0.2747116159886951,0.5179287666354341,0.177248933562577,-0.5102536272822039,True
blur_s1.5,blur,1.5,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.64952850341797,0.4473794400691986,0.07407708466053009,0.6208312511444092,0.6493490934371948,0.08696601548266121,0.30109946418859207,0.5591585361722535,0.18550932234940518,-0.5801422208787979,True
crop_r0.1,crop_resize,0.1,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.333473205566406,0.6097338199615479,0.15257881581783295,0.7498248815536499,0.4295228123664856,-0.00014672188092912543,0.04746786439817521,0.09198547941672915,0.016277974457424963,-0.04521148564062852,True
crop_r0.2,crop_resize,0.2,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.13912582397461,0.5773437023162842,0.13294295966625214,0.7420912384986877,0.4806327223777771,0.06163848379759248,0.09806802289845823,0.20884077426320968,0.02642401681745874,-0.16958361078931616,True
crop_r0.3,crop_resize,0.3,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.687841415405273,0.5456724166870117,0.12228374183177948,0.7184845209121704,0.5007825493812561,0.08498403671855674,0.1475452149945253,0.27227503622076066,0.05739451221166739,-0.21861670056089744,True
advclean_bf,advclean_bf,,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.04627227783203,0.48968765139579773,0.09154348075389862,0.6412248015403748,0.5963155031204224,0.06644192334526677,0.23500516275889566,0.45521395389175645,0.15875429567977015,-0.45108896426956785,True
advclean_bfgf,advclean_bfgf,,advdiff,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.415515899658203,0.46720582246780396,0.07824019342660904,0.6393901109695435,0.59132981300354,0.09907180403087533,0.27012649574050274,0.5343833851127486,0.16116129172508994,-0.4389566620402649,True
jpeg_q90,jpeg,90,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,19.872329711914062,0.7602264285087585,0.2926618754863739,0.8072261214256287,0.23760715126991272,0.05865528637366279,0.053401735592030854,0.008464814702999958,0.05726950780416582,0.02609297393964121,True
jpeg_q80,jpeg,80,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.792131423950195,0.5809118747711182,0.14903980493545532,0.7173163890838623,0.4484264850616455,0.10982386916108407,0.27667580103605316,0.49505479537533453,0.16227186584735542,-0.8380158262870768,True
jpeg_q65,jpeg,65,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.76674461364746,0.5439433455467224,0.12483406066894531,0.6833255290985107,0.545660138130188,0.15839605306169433,0.3227072783554781,0.5770635882413642,0.20196857450633365,-1.2365582833926596,True
jpeg_q50,jpeg,50,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,20.136608123779297,0.5451968908309937,0.12763389945030212,0.6878440380096436,0.5542779564857483,0.046136518340856206,0.3211464226078351,0.5675777655312463,0.19669156969105284,-1.2718811000710937,True
blur_s0.5,blur,0.5,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,21.010860443115234,0.7424658536911011,0.25231823325157166,0.8110296726226807,0.29946428537368774,0.004723517896874437,0.07551636968895473,0.14514862673817222,0.0528274765109314,-0.2274477852237497,True
blur_s1.0,blur,1.0,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.904760360717773,0.49509844183921814,0.09951167553663254,0.6553384065628052,0.603344202041626,0.10448867918766334,0.3835266597145217,0.66285554796486,0.234653733104316,-1.472994412670802,True
blur_s1.5,blur,1.5,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.56570053100586,0.46696075797080994,0.09135785698890686,0.6352337002754211,0.6085308194160461,0.12054981459198401,0.4185623829089153,0.6904805946886986,0.2581332999204704,-1.4942533818366603,True
crop_r0.1,crop_resize,0.1,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.978731155395508,0.6595511436462402,0.18475158512592316,0.7605606913566589,0.3559420108795166,0.14835433106294874,0.17875787469202767,0.37406368052788697,0.11176839317194225,-0.45893936025447146,True
crop_r0.2,crop_resize,0.2,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.47037696838379,0.7280505895614624,0.2539582848548889,0.8158509731292725,0.3078520894050598,0.17243487589742773,0.09346557994314837,0.13959215011240983,0.047196852229873534,-0.26182781644634134,True
crop_r0.3,crop_resize,0.3,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,14.857111930847168,0.5653738379478455,0.13151046633720398,0.7092720866203308,0.4753868877887726,0.2962242485604022,0.2960230351463806,0.5544439999523422,0.17166651874513816,-0.9485214465978857,True
advclean_bf,advclean_bf,,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.650707244873047,0.48805150389671326,0.08450572937726974,0.6319066882133484,0.600124716758728,0.11652307883016495,0.3923011760633557,0.7136955269711907,0.26201879821589236,-1.4597983479877552,True
advclean_bfgf,advclean_bfgf,,apa,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.532894134521484,0.4539697766304016,0.07272309809923172,0.6203446388244629,0.600328266620636,0.16947346147306178,0.4347381430885618,0.7536149509417365,0.2755217018284841,-1.4606326605899067,True
jpeg_q90,jpeg,90,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,21.853199005126953,0.8323343992233276,0.34634387493133545,0.8667197227478027,0.19357830286026,-0.0698911336651193,-0.05010039842027587,-0.1807554703317379,-0.04114900011377274,0.2505152022154272,True
jpeg_q80,jpeg,80,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.730810165405273,0.6494103074073792,0.18397706747055054,0.7306727170944214,0.3494969606399536,0.08297509588275634,0.18068264007463367,0.3727854177455537,0.1222777688715069,-0.3531612531010212,True
jpeg_q65,jpeg,65,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.45195198059082,0.5345499515533447,0.10852495580911636,0.6958573460578918,0.5615850687026978,0.09662746318206743,0.3255942351709856,0.6300167419893624,0.16409981098259907,-1.174311198292275,True
jpeg_q50,jpeg,50,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,17.480222702026367,0.471651166677475,0.0776660144329071,0.6382033228874207,0.6017167568206787,0.144201483773515,0.40494940674617824,0.735221038862894,0.23335683490974327,-1.329690647897075,True
blur_s0.5,blur,0.5,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,21.037548065185547,0.8034377098083496,0.3159051835536957,0.8419075608253479,0.23486508429050446,-0.02995841220844844,-0.013643386555801022,-0.07698388967071683,-0.011343335262481725,0.09066353199099983,True
blur_s1.0,blur,1.0,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.430023193359375,0.5184175968170166,0.11032537370920181,0.6680817008018494,0.5788811445236206,0.09770105497178425,0.345947343431179,0.6238787576383168,0.19746536679822252,-1.2412771014827209,True
blur_s1.5,blur,1.5,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,18.97101593017578,0.49943551421165466,0.10927154123783112,0.6404481530189514,0.5878337621688843,0.07121507768482924,0.36989576190978235,0.6274714830925516,0.23066022770729175,-1.2759393065251254,True
crop_r0.1,crop_resize,0.1,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,20.729297637939453,0.8070492148399353,0.3144209682941437,0.8508644104003906,0.23506417870521545,-0.014867056522642075,-0.01819977984689147,-0.07192390329961872,-0.0221027707921826,0.08989269024404316,True
crop_r0.2,crop_resize,0.2,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.930200576782227,0.6639335751533508,0.19491492211818695,0.7454267144203186,0.34075382351875305,0.17112952277504942,0.1623596087777893,0.33549608583099166,0.10455449667592434,-0.3193101021173484,True
crop_r0.3,crop_resize,0.3,hybrid,CompVis/stable-diffusion-v1-4,sdedit,dog/dog_00,1,16.50889778137207,0.6931276321411133,0.2276744395494461,0.7885843515396118,0.33691009879112244,0.19175570776937936,0.12552742822276222,0.22381234544419867,0.05271128882602072,-0.3044282005423181,True
