image,condition,prompt_index,prompt,block,r_min,quantile,target_image,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
bird_03,phase,0,a butterfly,16,0.12,0.5,data/targets/gray.png,human,human,0.09539,False,1.3,42.3,0.2885,0.9079,0.0954,30.1026,0.9683,5.0684,0.7186,0.548,0.2725,0.2967,-0.0242,0.1038,0.0969,0.007,0.03098,0.4339
cat_00,phase,0,a dog,16,0.12,0.5,data/targets/gray.png,human,human,0.09518,False,1.3,25.2,0.2722,0.8563,0.0952,21.5158,0.9383,4.9628,0.7147,0.5459,0.2452,0.2539,-0.0087,0.0621,0.0776,-0.0155,0.07568,0.4781
horse_01,phase,0,a zebra,16,0.12,0.5,data/targets/gray.png,human,human,0.14739,False,1.3,25.4,0.371,0.775,0.1474,22.6158,0.9263,4.7046,0.7041,0.6079,0.323,0.3227,0.0002,0.1175,0.1195,-0.002,0.06783,0.5724
man_00,phase,0,an old woman,16,0.12,0.5,data/targets/gray.png,human,human,0.16849,False,1.3,25.6,0.2965,0.8487,0.1685,31.1161,0.9218,3.981,0.6724,0.4669,0.2819,0.2953,-0.0135,0.1079,0.1146,-0.0066,0.02287,0.3279
woman_01,phase,0,a man,16,0.12,0.5,data/targets/gray.png,human,human,0.20581,False,1.3,25.6,0.4109,0.7844,0.2058,28.2853,0.9147,3.5632,0.3293,0.4483,0.208,0.2162,-0.0082,0.0388,0.0246,0.0142,0.02928,0.3608
