condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
R,dog_03,0.35,0.3515140414237976,9.0,2.570315921442362,19.234771728515625,0.853523850440979,0.5928863883018494,0.1462107002735138,0.8066622614860535,0.3515140414237976,0.13293194770812988,1.0348868370056152,0.10920970141887665,0.30914306640625,3.6662535667419434,11.313708305358887,8.829215049743652,10.158960342407227,32
