image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_acutance_ratio,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,defimg_acutance_ratio,ctrl_lpips,ctrl_psnr,net_lpips
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,jpeg,60,heldout,0.0,21.281837463378906,0.837294340133667,0.7952619791030884,0.23482342064380646,0.1115807294845581,1.0295429229736328,2.9657140012213166,2.4781743571301575,0.27384036779403687,0.10908707976341248,0.28816843032836914,0.11931412667036057,27.83926773071289,0.5372549295425415,0.9641825556755066,0.14527517557144165,0.02411097288131714,0.9956256747245789,0.22698982059955597,21.126251220703125,0.007833600044250488
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,jpeg,45,heldout,0.0,21.18007469177246,0.8589831590652466,0.7901533842086792,0.22924095392227173,0.11593902111053467,0.9546092748641968,2.9657140012213166,2.115144929138402,0.27384036779403687,0.10908707976341248,0.2546707093715668,0.12035812437534332,26.725688934326172,0.5647059082984924,0.9552419185638428,0.1779024600982666,0.032106757164001465,0.9914162158966064,0.22739456593990326,21.306163787841797,0.0018463879823684692
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,jpeg,30,heldout,0.0,20.970176696777344,0.8803939819335938,0.765589714050293,0.26496532559394836,0.11803030967712402,0.9268060326576233,2.9657140012213166,2.141755768961763,0.27384036779403687,0.10908707976341248,0.25717490911483765,0.12710434198379517,25.48949432373047,0.5568627715110779,0.9394913911819458,0.22313007712364197,0.04827225208282471,0.9771623611450195,0.24842333793640137,21.20859146118164,0.016541987657546997
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,noise,0.0,heldout,0.0,23.444433212280273,0.7152084112167358,0.864121675491333,0.14491716027259827,0.06637275218963623,1.0447349548339844,2.9657140012213166,2.8633866796120673,0.27384036779403687,0.10908707976341248,0.29600799083709717,0.10635237395763397,50.030574798583984,0.02457711100578308,0.9990870356559753,0.0035027326084673405,0.0007607936859130859,0.9997552037239075,0.0,80.0,0.14491716027259827
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,noise,0.01,heldout,0.0,22.01076889038086,0.7205929756164551,0.8262971639633179,0.1982244849205017,0.08231663703918457,1.1179536581039429,2.9657140012213166,2.8912013877419125,0.27384036779403687,0.10908707976341248,0.30510830879211426,0.11146479845046997,39.632904052734375,0.0518132746219635,0.9940332174301147,0.028613384813070297,0.005484223365783691,1.0009115934371948,0.17075330018997192,23.092805862426758,0.027471184730529785
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,noise,0.02,heldout,0.0,20.548906326293945,0.8419651389122009,0.7725744247436523,0.24633778631687164,0.10055005550384521,1.2488538026809692,2.9657140012213166,3.27289836137944,0.27384036779403687,0.10908707976341248,0.3014427423477173,0.11163879185914993,33.9627685546875,0.1022157371044159,0.9806051254272461,0.07518257200717926,0.023895859718322754,1.0055913925170898,0.21414288878440857,21.743358612060547,0.032194897532463074
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,noise,0.04,heldout,0.0,19.202667236328125,0.9049504995346069,0.7280586957931519,0.2882077693939209,0.12732946872711182,1.4503626823425293,2.9657140012213166,4.159801695322618,0.27384036779403687,0.10908707976341248,0.30175453424453735,0.12319032847881317,28.11684799194336,0.20453724265098572,0.9388707876205444,0.16466674208641052,0.07103896141052246,1.0249192714691162,0.2784624695777893,19.662906646728516,0.009745299816131592
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,noise,0.08,heldout,0.0,16.870182037353516,0.9286569356918335,0.6087642908096313,0.3970947265625,0.1538538932800293,1.9388155937194824,2.9657140012213166,6.633735218845756,0.27384036779403687,0.10908707976341248,0.3057146370410919,0.11331877112388611,22.31243896484375,0.3743973970413208,0.836622416973114,0.30174750089645386,0.13688570261001587,1.0983237028121948,0.39902523159980774,16.928970336914062,-0.0019305050373077393
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,quantize,256,heldout,0.0,23.457651138305664,0.7187869548797607,0.8644096255302429,0.14458294212818146,0.0661281943321228,1.0469638109207153,2.9657140012213166,2.851592649363178,0.27384036779403687,0.10908707976341248,0.2957178056240082,0.10795331746339798,49.51168441772461,0.02352941781282425,0.9990372657775879,0.0038178483955562115,0.0007995367050170898,0.999767005443573,0.0,80.0,0.14458294212818146
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,quantize,64,heldout,0.0,23.841360092163086,0.7188025712966919,0.8732681274414062,0.13880527019500732,0.058911800384521484,1.0698024034500122,2.9657140012213166,2.8563840207847915,0.27384036779403687,0.10908707976341248,0.27988001704216003,0.10759638249874115,45.149234771728516,0.028011208400130272,0.9981391429901123,0.009019723162055016,0.0017015933990478516,1.0006732940673828,0.02190602570772171,33.0181884765625,0.11689924448728561
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,quantize,32,heldout,0.0,22.400306701660156,0.7087000608444214,0.83815997838974,0.18449774384498596,0.08519667387008667,1.0804916620254517,2.9657140012213166,2.791064085638734,0.27384036779403687,0.10908707976341248,0.30445003509521484,0.11512083560228348,40.25244140625,0.03529411926865578,0.9944843053817749,0.024052929133176804,0.005649864673614502,1.0025781393051147,0.08099998533725739,26.832521438598633,0.10349775850772858
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,quantize,16,heldout,0.0,21.83454132080078,0.8076153993606567,0.8219137191772461,0.20189887285232544,0.08528518676757812,1.0787603855133057,2.9657140012213166,2.7959149121658036,0.27384036779403687,0.10908707976341248,0.2933019995689392,0.1157279759645462,34.22005844116211,0.05098039656877518,0.9774214029312134,0.07106127589941025,0.02232837677001953,1.010934591293335,0.14670532941818237,23.858755111694336,0.055193543434143066
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,quantize,8,heldout,0.0,20.757596969604492,0.8208272457122803,0.7722233533859253,0.24396294355392456,0.11751794815063477,1.107804775238037,2.9657140012213166,3.187656322651999,0.27384036779403687,0.10908707976341248,0.30296590924263,0.11530373990535736,27.60330581665039,0.08795519173145294,0.9154181480407715,0.1634993553161621,0.061243534088134766,1.0509941577911377,0.22916054725646973,20.86055564880371,0.014802396297454834
