image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_acutance_ratio,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,defimg_acutance_ratio,ctrl_lpips,ctrl_psnr,net_lpips
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,identity,0.0,train,0.0,20.55271339416504,0.8466747999191284,0.8023968935012817,0.2198721468448639,0.10743319988250732,0.9956625699996948,3.072357288000814,2.5855763010071637,0.28707295656204224,0.1204858124256134,0.29653242230415344,0.12144343554973602,50.030574798583984,0.02457711100578308,0.9990870356559753,0.0035027326084673405,0.0007607936859130859,0.9997552037239075,0.0,80.0,0.2198721468448639
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,blur,0.0,heldout,0.0,23.444433212280273,0.7152084112167358,0.864121675491333,0.14491716027259827,0.06637275218963623,1.0447349548339844,2.9657140012213166,2.8633866796120673,0.27384036779403687,0.10908707976341248,0.29600799083709717,0.10635237395763397,50.030574798583984,0.02457711100578308,0.9990870356559753,0.0035027326084673405,0.0007607936859130859,0.9997552037239075,0.0,80.0,0.14491716027259827
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,blur,0.5,heldout,0.0,23.20010757446289,0.6965345144271851,0.8503779768943787,0.17713484168052673,0.08510106801986694,0.7453048229217529,2.9657140012213166,2.2369417392248745,0.27384036779403687,0.10908707976341248,0.2932323217391968,0.10727452486753464,31.5040225982666,0.24643927812576294,0.991759181022644,0.027689022943377495,0.012302517890930176,0.710548996925354,0.1559123396873474,23.965961456298828,0.02122250199317932
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,blur,1.0,heldout,0.0,20.30042839050293,0.786264955997467,0.7092986106872559,0.3794877529144287,0.15606772899627686,0.3555704355239868,2.9657140012213166,4.4263616269034145,0.27384036779403687,0.10908707976341248,0.2519233226776123,0.1038275882601738,23.230045318603516,0.6037060022354126,0.9174145460128784,0.21062012016773224,0.08342647552490234,0.3147401213645935,0.382645845413208,20.243125915527344,-0.003158092498779297
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,blur,1.5,heldout,0.0,19.529335021972656,0.7806094884872437,0.6494302749633789,0.4736231565475464,0.20488721132278442,0.2252570241689682,2.9657140012213166,6.186230249403104,0.27384036779403687,0.10908707976341248,0.24217720329761505,0.10203990340232849,21.285741806030273,0.7393975257873535,0.8240074515342712,0.3355453312397003,0.16358232498168945,0.1737165004014969,0.4722541570663452,19.56186294555664,0.0013689994812011719
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,blur,2.0,heldout,0.0,19.010738372802734,0.7911607027053833,0.5949406623840332,0.5467758178710938,0.2366088628768921,0.15352536737918854,2.9657140012213166,7.514466108873668,0.27384036779403687,0.10908707976341248,0.22833576798439026,0.09451502561569214,20.288463592529297,0.7996618747711182,0.7392613291740417,0.4205453097820282,0.20699453353881836,0.11075436323881149,0.5469472408294678,19.012426376342773,-0.00017142295837402344
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,blur,3.0,heldout,0.0,18.446449279785156,0.82880699634552,0.5262933373451233,0.6050617694854736,0.2933971881866455,0.08740035444498062,2.9657140012213166,8.76879959151616,0.27384036779403687,0.10908707976341248,0.22227886319160461,0.0701928436756134,19.136821746826172,0.8418464660644531,0.6070754528045654,0.530404806137085,0.25966334342956543,0.05772015452384949,0.6059547662734985,18.448486328125,-0.0008929967880249023
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,jpeg,95,heldout,0.0,22.712018966674805,0.7490665912628174,0.847608208656311,0.16210933029651642,0.07707250118255615,1.030689001083374,2.9657140012213166,2.8076801452257154,0.27384036779403687,0.10908707976341248,0.2814996540546417,0.0946727991104126,35.187828063964844,0.3294117748737335,0.9919524192810059,0.02357238531112671,0.0037085413932800293,0.9967324137687683,0.09511487185955048,25.42551040649414,0.06699445843696594
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,jpeg,85,heldout,0.0,22.866514205932617,0.8642785549163818,0.8559374213218689,0.15932069718837738,0.0835808515548706,0.9987258315086365,2.9657140012213166,2.9791918177027097,0.27384036779403687,0.10908707976341248,0.2864537537097931,0.11749839782714844,31.72903060913086,0.3607843220233917,0.982572078704834,0.06523656100034714,0.008494734764099121,0.9977718591690063,0.1458917260169983,23.630695343017578,0.01342897117137909
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405,jpeg,75,heldout,0.0,21.918546676635742,0.845259428024292,0.8325366973876953,0.18291796743869781,0.09098589420318604,0.954416036605835,2.9657140012213166,2.593140727281515,0.27384036779403687,0.10908707976341248,0.29932868480682373,0.11513097584247589,29.628332138061523,0.5058823823928833,0.9742788076400757,0.101153165102005,0.014493286609649658,0.9989098906517029,0.19843319058418274,21.793338775634766,-0.015515223145484924
