image,site,rank,prompt,steps,steps_done,stop_reason,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,P,16,a wrecked car after an accident,10,10,,10,10,1,24.7,rotate,0,0.0,,,10308.8,20.34,315.3333333333333,17.333333333333332,12.0,16.0,16.0,0.009716033935546875,0.2836305797100067,0.2801278531551361,0.0035027326084673405,0.2198721468448639,50.03494644165039,0.02457711100578308,50.03494644165039,0.02457711100578308,0.9990870356559753,0.0035027326084673405
