image,site,arm,prompt,content,tau_lpips,steps_done,n_seeds,pert_lpips,pert_linf,pert_psnr,attn_div_first,attn_div_last,grad_norm_first,dsiglip_mean,dsiglip_sd,dniqe_mean,dniqe_sd,semantic_fail,edit_psnr,edit_ssim,edit_vif_p,edit_fsim,edit_lpips,train_seconds,eval_seconds,peak_mb
horse_00,PF,opt,a zebra,horse,0.55,60,5,0.5352388620376587,0.35821300745010376,24.647403717041016,0.9846982955932617,0.9941689968109131,0.051133494824171066,-0.056744016520678994,0.026711343979762825,0.4354772689618554,0.607418871795883,True,17.8528076171875,0.3185684263706207,0.08440752774477005,0.6629822969436645,0.5299061179161072,3947.7,549.9,6211.4
horse_00,PF,rand,a zebra,horse,0.55,0,5,0.5314388871192932,0.454199880361557,20.33438491821289,0.9846982955932617,0.9941689968109131,0.051133494824171066,-0.04186919406056404,0.024950819196502747,2.7123343993759135,1.5939135741664818,True,17.772634506225586,0.29108787775039674,0.09037423580884933,0.6828682065010071,0.5464649319648742,0.0,550.8,6211.4
