image,condition,radius,step,loss,param_absmean,closures,eval
task_attr_mod_color_11699,warp,64.0,1150,158.6739501953125,0.005823116283863783,2,
task_attr_mod_color_11699,warp,64.0,1200,158.61019897460938,0.005546512082219124,2,158.60939025878906
task_attr_mod_color_11699,warp,64.0,1250,158.55899047851562,0.005300692282617092,2,
task_attr_mod_color_11699,warp,64.0,1300,158.51356506347656,0.005035215523093939,2,158.5128936767578
task_attr_mod_color_11699,warp,64.0,1350,158.47625732421875,0.004741949029266834,2,
task_attr_mod_color_11699,warp,64.0,1400,158.44801330566406,0.004464559257030487,2,158.44766235351562
task_attr_mod_color_11699,warp,64.0,1450,158.42872619628906,0.004270411562174559,2,
task_attr_mod_color_11699,warp,64.0,1500,158.41656494140625,0.004185189493000507,2,158.41641235351562
task_attr_mod_color_11699,warp,64.0,1550,158.4102020263672,0.004160891752690077,2,
task_attr_mod_color_11699,warp,64.0,1600,158.40509033203125,0.0041549550369381905,2,158.40496826171875
task_attr_mod_color_11699,warp,64.0,1650,158.4002685546875,0.004136246629059315,2,
task_attr_mod_color_11699,warp,64.0,1700,158.39761352539062,0.004110009875148535,2,158.39756774902344
task_attr_mod_color_11699,warp,64.0,1750,158.39686584472656,0.004099559970200062,2,
task_attr_mod_color_11699,warp,64.0,1800,158.39686584472656,0.004099559970200062,2,158.39686584472656
task_attr_mod_color_11699,warp,64.0,1850,158.39686584472656,0.004099559970200062,2,
task_attr_mod_color_11699,warp,64.0,1900,158.39686584472656,0.004099559970200062,2,158.39686584472656
task_attr_mod_color_11699,warp,64.0,1950,158.39686584472656,0.004099559970200062,2,
task_attr_mod_color_11699,warp,64.0,1999,158.39686584472656,0.004099559970200062,2,158.39686584472656
task_attr_mod_color_6205,warp,64.0,0,139235.21875,1.197352409362793,2,139235.21875
task_attr_mod_color_6205,warp,64.0,50,21034.568359375,0.3539578318595886,2,
task_attr_mod_color_6205,warp,64.0,100,11118.0,0.2508699893951416,2,10993.263671875
task_attr_mod_color_6205,warp,64.0,150,6532.2236328125,0.1936698853969574,2,
task_attr_mod_color_6205,warp,64.0,200,4136.400390625,0.15511225163936615,2,4101.76513671875
task_attr_mod_color_6205,warp,64.0,250,2780.43310546875,0.12710162997245789,2,
task_attr_mod_color_6205,warp,64.0,300,1932.314453125,0.10506265610456467,2,1917.8519287109375
task_attr_mod_color_6205,warp,64.0,350,1357.38818359375,0.08690942823886871,2,
task_attr_mod_color_6205,warp,64.0,400,972.16064453125,0.07207289338111877,2,965.2947387695312
task_attr_mod_color_6205,warp,64.0,450,712.4586181640625,0.060104407370090485,2,
task_attr_mod_color_6205,warp,64.0,500,529.680419921875,0.050043486058712006,2,526.8626098632812
task_attr_mod_color_6205,warp,64.0,550,401.9162292480469,0.041699547320604324,2,
task_attr_mod_color_6205,warp,64.0,600,314.33453369140625,0.034418366849422455,2,313.081298828125
task_attr_mod_color_6205,warp,64.0,650,253.47006225585938,0.027768222615122795,2,
task_attr_mod_color_6205,warp,64.0,700,214.74612426757812,0.022258836776018143,2,214.25262451171875
task_attr_mod_color_6205,warp,64.0,750,191.14378356933594,0.018118061125278473,2,
task_attr_mod_color_6205,warp,64.0,800,177.1534423828125,0.014790426939725876,2,176.99017333984375
task_attr_mod_color_6205,warp,64.0,850,169.71273803710938,0.012141735292971134,2,
task_attr_mod_color_6205,warp,64.0,900,166.54656982421875,0.010452174581587315,2,166.5101318359375
task_attr_mod_color_6205,warp,64.0,950,164.94329833984375,0.00915818102657795,2,
task_attr_mod_color_6205,warp,64.0,1000,164.0262451171875,0.008081996813416481,2,164.01402282714844
task_attr_mod_color_6205,warp,64.0,1050,163.59854125976562,0.007331592962145805,2,
task_attr_mod_color_6205,warp,64.0,1100,163.36233520507812,0.0067233010195195675,2,163.35867309570312
task_attr_mod_color_6205,warp,64.0,1150,163.2165985107422,0.006285581737756729,2,
task_attr_mod_color_6205,warp,64.0,1200,163.11984252929688,0.006005018949508667,2,163.11863708496094
task_attr_mod_color_6205,warp,64.0,1250,163.05934143066406,0.005814047530293465,2,
task_attr_mod_color_6205,warp,64.0,1300,163.01771545410156,0.005662919953465462,2,163.01718139648438
task_attr_mod_color_6205,warp,64.0,1350,162.99468994140625,0.0055699944496154785,2,
task_attr_mod_color_6205,warp,64.0,1400,162.95407104492188,0.005350995808839798,2,162.95333862304688
task_attr_mod_color_6205,warp,64.0,1450,162.92684936523438,0.005157030653208494,2,
task_attr_mod_color_6205,warp,64.0,1500,162.912109375,0.005030306987464428,2,162.911865234375
task_attr_mod_color_6205,warp,64.0,1550,162.89027404785156,0.004892481490969658,2,
task_attr_mod_color_6205,warp,64.0,1600,162.86798095703125,0.004740973003208637,2,162.86766052246094
task_attr_mod_color_6205,warp,64.0,1650,162.852783203125,0.004566635470837355,2,
task_attr_mod_color_6205,warp,64.0,1700,162.84503173828125,0.004454487934708595,2,162.84494018554688
task_attr_mod_color_6205,warp,64.0,1750,162.84141540527344,0.0044074165634810925,2,
task_attr_mod_color_6205,warp,64.0,1800,162.8336181640625,0.004332463722676039,2,162.83340454101562
task_attr_mod_color_6205,warp,64.0,1850,162.82540893554688,0.004233968909829855,2,
task_attr_mod_color_6205,warp,64.0,1900,162.82273864746094,0.004191896878182888,2,162.8227081298828
task_attr_mod_color_6205,warp,64.0,1950,162.8194122314453,0.004144963342696428,2,
task_attr_mod_color_6205,warp,64.0,1999,162.815185546875,0.004096872638911009,2,162.81507873535156
