image,condition,radius,step,loss,param_absmean,closures,eval
task_attr_mod_color_11699,warp,64.0,0,139233.140625,1.197352409362793,2,139233.140625
task_attr_mod_color_11699,warp,64.0,50,20958.728515625,0.3532176613807678,2,
task_attr_mod_color_11699,warp,64.0,100,11044.7333984375,0.25004854798316956,2,10916.7529296875
task_attr_mod_color_11699,warp,64.0,150,6410.2802734375,0.191877081990242,2,
task_attr_mod_color_11699,warp,64.0,200,4045.77294921875,0.15360204875469208,2,4012.23779296875
task_attr_mod_color_11699,warp,64.0,250,2743.08203125,0.12629073858261108,2,
task_attr_mod_color_11699,warp,64.0,300,1925.619140625,0.10499080270528793,2,1912.650390625
task_attr_mod_color_11699,warp,64.0,350,1386.7269287109375,0.08807048201560974,2,
task_attr_mod_color_11699,warp,64.0,400,1015.2402954101562,0.07392682135105133,2,1007.990478515625
task_attr_mod_color_11699,warp,64.0,450,734.6514282226562,0.06125722452998161,2,
task_attr_mod_color_11699,warp,64.0,500,540.3748779296875,0.05094970762729645,2,536.86376953125
task_attr_mod_color_11699,warp,64.0,550,407.88726806640625,0.042394962161779404,2,
task_attr_mod_color_11699,warp,64.0,600,316.8865966796875,0.03499411791563034,2,315.1658020019531
task_attr_mod_color_11699,warp,64.0,650,253.437255859375,0.028239399194717407,2,
task_attr_mod_color_11699,warp,64.0,700,211.9549102783203,0.02245776355266571,2,211.22174072265625
task_attr_mod_color_11699,warp,64.0,750,187.31564331054688,0.018191294744610786,2,
task_attr_mod_color_11699,warp,64.0,800,172.97103881835938,0.014801083132624626,2,172.71829223632812
task_attr_mod_color_11699,warp,64.0,850,165.2013397216797,0.012044588103890419,2,
task_attr_mod_color_11699,warp,64.0,900,162.0765380859375,0.01037690881639719,2,162.04037475585938
task_attr_mod_color_11699,warp,64.0,950,160.53334045410156,0.009096216410398483,2,
task_attr_mod_color_11699,warp,64.0,1000,159.5540771484375,0.007954738102853298,2,159.5438232421875
task_attr_mod_color_11699,warp,64.0,1050,159.0834503173828,0.007066389080137014,2,
task_attr_mod_color_11699,warp,64.0,1100,158.80673217773438,0.006287987343966961,2,158.80348205566406
