image,condition,prompt_index,prompt,block,r_min,quantile,target_image,loss,random_start,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
cat_00,add,0,a cat wearing a red party hat,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.00992,False,0.00471,31.8,0.0379,0.9986,0.0099,50.8327,0.5296,5.5353,0.7029,0.0838,0.3509,0.349,0.0019,0.1549,0.1487,0.0062,,
cat_00,phase,0,a cat wearing a red party hat,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.08393,False,1.3,14.4,0.0578,0.9676,0.0839,33.8461,0.3581,5.3779,0.6297,0.0601,0.3509,0.3625,-0.0116,0.1549,0.1543,0.0006,0.0097,0.2933
shiba_00,add,0,a cat,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.00481,False,0.00471,13.0,0.0362,0.996,0.0048,47.6163,0.5786,5.6167,0.7061,0.0576,0.2619,0.2625,-0.0006,0.0881,0.0889,-0.0009,,
shiba_00,phase,0,a cat,32,0.12,0.5,data/targets/gray.png,clip,True,human,human,0.07302,False,1.3,14.4,0.0904,0.9419,0.073,29.8555,0.2718,5.3116,0.6743,0.3092,0.2619,0.262,-0.0001,0.0881,0.0879,0.0002,0.02687,0.4645
