condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
R,cat_02,0.35,0.34950676560401917,6.375,3.289872768304666,21.610567092895508,0.7377724647521973,0.5965144038200378,0.12864325940608978,0.8270204067230225,0.34950676560401917,0.12054908275604248,0.9668416380882263,0.08307519555091858,0.3227348327636719,2.6379470825195312,9.361204147338867,6.825315475463867,7.332708358764648,32
