cell_id,config_hash,condition,image_id,subtask,tau,purify_kind,purify_strength,seed,fid_psnr,fid_lpips,fid_ssim,fid_linf,fid_fsim,fid_vif_p,fid_dists,fid_niqe,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,edit_clip_b,edit_siglip_b,edit_psnr,edit_lpips,edit_ssim,edit_mse,edit_fsim,edit_vif_p,effect_abs,effect_clip,effect_siglip,effect_control,retention,retention_usable,steps_used,stop_reason,seconds,proxy_gap,attn_full,attn_steps,defimg_acutance_ratio,defimg_dists,defimg_frac_gt_16_255,defimg_fsim,defimg_linf,defimg_lpips,defimg_psnr,defimg_rms,defimg_ssim,defimg_vif_p,edit_acutance_ratio,edit_clip_a,edit_dists,edit_frac_gt_16_255,edit_linf,edit_niqe_a,edit_niqe_b,edit_rms,edit_siglip_a,finished,group,image,prompt,purify_available,stage,started,status,lr,tau_achieved,scale_k,skipped_reason
eval/apa_rd/horse_00/purifyadverse_cleaner0/seed0/tau0.04,498e8112672a,apa_rd,horse_00,horse,0.04,adverse_cleaner,0.0,0,27.29443359375,0.11388154327869415,0.8177728652954102,0.6020264029502869,0.930669903755188,0.2759401798248291,0.08088678121566772,4.49213433695993,0.915678858757019,0.0431794598698616,0.12727484107017517,0.3172634541988373,0.12154499441385269,32.49425506591797,0.08600836247205734,0.9459578394889832,0.0005630756495520473,0.9671189188957214,0.46730366349220276,0.000941745936870575,-0.0015880167484283447,0.000941745936870575,0.0007236063480377197,1.301461684829614,False,79,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 -1.34e-05 低於 2.1e-04,9.472093227086589,0.0,False,11,0.5695120096206665,0.13557887077331543,0.10523351281881332,0.9007316827774048,0.5647059082984924,0.2755752205848694,28.001718521118164,0.03980271890759468,0.8029884099960327,0.3329528272151947,0.8925175666809082,0.31567543745040894,0.06659752130508423,0.028456371277570724,0.46976903080940247,3.5659142548809326,3.5752698134117926,0.023729214444756508,0.12248674035072327,2026-08-11T07:19:49+08:00,horse,horse_00,a zebra,True,eval,2026-08-11T07:19:40+08:00,done,0.02,0.04194849729537964,0.3125,
eval/apa_rd/horse_00/purifyadverse_cleaner0/seed1/tau0.04,b0c0a1e82966,apa_rd,horse_00,horse,0.04,adverse_cleaner,0.0,1,27.29443359375,0.11388154327869415,0.8177728652954102,0.6020264029502869,0.930669903755188,0.2759401798248291,0.08088678121566772,4.49213433695993,0.915678858757019,0.0431794598698616,0.12727484107017517,0.2729474902153015,0.12072800099849701,32.01502990722656,0.07646511495113373,0.9423422813415527,0.0006287677097134292,0.9606691002845764,0.43893495202064514,-0.00036406517028808594,0.021557092666625977,-0.00036406517028808594,0.0007236063480377197,-0.503126003904416,False,79,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 -1.34e-05 低於 2.1e-04,9.37360267387703,0.0,False,11,0.5695120096206665,0.13557887077331543,0.10523351281881332,0.9007316827774048,0.5647059082984924,0.2755752205848694,28.001718521118164,0.03980271890759468,0.8029884099960327,0.3329528272151947,0.9202063679695129,0.2945045828819275,0.0644717812538147,0.03217315673828125,0.44585779309272766,4.288260536270149,4.408751132119614,0.025075240060687065,0.12036393582820892,2026-08-11T07:19:59+08:00,horse,horse_00,a zebra,True,eval,2026-08-11T07:19:49+08:00,done,0.02,0.04194849729537964,0.3125,
eval/apa_rd/horse_00/purifyadverse_cleaner0/seed2/tau0.04,56a6dfaa77ae,apa_rd,horse_00,horse,0.04,adverse_cleaner,0.0,2,27.29443359375,0.11388154327869415,0.8177728652954102,0.6020264029502869,0.930669903755188,0.2759401798248291,0.08088678121566772,4.49213433695993,0.915678858757019,0.0431794598698616,0.12727484107017517,0.2615097761154175,0.12028896808624268,31.013809204101562,0.09101659059524536,0.9370133876800537,0.0007917970651760697,0.9603877067565918,0.47677287459373474,-0.0037425607442855835,-0.011191844940185547,-0.0037425607442855835,0.0007236063480377197,-5.172094958031647,False,79,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 -1.34e-05 低於 2.1e-04,9.340345764998347,0.0,False,11,0.5695120096206665,0.13557887077331543,0.10523351281881332,0.9007316827774048,0.5647059082984924,0.2755752205848694,28.001718521118164,0.03980271890759468,0.8029884099960327,0.3329528272151947,0.9331516623497009,0.25031793117523193,0.09467971324920654,0.04009755700826645,0.44436925649642944,4.340520996326698,4.293156013553049,0.028138888999819756,0.11654640734195709,2026-08-11T07:20:08+08:00,horse,horse_00,a zebra,True,eval,2026-08-11T07:19:59+08:00,done,0.02,0.04194849729537964,0.3125,
eval/apa_rd/horse_00/purifyadverse_cleaner0/seed3/tau0.04,ed25e93f3acf,apa_rd,horse_00,horse,0.04,adverse_cleaner,0.0,3,27.29443359375,0.11388154327869415,0.8177728652954102,0.6020264029502869,0.930669903755188,0.2759401798248291,0.08088678121566772,4.49213433695993,0.915678858757019,0.0431794598698616,0.12727484107017517,0.32854121923446655,0.12455201894044876,29.37375259399414,0.10234761238098145,0.9300304651260376,0.0011551036732271314,0.9428429007530212,0.37514251470565796,0.00029490888118743896,-0.01853257417678833,0.00029490888118743896,0.0007236063480377197,0.4075543035065609,False,79,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 -1.34e-05 低於 2.1e-04,9.31691823899746,0.0,False,11,0.5695120096206665,0.13557887077331543,0.10523351281881332,0.9007316827774048,0.5647059082984924,0.2755752205848694,28.001718521118164,0.03980271890759468,0.8029884099960327,0.3329528272151947,0.8731353282928467,0.3100086450576782,0.09786856174468994,0.051972709596157074,0.595172643661499,4.205958387729513,4.126112557286848,0.03398681432008743,0.1248469278216362,2026-08-11T07:20:18+08:00,horse,horse_00,a zebra,True,eval,2026-08-11T07:20:08+08:00,done,0.02,0.04194849729537964,0.3125,
eval/apa_rd/horse_00/purifyadverse_cleaner0/seed4/tau0.04,757a878536ef,apa_rd,horse_00,horse,0.04,adverse_cleaner,0.0,4,27.29443359375,0.11388154327869415,0.8177728652954102,0.6020264029502869,0.930669903755188,0.2759401798248291,0.08088678121566772,4.49213433695993,0.915678858757019,0.0431794598698616,0.12727484107017517,0.3232156038284302,0.11856473982334137,29.13410186767578,0.08173491805791855,0.9283463358879089,0.0012206364190205932,0.952262282371521,0.43768632411956787,0.0024105384945869446,0.010068953037261963,0.0024105384945869446,0.0007236063480377197,3.3312843386792528,False,79,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 -1.34e-05 低於 2.1e-04,9.267541699111462,0.0,False,11,0.5695120096206665,0.13557887077331543,0.10523351281881332,0.9007316827774048,0.5647059082984924,0.2755752205848694,28.001718521118164,0.03980271890759468,0.8029884099960327,0.3329528272151947,0.8618689775466919,0.33328455686569214,0.1006237268447876,0.0508880615234375,0.6170101165771484,3.865234690215387,4.188812988566055,0.03493760898709297,0.12097527831792831,2026-08-11T07:20:27+08:00,horse,horse_00,a zebra,True,eval,2026-08-11T07:20:18+08:00,done,0.02,0.04194849729537964,0.3125,
eval/apa_rd/horse_00/purifyblur0.25/seed0/tau0.04,db6a0743c3c6,apa_rd,horse_00,horse,0.04,blur,0.25,0,27.29443359375,0.11388154327869415,0.8177728652954102,0.6020264029502869,0.930669903755188,0.2759401798248291,0.08088678121566772,4.49213433695993,0.915678858757019,0.0431794598698616,0.12727484107017517,0.29300907254219055,0.11451376974582672,27.24686622619629,0.09326741844415665,0.9197754859924316,0.0018849991029128432,0.9389916062355042,0.4563886225223541,0.002637118101119995,0.017791420221328735,0.002637118101119995,0.0007236063480377197,3.6444098483538028,False,79,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 -1.34e-05 低於 2.1e-04,9.082067063078284,,False,11,0.9146954417228699,0.08089780807495117,0.127197265625,0.9306776523590088,0.6015127897262573,0.11387504637241364,27.29791831970215,0.04316214099526405,0.8178073167800903,0.27604806423187256,1.0599150657653809,0.3108004927635193,0.09946262836456299,0.0611012801527977,0.5674569606781006,3.402327469114232,3.18312429983623,0.043416574597358704,0.11715088784694672,2026-08-11T07:26:18+08:00,horse,horse_00,a zebra,True,eval,2026-08-11T07:26:09+08:00,done,0.02,0.04194849729537964,0.3125,
eval/apa_rd/horse_00/purifyblur0.25/seed1/tau0.04,0ffd57149611,apa_rd,horse_00,horse,0.04,blur,0.25,1,27.29443359375,0.11388154327869415,0.8177728652954102,0.6020264029502869,0.930669903755188,0.2759401798248291,0.08088678121566772,4.49213433695993,0.915678858757019,0.0431794598698616,0.12727484107017517,0.2969416081905365,0.1186484545469284,31.833518981933594,0.05158347636461258,0.9583417177200317,0.0006556038279086351,0.9709802269935608,0.5027337670326233,-0.0003617629408836365,0.013409435749053955,-0.0003617629408836365,0.0007236063480377197,-0.49994439914004,False,79,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 -1.34e-05 低於 2.1e-04,8.983716289978474,,False,11,0.9146954417228699,0.08089780807495117,0.127197265625,0.9306776523590088,0.6015127897262573,0.11387504637241364,27.29791831970215,0.04316214099526405,0.8178073167800903,0.27604806423187256,1.0836924314498901,0.31035104393959045,0.050139546394348145,0.030612945556640625,0.5107564926147461,4.531893326656921,4.001290878663163,0.025604762136936188,0.11828669160604477,2026-08-11T07:26:27+08:00,horse,horse_00,a zebra,True,eval,2026-08-11T07:26:18+08:00,done,0.02,0.04194849729537964,0.3125,
eval/apa_rd/horse_00/purifyblur0.25/seed2/tau0.04,7eab0deac0ff,apa_rd,horse_00,horse,0.04,blur,0.25,2,27.29443359375,0.11388154327869415,0.8177728652954102,0.6020264029502869,0.930669903755188,0.2759401798248291,0.08088678121566772,4.49213433695993,0.915678858757019,0.0431794598698616,0.12727484107017517,0.3033924698829651,0.1156918853521347,28.889671325683594,0.053251806646585464,0.9528485536575317,0.0012913071550428867,0.9609625935554504,0.5257675647735596,-0.0011303946375846863,0.0027046501636505127,-0.0011303946375846863,0.0007236063480377197,-1.5621679393085723,False,79,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 -1.34e-05 低於 2.1e-04,8.991535167908296,,False,11,0.9146954417228699,0.08089780807495117,0.127197265625,0.9306776523590088,0.6015127897262573,0.11387504637241364,27.29791831970215,0.04316214099526405,0.8178073167800903,0.27604806423187256,1.0424153804779053,0.3060971200466156,0.0932924747467041,0.04364776611328125,0.621624231338501,3.647844030656339,3.434610358090535,0.03593476116657257,0.11456149071455002,2026-08-11T07:26:36+08:00,horse,horse_00,a zebra,True,eval,2026-08-11T07:26:27+08:00,done,0.02,0.04194849729537964,0.3125,
eval/apa_rd/horse_00/purifyblur0.25/seed3/tau0.04,b9b87cd4495b,apa_rd,horse_00,horse,0.04,blur,0.25,3,27.29443359375,0.11388154327869415,0.8177728652954102,0.6020264029502869,0.930669903755188,0.2759401798248291,0.08088678121566772,4.49213433695993,0.915678858757019,0.0431794598698616,0.12727484107017517,0.3013871908187866,0.11551336199045181,27.165945053100586,0.08467160910367966,0.9274311065673828,0.0019204514101147652,0.9313079714775085,0.4219219982624054,0.0023366138339042664,0.002631276845932007,0.0023366138339042664,0.0007236063480377197,3.229122906730587,False,79,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 -1.34e-05 低於 2.1e-04,8.98076376807876,,False,11,0.9146954417228699,0.08089780807495117,0.127197265625,0.9306776523590088,0.6015127897262573,0.11387504637241364,27.29791831970215,0.04316214099526405,0.8178073167800903,0.27604806423187256,1.0162442922592163,0.30401846766471863,0.09896993637084961,0.064361572265625,0.6517666578292847,4.504965977211281,4.195954824505938,0.04382295534014702,0.11784997582435608,2026-08-11T07:26:45+08:00,horse,horse_00,a zebra,True,eval,2026-08-11T07:26:36+08:00,done,0.02,0.04194849729537964,0.3125,
eval/apa_rd/horse_00/purifyblur0.25/seed4/tau0.04,efd8ec90053e,apa_rd,horse_00,horse,0.04,blur,0.25,4,27.29443359375,0.11388154327869415,0.8177728652954102,0.6020264029502869,0.930669903755188,0.2759401798248291,0.08088678121566772,4.49213433695993,0.915678858757019,0.0431794598698616,0.12727484107017517,0.29970961809158325,0.11940447241067886,30.59004020690918,0.045527927577495575,0.9619297385215759,0.0008729534456506371,0.9741141200065613,0.5094510316848755,0.0004164204001426697,0.005513519048690796,0.0004164204001426697,0.0007236063480377197,0.5754791970412105,False,79,約束已啟動且 attn_suppressed 在最近 20 步的每步改善 -1.34e-05 低於 2.1e-04,8.969473032047972,,False,11,0.9146954417228699,0.08089780807495117,0.127197265625,0.9306776523590088,0.6015127897262573,0.11387504637241364,27.29791831970215,0.04316214099526405,0.8178073167800903,0.27604806423187256,1.035875916481018,0.30522313714027405,0.05457526445388794,0.035444896668195724,0.5804857611656189,4.725719749799306,4.210608030385323,0.02954578585922718,0.11982089281082153,2026-08-11T07:26:54+08:00,horse,horse_00,a zebra,True,eval,2026-08-11T07:26:45+08:00,done,0.02,0.04194849729537964,0.3125,
