image,condition,stage1_seconds,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop
musk_00,apa_weak,46.2,145.0,0.1084,0.9196,0.0515,22.8397,0.9732,4.9625,0.6022,0.0751,0.2144,0.2212,-0.0068,0.1041,0.1155,-0.0114
musk_00,mist,0.0,83.7,0.6761,0.7108,0.1972,26.7727,0.9352,5.1246,0.6682,0.5246,0.2144,0.273,-0.0586,0.1041,0.1119,-0.0078
musk_00,dia_r,0.0,148.5,0.3756,0.9771,0.0731,40.4546,0.9701,5.124,0.6624,0.2712,0.2144,0.2273,-0.0129,0.1041,0.1257,-0.0216
parrot_00,apa_weak,46.7,129.3,0.1308,0.8766,0.0603,22.1534,0.9422,5.2913,0.6367,0.1167,0.2992,0.3013,-0.0021,0.1067,0.1083,-0.0016
parrot_00,mist,0.0,84.1,0.6608,0.7129,0.1426,26.5267,0.8697,5.2853,0.7195,0.6305,0.2992,0.3261,-0.0269,0.1067,0.1119,-0.0051
parrot_00,dia_r,0.0,148.1,0.3707,0.9744,0.0607,40.2703,0.9224,5.4961,0.7036,0.4552,0.2992,0.3143,-0.0151,0.1067,0.1167,-0.01
trump_00,apa_weak,46.8,129.3,0.1383,0.825,0.0722,21.067,0.9717,4.951,0.4966,0.2148,0.314,0.3099,0.0041,0.052,0.0525,-0.0006
trump_00,mist,0.0,84.1,0.5984,0.7495,0.1714,26.7934,0.9636,4.6432,0.593,0.579,0.314,0.2936,0.0204,0.052,0.1314,-0.0794
trump_00,dia_r,0.0,148.4,0.2757,0.9831,0.0375,40.7766,0.9817,5.1418,0.6025,0.3289,0.314,0.3341,-0.0201,0.052,0.0452,0.0067
