image,condition,radius,step,loss,param_absmean,closures,eval
task_attr_mod_color_11699,warp,4.0,0,96.73954010009766,1.1937360763549805,2,96.73947143554688
task_attr_mod_color_11699,warp,4.0,50,89.81796264648438,1.1953827142715454,2,
task_attr_mod_color_11699,warp,4.0,100,86.92951202392578,1.2047417163848877,2,86.90229034423828
task_attr_mod_color_11699,warp,4.0,150,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,200,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_11699,warp,4.0,250,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,300,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_11699,warp,4.0,350,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,400,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_11699,warp,4.0,450,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,500,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_11699,warp,4.0,550,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,600,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_11699,warp,4.0,650,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,700,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_11699,warp,4.0,750,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,800,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_11699,warp,4.0,850,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,900,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_11699,warp,4.0,950,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,1000,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_11699,warp,4.0,1050,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,1100,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_11699,warp,4.0,1150,86.74137115478516,1.2064073085784912,2,
task_attr_mod_color_11699,warp,4.0,1200,86.74137115478516,1.2064073085784912,2,86.74137115478516
task_attr_mod_color_6205,warp,4.0,0,98.85569763183594,1.1937360763549805,2,98.8556137084961
task_attr_mod_color_6205,warp,4.0,50,91.82196807861328,1.1968767642974854,2,
task_attr_mod_color_6205,warp,4.0,100,87.87056732177734,1.2572273015975952,2,86.66947937011719
task_attr_mod_color_6205,warp,4.0,150,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,200,83.56792449951172,1.2844676971435547,2,83.56792449951172
task_attr_mod_color_6205,warp,4.0,250,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,300,83.56792449951172,1.2844676971435547,2,83.56792449951172
task_attr_mod_color_6205,warp,4.0,350,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,400,83.56792449951172,1.2844676971435547,2,83.56792449951172
task_attr_mod_color_6205,warp,4.0,450,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,500,83.56792449951172,1.2844676971435547,2,83.56792449951172
task_attr_mod_color_6205,warp,4.0,550,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,600,83.56792449951172,1.2844676971435547,2,83.56792449951172
task_attr_mod_color_6205,warp,4.0,650,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,700,83.56792449951172,1.2844676971435547,2,83.56792449951172
task_attr_mod_color_6205,warp,4.0,750,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,800,83.56792449951172,1.2844676971435547,2,83.56792449951172
task_attr_mod_color_6205,warp,4.0,850,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,900,83.56792449951172,1.2844676971435547,2,83.56792449951172
task_attr_mod_color_6205,warp,4.0,950,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,1000,83.56792449951172,1.2844676971435547,2,83.56792449951172
task_attr_mod_color_6205,warp,4.0,1050,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,1100,83.56792449951172,1.2844676971435547,2,83.56792449951172
task_attr_mod_color_6205,warp,4.0,1150,83.56792449951172,1.2844676971435547,2,
task_attr_mod_color_6205,warp,4.0,1200,83.56792449951172,1.2844676971435547,2,83.56792449951172
