condition,lr_key,lr,steps,image_id,final_loss,final_L_def,final_L_fid,finite,diverged,monitor,monitor_first,monitor_last,monitor_per_step
apa_pj,lr.N6_stage2,0.0001,60,horse_00,150.9695281982422,150.9695281982422,0.0,True,False,attn_suppressed,0.668304443359375,15.169937133789062,0.24579038458355404
apa_pj,lr.N6_stage2,0.001,60,horse_00,119.5794677734375,119.5794677734375,0.0,True,False,attn_suppressed,0.668304443359375,46.55999755859375,0.7778253070378708
apa_pj,lr.N6_stage2,0.005,60,horse_00,120.76878356933594,120.76878356933594,0.0,True,False,attn_suppressed,0.668304443359375,45.37068176269531,0.7576674121921345
apa_pj,lr.N6_stage2,0.02,60,horse_00,125.45967102050781,125.45967102050781,0.0,True,False,attn_suppressed,0.668304443359375,40.67979431152344,0.6781608452231197
apa_pj,lr.N6_stage2,0.1,60,horse_00,129.20062255859375,129.20062255859375,0.0,True,False,attn_suppressed,0.668304443359375,36.9388427734375,0.6147548869504766
