step,loss,step_size,delta_linf01,delta_l2
0,142336.0,0.00784313725490196,0.0627451241016388,128.57852172851562
1,139264.0,0.00784313725490196,0.0627451241016388,128.51678466796875
2,137216.0,0.00784313725490196,0.0627451241016388,128.2987518310547
3,135168.0,0.00784313725490196,0.0627451241016388,128.2030487060547
4,130048.0,0.00784313725490196,0.0627451241016388,127.98770141601562
5,129024.0,0.00784313725490196,0.0627451241016388,127.84158325195312
6,127488.0,0.00784313725490196,0.0627451241016388,127.56304931640625
7,126976.0,0.00784313725490196,0.0627451241016388,127.5129165649414
8,124928.0,0.00784313725490196,0.0627451241016388,127.4970474243164
9,123904.0,0.00784313725490196,0.0627451241016388,127.42877197265625
10,122880.0,0.00784313725490196,0.0627451241016388,127.50980377197266
11,120320.0,0.00784313725490196,0.0627451241016388,127.60456085205078
12,119296.0,0.00784313725490196,0.0627451241016388,127.9214859008789
13,119808.0,0.00784313725490196,0.0627451241016388,128.1020050048828
14,119296.0,0.00784313725490196,0.0627451241016388,128.2987823486328
15,115712.0,0.00784313725490196,0.0627451241016388,128.63327026367188
16,117248.0,0.00784313725490196,0.0627451241016388,129.0258331298828
17,113664.0,0.00784313725490196,0.0627451241016388,129.3275604248047
18,114176.0,0.00784313725490196,0.0627451241016388,129.77784729003906
19,116224.0,0.00784313725490196,0.0627451241016388,130.27476501464844
20,112640.0,0.00784313725490196,0.0627451241016388,130.8302001953125
21,115200.0,0.00784313725490196,0.0627451241016388,131.2976531982422
22,112640.0,0.00784313725490196,0.0627451241016388,131.70269775390625
23,113664.0,0.00784313725490196,0.0627451241016388,132.2510528564453
24,113152.0,0.00784313725490196,0.0627451241016388,132.91151428222656
25,110080.0,0.00784313725490196,0.0627451241016388,133.39993286132812
26,111104.0,0.00784313725490196,0.0627451241016388,134.0139617919922
27,111616.0,0.00784313725490196,0.0627451241016388,134.62583923339844
28,108544.0,0.00784313725490196,0.0627451241016388,135.0962371826172
29,111616.0,0.00784313725490196,0.0627451241016388,135.63638305664062
30,111104.0,0.00784313725490196,0.0627451241016388,136.28248596191406
31,111104.0,0.00784313725490196,0.0627451241016388,136.8092803955078
32,110080.0,0.00784313725490196,0.0627451241016388,137.38784790039062
33,110592.0,0.00784313725490196,0.0627451241016388,137.9967498779297
34,109056.0,0.00784313725490196,0.0627451241016388,138.6150360107422
35,109056.0,0.00784313725490196,0.0627451241016388,139.0586395263672
36,105984.0,0.00784313725490196,0.0627451241016388,139.56358337402344
37,107520.0,0.00784313725490196,0.0627451241016388,140.10549926757812
38,109056.0,0.00784313725490196,0.0627451241016388,140.59368896484375
39,108032.0,0.00784313725490196,0.0627451241016388,141.07675170898438
40,109056.0,0.00784313725490196,0.0627451241016388,141.38577270507812
41,108544.0,0.00784313725490196,0.0627451241016388,141.89505004882812
42,108544.0,0.00784313725490196,0.0627451241016388,142.21502685546875
43,105984.0,0.00784313725490196,0.0627451241016388,142.50103759765625
44,107520.0,0.00784313725490196,0.0627451241016388,142.89068603515625
45,108032.0,0.00784313725490196,0.0627451241016388,143.2226104736328
46,108032.0,0.00784313725490196,0.0627451241016388,143.33958435058594
47,104448.0,0.00784313725490196,0.0627451241016388,143.6456298828125
48,105472.0,0.00784313725490196,0.0627451241016388,143.93112182617188
49,108544.0,0.00784313725490196,0.0627451241016388,143.96237182617188
50,108032.0,0.00784313725490196,0.0627451241016388,144.32472229003906
51,108544.0,0.00784313725490196,0.0627451241016388,144.47560119628906
52,108544.0,0.00784313725490196,0.0627451241016388,144.69076538085938
53,108032.0,0.00784313725490196,0.0627451241016388,144.91741943359375
54,103936.0,0.00784313725490196,0.0627451241016388,145.2691192626953
55,108032.0,0.00784313725490196,0.0627451241016388,145.47030639648438
56,108032.0,0.00784313725490196,0.0627451241016388,145.7392120361328
57,107520.0,0.00784313725490196,0.0627451241016388,146.13230895996094
58,106496.0,0.00784313725490196,0.0627451241016388,146.3651885986328
59,103936.0,0.00784313725490196,0.0627451241016388,146.46865844726562
60,107520.0,0.00784313725490196,0.0627451241016388,146.8271026611328
61,104448.0,0.00784313725490196,0.0627451241016388,147.1585235595703
62,106496.0,0.00784313725490196,0.0627451241016388,147.26632690429688
63,107008.0,0.00784313725490196,0.0627451241016388,147.5818634033203
64,106496.0,0.00784313725490196,0.0627451241016388,147.82806396484375
65,107008.0,0.00784313725490196,0.0627451241016388,148.02610778808594
66,107008.0,0.00784313725490196,0.0627451241016388,148.38629150390625
67,101888.0,0.00784313725490196,0.0627451241016388,148.4656524658203
68,107008.0,0.00784313725490196,0.0627451241016388,148.49732971191406
69,107008.0,0.00784313725490196,0.0627451241016388,148.8960723876953
70,107008.0,0.00784313725490196,0.0627451241016388,149.0625
71,107008.0,0.00784313725490196,0.0627451241016388,149.4189453125
72,106496.0,0.00784313725490196,0.0627451241016388,149.47662353515625
73,104960.0,0.00784313725490196,0.0627451241016388,149.7995147705078
74,106496.0,0.00784313725490196,0.0627451241016388,150.02825927734375
75,107008.0,0.00784313725490196,0.0627451241016388,150.24252319335938
76,105984.0,0.00784313725490196,0.0627451241016388,150.30322265625
77,102400.0,0.00784313725490196,0.0627451241016388,150.662109375
78,105472.0,0.00784313725490196,0.0627451241016388,150.67568969726562
79,106496.0,0.00784313725490196,0.0627451241016388,150.96710205078125
80,105984.0,0.00784313725490196,0.0627451241016388,151.10720825195312
81,107008.0,0.00784313725490196,0.0627451241016388,151.3539581298828
82,104448.0,0.00784313725490196,0.0627451241016388,151.4616241455078
83,106496.0,0.00784313725490196,0.0627451241016388,151.732421875
84,105984.0,0.00784313725490196,0.0627451241016388,151.96087646484375
85,101888.0,0.00784313725490196,0.0627451241016388,152.06900024414062
