image,condition,attacker,instruction,task,radius,unreachable,pixel_gate_sigma,r_min,gl_iters,block,loss,gain_ratio,purify_aware,edit_steps,s_t,s_i,edit_seed,modified_from_paper,fid_lpips,fid_ssim,fid_psnr,fid_vif_p,fid_dists,edit_lpips,edit_ssim,edit_psnr,edit_vif_p,edit_dists,fid_linf,fid_rms,total_seconds
task_attr_mod_color_11699,phase,instruct-pix2pix,turn the color of potted plant to pink,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.10784,0.96737,28.822,0.57552,0.03913,0.13997,0.90151,22.908,0.43359,0.06954,0.48678,0.03622,38.1
task_attr_mod_color_136767,phase,instruct-pix2pix,turn the color of astronaut to pink,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.16748,0.94732,28.969,0.51552,0.07692,0.2055,0.8406,23.128,0.36075,0.11429,0.48412,0.03561,38.9
task_attr_mod_color_184837,phase,instruct-pix2pix,turn the color of frame to pink,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.17068,0.91998,24.133,0.44545,0.07492,0.26671,0.71421,17.881,0.29929,0.18653,0.52195,0.06214,39.8
task_attr_mod_color_32648,phase,instruct-pix2pix,turn the color of potion bottle to orange,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.14748,0.98958,40.448,0.69068,0.04101,0.15193,0.90401,24.329,0.69726,0.12059,0.21535,0.0095,40.0
task_attr_mod_color_6205,phase,instruct-pix2pix,turn the color of toolbox to red,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.10839,0.96497,31.868,0.62269,0.07482,0.17719,0.86079,21.0,0.51407,0.11156,0.42669,0.0255,40.4
task_env_weather_112463,phase,instruct-pix2pix,transform the setting to spring with blooming flowers,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.17168,0.95069,31.382,0.59277,0.03424,0.28838,0.76532,20.749,0.29534,0.12497,0.34782,0.02697,40.5
task_env_weather_133752,phase,instruct-pix2pix,transform the setting to a rainy day,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.16733,0.96843,32.786,0.61771,0.03469,0.19687,0.90248,27.314,0.40816,0.05409,0.31498,0.02295,40.5
task_env_weather_181583,phase,instruct-pix2pix,change the setting to a stormy day,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.20856,0.93923,31.982,0.57059,0.0419,0.58448,0.69096,14.697,0.31799,0.33573,0.25079,0.02517,40.5
task_env_weather_246440,phase,instruct-pix2pix,transform the setting to autumn with falling leaves,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.22732,0.90413,21.776,0.43939,0.07421,0.35754,0.59299,17.592,0.1891,0.15416,0.68697,0.08151,40.3
task_env_weather_63722,phase,instruct-pix2pix,change the setting to a snowy landscape,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.16254,0.95484,27.0,0.50336,0.06665,0.18856,0.86313,22.163,0.32702,0.08962,0.51558,0.04467,40.2
task_obj_add_13726,phase,instruct-pix2pix,Add subscribe button,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.2086,0.93365,27.536,0.47198,0.07693,0.30504,0.71219,20.076,0.22827,0.17242,0.43474,0.04199,40.1
task_obj_add_340466,phase,instruct-pix2pix,Add orange juice,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.11586,0.96913,30.791,0.62276,0.04808,0.2135,0.84706,17.793,0.45771,0.14075,0.43306,0.02887,40.1
task_obj_add_40931,phase,instruct-pix2pix,Add the blood on snout,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.32248,0.92397,27.008,0.46963,0.07167,0.30734,0.69175,20.015,0.28649,0.15673,0.43083,0.04463,40.1
task_obj_add_581286,phase,instruct-pix2pix,Add sauce,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.11676,0.97507,36.327,0.71823,0.03925,0.13581,0.91405,29.708,0.59957,0.07618,0.3212,0.01526,40.1
task_obj_add_692065,phase,instruct-pix2pix,Add monk,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.13792,0.95135,27.708,0.62238,0.05005,0.18227,0.86917,23.165,0.45757,0.05899,0.432,0.04117,40.1
task_obj_remove_10197,phase,instruct-pix2pix,Remove gravel path,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.25438,0.93435,26.042,0.54127,0.05723,0.42208,0.43156,13.023,0.0778,0.24908,0.52188,0.04988,40.0
task_obj_remove_257910,phase,instruct-pix2pix,Remove bracelet,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.17056,0.97357,34.317,0.67491,0.04357,0.18579,0.89979,27.665,0.44762,0.07251,0.33978,0.01924,40.1
task_obj_remove_380621,phase,instruct-pix2pix,Remove iceberg,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.22194,0.95352,29.08,0.60237,0.0719,0.31941,0.77869,20.162,0.3456,0.12705,0.67253,0.03516,40.0
task_obj_remove_509477,phase,instruct-pix2pix,Remove the man with glasses,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.21916,0.92656,26.508,0.46851,0.05789,0.23851,0.78778,21.87,0.31502,0.08731,0.54926,0.04727,40.0
task_obj_remove_657585,phase,instruct-pix2pix,Remove frisbee,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.09518,0.98217,38.08,0.789,0.04213,0.25849,0.82797,21.145,0.67541,0.16965,0.19834,0.01247,40.1
task_obj_swap_joint_mask_276754,phase,instruct-pix2pix,Replace the satellite dish with rocket,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.39178,0.87845,26.683,0.31108,0.10223,0.17973,0.80199,21.431,0.28122,0.19364,0.42712,0.04633,39.9
task_obj_swap_joint_mask_533428,phase,instruct-pix2pix,Replace the samurai armor with red jacket,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.22894,0.92386,25.797,0.46651,0.07645,0.29029,0.71695,17.507,0.27509,0.15123,0.54179,0.0513,40.0
task_obj_swap_joint_mask_75733,phase,instruct-pix2pix,Replace the snowy landscape with sea,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.25576,0.95625,33.748,0.53838,0.06785,0.32721,0.7768,18.239,0.30846,0.21636,0.31974,0.02054,40.0
task_obj_swap_rand_mask_298147,phase,instruct-pix2pix,Replace the wizard's robe with red shirt,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.33369,0.88783,26.524,0.40146,0.11889,0.47698,0.58415,18.563,0.19383,0.20302,0.59614,0.04718,40.0
task_obj_swap_rand_mask_417469,phase,instruct-pix2pix,Replace the green flannel shirt with blue shirt,,1.27,False,0.0,0.12,0,32,encoder_target,0.0,eot_ops,100,7.5,1.5,20260812,False,0.18784,0.93926,28.718,0.51147,0.04703,0.2203,0.79625,22.473,0.35926,0.10066,0.59643,0.03665,40.3
