condition,image_id,tau_target,tau_achieved,scale_k,niqe,fid_psnr,fid_linf,fid_ssim,fid_vif_p,fid_fsim,fid_lpips,fid_dists,fid_acutance_ratio,fid_rms,fid_frac_gt_16_255,disp_mean_px,disp_max_px,disp_p99_px,flow_tv,grid_size
N1,cat_02,0.2,0.20038992166519165,2.375,5.619345348963575,24.30651092529297,0.82286536693573,0.8095695376396179,0.19733475148677826,0.9117262363433838,0.20038992166519165,0.045131683349609375,1.0236872434616089,0.06090792268514633,0.20130126178264618,2.5521955490112305,9.9093017578125,6.259492874145508,5.383731842041016,32
