image,instruction,clip_orig,clip_edit,clip_gain,siglip_orig,siglip_edit,siglip_gain,pixel_lpips,edit_steps,s_t,s_i,edit_seed,seconds
task_attr_mod_color_184837,turn the color of frame to pink,0.25032,0.293,0.04268,0.01865,0.10322,0.08457,0.33507,100,7.5,1.5,20260812,58.5
task_env_weather_133752,transform the setting to a rainy day,0.20725,0.21844,0.01119,0.0084,0.01015,0.00175,0.15534,100,7.5,1.5,20260812,39.1
task_obj_add_13726,Add subscribe button,0.19719,0.18696,-0.01023,-0.10893,-0.10305,0.00588,0.20544,100,7.5,1.5,20260812,40.5
task_obj_add_692065,Add monk,0.21138,0.21155,0.00017,-0.00182,-0.01077,-0.00895,0.13952,100,7.5,1.5,20260812,41.0
task_obj_remove_509477,Remove the man with glasses,0.23143,0.22245,-0.00898,0.01982,0.02079,0.00097,0.14766,100,7.5,1.5,20260812,41.4
task_obj_swap_joint_mask_75733,Replace the snowy landscape with sea,0.23066,0.20588,-0.02478,0.00319,0.00652,0.00333,0.18171,100,7.5,1.5,20260812,40.9
