step,note,random_seed,init_std,site,fid_acut,fid_pen_acut,fid_chroma,fid_pen_chroma,fid_linf_total,fid_psnr_total,fid_lpips,fid_lpips_rel,fid_ssim,fid_linf,fid_psnr,fid_pen_linf,fid_pen_lpips,fid_pen_psnr,align_loss,align_psnr_floor,align_tau_acut,align_tau_chroma,align_tau_lpips,align_best_step
0,random control：無最佳化,3853595645,0.5,apa,,,,,,,,,,,,,,,,,,,,
0,,,,,0.08129043877124786,3.203749656677246e-07,1.0915539264678955,0.0,0.5764630436897278,33.82477569580078,0.08508902043104172,0.08508902043104172,0.9611945152282715,0.5764630436897278,33.82477569580078,0.516463041305542,3.725290298461914e-08,0.0,3.5762786865234375e-05,33.82477569580078,0.0812901183962822,1.091556429862976,0.08508898317813873,2
1,,,,,0.0783855989575386,0.0,1.1013391017913818,0.009782671928405762,0.5777124762535095,33.82504653930664,0.08508934080600739,0.08508934080600739,0.9611142873764038,0.5777124762535095,33.82504653930664,0.5177124738693237,3.5762786865234375e-07,0.0,0.9783029556274414,33.82477569580078,0.0812901183962822,1.091556429862976,0.08508898317813873,2
2,,,,,0.07751105725765228,0.0,1.0886814594268799,0.0,0.5779171586036682,33.82685089111328,0.08507510274648666,0.08507510274648666,0.9611042737960815,0.5779171586036682,33.82685089111328,0.5179171562194824,0.0,0.0,0.0,33.82477569580078,0.0812901183962822,1.091556429862976,0.08508898317813873,2
3,,,,,0.07686968147754669,0.0,1.0793087482452393,0.0,0.5780649185180664,33.82795333862305,0.08506588637828827,0.08506588637828827,0.9610957503318787,0.5780649185180664,33.82795333862305,0.5180649161338806,0.0,0.0,0.0,33.82477569580078,0.0812901183962822,1.091556429862976,0.08508898317813873,2
4,,,,,0.07633885741233826,0.0,1.0719103813171387,0.0,0.5781791806221008,33.82867431640625,0.08506062626838684,0.08506062626838684,0.961089015007019,0.5781791806221008,33.82867431640625,0.518179178237915,0.0,0.0,0.0,33.82477569580078,0.0812901183962822,1.091556429862976,0.08508898317813873,2
5,,,,,0.0761261060833931,0.0,1.0658807754516602,0.0,0.5782768130302429,33.829166412353516,0.08505755662918091,0.08505755662918091,0.9610817432403564,0.5782768130302429,33.829166412353516,0.5182768106460571,0.0,0.0,0.0,33.82477569580078,0.0812901183962822,1.091556429862976,0.08508898317813873,2
6,,,,,0.0759846419095993,0.0,1.0608630180358887,0.0,0.5783544778823853,33.829505920410156,0.0850568413734436,0.0850568413734436,0.9610764980316162,0.5783544778823853,33.829505920410156,0.5183544754981995,0.0,0.0,0.0,33.82477569580078,0.0812901183962822,1.091556429862976,0.08508898317813873,2
7,,,,,0.07585279643535614,0.0,1.0566519498825073,0.0,0.578440248966217,33.82973861694336,0.08505702018737793,0.08505702018737793,0.9610691070556641,0.578440248966217,33.82973861694336,0.5184402465820312,0.0,0.0,0.0,33.82477569580078,0.0812901183962822,1.091556429862976,0.08508898317813873,2
8,,,,,0.07572966068983078,0.0,1.0530920028686523,0.0,0.5785195231437683,33.82990646362305,0.08505836874246597,0.08505836874246597,0.9610630869865417,0.5785195231437683,33.82990646362305,0.5185195207595825,0.0,0.0,0.0,33.82477569580078,0.0812901183962822,1.091556429862976,0.08508898317813873,2
