image,condition,budget_target,purifier,effect_mean,effect_sd,effect_identity_mean,effect_identity_sd,retention,usable,seconds
cat_01,none,floor,identity,0.0,0.0,0.0,0.0,,True,602.5
cat_01,none,floor,blur1,0.23994,0.04972,0.0,0.0,,True,602.5
cat_01,none,floor,noise0.05,0.41766,0.02583,0.0,0.0,,True,602.5
cat_01,none,floor,quantize16,0.24846,0.08544,0.0,0.0,,True,602.5
cat_01,none,floor,jpeg75,0.11145,0.04379,0.0,0.0,,True,602.5
cat_01,none,floor,jpeg30,0.21494,0.07557,0.0,0.0,,True,602.5
cat_01,none,floor,crop_resize0.1,0.4736,0.00669,0.0,0.0,,True,602.5
cat_01,none,floor,jpeg_then_resize75,0.18933,0.05323,0.0,0.0,,True,602.5
cat_01,none,floor,adverse_cleaner,0.1311,0.0406,0.0,0.0,,True,602.5
cat_01,none,floor,impress,0.16201,0.06913,0.0,0.0,,True,602.5
dog_03,none,floor,identity,0.0,0.0,0.0,0.0,,True,605.3
dog_03,none,floor,blur1,0.38764,0.01549,0.0,0.0,,True,605.3
dog_03,none,floor,noise0.05,0.54446,0.02007,0.0,0.0,,True,605.3
dog_03,none,floor,quantize16,0.39473,0.05692,0.0,0.0,,True,605.3
dog_03,none,floor,jpeg75,0.29161,0.07597,0.0,0.0,,True,605.3
dog_03,none,floor,jpeg30,0.37047,0.04874,0.0,0.0,,True,605.3
dog_03,none,floor,crop_resize0.1,0.52872,0.01694,0.0,0.0,,True,605.3
dog_03,none,floor,jpeg_then_resize75,0.35328,0.03248,0.0,0.0,,True,605.3
dog_03,none,floor,adverse_cleaner,0.29824,0.05559,0.0,0.0,,True,605.3
dog_03,none,floor,impress,0.40085,0.02686,0.0,0.0,,True,605.3
horse_03,none,floor,identity,0.0,0.0,0.0,0.0,,True,606.4
horse_03,none,floor,blur1,0.33182,0.02741,0.0,0.0,,True,606.4
horse_03,none,floor,noise0.05,0.41279,0.04664,0.0,0.0,,True,606.4
horse_03,none,floor,quantize16,0.15009,0.0457,0.0,0.0,,True,606.4
horse_03,none,floor,jpeg75,0.19148,0.02322,0.0,0.0,,True,606.4
horse_03,none,floor,jpeg30,0.30382,0.02562,0.0,0.0,,True,606.4
horse_03,none,floor,crop_resize0.1,0.52185,0.01416,0.0,0.0,,True,606.4
horse_03,none,floor,jpeg_then_resize75,0.27648,0.00961,0.0,0.0,,True,606.4
horse_03,none,floor,adverse_cleaner,0.22501,0.02729,0.0,0.0,,True,606.4
horse_03,none,floor,impress,0.21501,0.0118,0.0,0.0,,True,606.4
man_02,none,floor,identity,0.0,0.0,0.0,0.0,,True,610.6
man_02,none,floor,blur1,0.38355,0.03208,0.0,0.0,,True,610.6
man_02,none,floor,noise0.05,0.34689,0.0839,0.0,0.0,,True,610.6
man_02,none,floor,quantize16,0.15615,0.05641,0.0,0.0,,True,610.6
man_02,none,floor,jpeg75,0.21408,0.0677,0.0,0.0,,True,610.6
man_02,none,floor,jpeg30,0.2527,0.0825,0.0,0.0,,True,610.6
man_02,none,floor,crop_resize0.1,0.53232,0.00627,0.0,0.0,,True,610.6
man_02,none,floor,jpeg_then_resize75,0.37068,0.0369,0.0,0.0,,True,610.6
man_02,none,floor,adverse_cleaner,0.15771,0.03607,0.0,0.0,,True,610.6
man_02,none,floor,impress,0.25068,0.05052,0.0,0.0,,True,610.6
woman_02,none,floor,identity,0.0,0.0,0.0,0.0,,True,606.9
woman_02,none,floor,blur1,0.22076,0.00809,0.0,0.0,,True,606.9
woman_02,none,floor,noise0.05,0.40703,0.01593,0.0,0.0,,True,606.9
woman_02,none,floor,quantize16,0.18006,0.04002,0.0,0.0,,True,606.9
woman_02,none,floor,jpeg75,0.10917,0.01351,0.0,0.0,,True,606.9
woman_02,none,floor,jpeg30,0.29735,0.01421,0.0,0.0,,True,606.9
woman_02,none,floor,crop_resize0.1,0.42603,0.00401,0.0,0.0,,True,606.9
woman_02,none,floor,jpeg_then_resize75,0.16801,0.00367,0.0,0.0,,True,606.9
woman_02,none,floor,adverse_cleaner,0.17376,0.00486,0.0,0.0,,True,606.9
woman_02,none,floor,impress,0.16617,0.00857,0.0,0.0,,True,606.9
