image,condition,prompt_index,prompt,block,r_min,quantile,target_image,budget_target,budget_mode,budget_reached,unreachable,radius,total_seconds,fid_lpips,fid_ssim,fid_dists,fid_psnr,fid_clip_img,fid_nima,fid_cnniqa,edit_lpips,edit_clip_orig,edit_clip_def,edit_clip_drop,edit_siglip_orig,edit_siglip_def,edit_siglip_drop,amp_dev,active_fraction
dog_02,phase,0,a cat,32,0.12,0.5,data/targets/gray.png,human,human,0.02417,False,1.3,26.2,0.1667,0.9392,0.0242,25.8152,0.9971,5.1178,0.7125,0.3213,0.2628,0.2657,-0.0029,0.0796,0.08,-0.0004,0.02954,0.6177
dog_03,phase,0,a cat,32,0.12,0.5,data/targets/gray.png,human,human,0.0193,False,1.3,26.3,0.195,0.96,0.0193,30.9609,0.9975,5.2283,0.6862,0.5188,0.2573,0.2752,-0.0178,0.0807,0.0956,-0.0148,0.01445,0.4764
horse_00,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,human,human,0.03024,False,1.3,26.2,0.2158,0.9603,0.0302,34.0047,0.9976,5.9714,0.678,0.4348,0.306,0.3189,-0.013,0.119,0.1188,0.0002,0.01134,0.4655
horse_01,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,human,human,0.04942,False,1.3,26.2,0.2994,0.9299,0.0494,25.6087,0.9964,4.8732,0.7031,0.5385,0.323,0.3031,0.0199,0.1175,0.095,0.0225,0.02983,0.6331
horse_02,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,human,human,0.03153,False,1.3,26.2,0.3036,0.9299,0.0315,27.5351,0.9954,6.0757,0.7023,0.4916,0.3079,0.3202,-0.0123,0.1074,0.1185,-0.0111,0.03262,0.5906
horse_03,phase,0,a zebra,32,0.12,0.5,data/targets/gray.png,human,human,0.02966,False,1.3,26.2,0.2219,0.9591,0.0297,31.6235,0.999,5.1273,0.7186,0.4514,0.3151,0.3087,0.0063,0.1182,0.1154,0.0028,0.01483,0.4573
man_00,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,human,human,0.01375,False,1.3,26.2,0.0766,0.9918,0.0137,40.7407,0.9986,4.5125,0.6658,0.329,0.2819,0.2989,-0.0171,0.1079,0.1246,-0.0167,0.00439,0.279
man_01,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,human,human,0.03614,False,1.3,26.3,0.2279,0.9438,0.0361,26.456,0.9879,5.0763,0.6703,0.405,0.2814,0.2743,0.0071,0.1091,0.119,-0.0099,0.03617,0.5691
man_02,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,human,human,0.03237,False,1.3,26.2,0.154,0.9479,0.0324,24.1617,0.9965,5.2063,0.6649,0.3557,0.2748,0.2882,-0.0134,0.1256,0.113,0.0126,0.02934,0.468
man_03,phase,0,an old woman,32,0.12,0.5,data/targets/gray.png,human,human,0.02723,False,1.3,26.2,0.3365,0.9221,0.0272,27.0017,0.9967,5.6575,0.7003,0.5226,0.2729,0.2854,-0.0126,0.101,0.0961,0.0049,0.02661,0.6829
woman_00,phase,0,a man,32,0.12,0.5,data/targets/gray.png,human,human,0.03656,False,1.3,26.2,0.1682,0.963,0.0366,30.4043,0.997,4.7773,0.5292,0.4278,0.237,0.2403,-0.0033,0.0488,0.0564,-0.0075,0.02037,0.4544
woman_01,phase,0,a man,32,0.12,0.5,data/targets/gray.png,human,human,0.02318,False,1.3,26.3,0.0971,0.9886,0.0232,40.8404,0.9985,3.4835,0.324,0.2958,0.208,0.226,-0.0179,0.0388,0.0351,0.0037,0.00386,0.3817
woman_02,phase,0,a man,32,0.12,0.5,data/targets/gray.png,human,human,0.02145,False,1.3,26.3,0.1628,0.9776,0.0214,34.8258,0.9984,4.1911,0.6721,0.3487,0.2026,0.244,-0.0414,0.0577,0.078,-0.0203,0.0087,0.4311
woman_03,phase,0,a man,32,0.12,0.5,data/targets/gray.png,human,human,0.02876,False,1.3,26.2,0.1058,0.9788,0.0288,36.5073,0.9925,4.9492,0.6925,0.3884,0.2464,0.2438,0.0026,0.0748,0.0718,0.0031,0.00727,0.5233
