image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,purify_mode,align_steps,align_seconds,align_lpips,align_psnr,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,P,16,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10145.5,7.42,336.0,16.666666666666668,11.666666666666666,16.0,16.0,0.011994680389761925,0.2542572617530823,0.23911333084106445,0.0151439243927598,0.26088666915893555,42.12095260620117,0.06741204857826233,42.12095260620117,0.06741204857826233,0.9958491325378418,0.010993056930601597,identity,0.0,train,0.0,20.311328887939453,0.8778255581855774,0.7808337211608887,0.26088666915893555,0.11676532030105591,4.215788341561983,3.648919674838666,0.2232273519039154,0.05863351374864578,0.24111302196979523,0.028685908764600754,42.12024688720703,0.06741204857826233,0.9958491325378418,0.010993056930601597,0.004103541374206543,0.0,80.0,0.26088666915893555
car_00,P,16,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10145.5,7.42,336.0,16.666666666666668,11.666666666666666,16.0,16.0,0.011994680389761925,0.2542572617530823,0.23911333084106445,0.0151439243927598,0.26088666915893555,42.12095260620117,0.06741204857826233,42.12095260620117,0.06741204857826233,0.9958491325378418,0.010993056930601597,blur,0.0,heldout,0.0,26.056591033935547,0.7913880348205566,0.9278942942619324,0.0929458886384964,0.054496049880981445,3.607388867230174,3.716571720081696,0.21795710921287537,0.04843774065375328,0.21594318747520447,0.022037595510482788,42.12024688720703,0.06741204857826233,0.9958491325378418,0.010993056930601597,0.004103541374206543,0.0,80.0,0.0929458886384964
car_00,P,16,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10145.5,7.42,336.0,16.666666666666668,11.666666666666666,16.0,16.0,0.011994680389761925,0.2542572617530823,0.23911333084106445,0.0151439243927598,0.26088666915893555,42.12095260620117,0.06741204857826233,42.12095260620117,0.06741204857826233,0.9958491325378418,0.010993056930601597,blur,0.5,heldout,0.0,25.955127716064453,0.6716517210006714,0.9166398048400879,0.10860183089971542,0.062375545501708984,3.607388867230174,2.991268879933099,0.21795710921287537,0.04843774065375328,0.22032839059829712,0.022302845492959023,31.28900718688965,0.2503894567489624,0.9889944791793823,0.03338819742202759,0.015078067779541016,0.07280343770980835,27.877161026000977,0.035798393189907074
car_00,P,16,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10145.5,7.42,336.0,16.666666666666668,11.666666666666666,16.0,16.0,0.011994680389761925,0.2542572617530823,0.23911333084106445,0.0151439243927598,0.26088666915893555,42.12095260620117,0.06741204857826233,42.12095260620117,0.06741204857826233,0.9958491325378418,0.010993056930601597,blur,1.0,heldout,0.0,22.766376495361328,0.7535728812217712,0.8047478199005127,0.32056063413619995,0.13154393434524536,3.607388867230174,4.065188737459666,0.21795710921287537,0.04843774065375328,0.21491636335849762,0.01901054009795189,23.211774826049805,0.5987001657485962,0.9156160354614258,0.2132471203804016,0.08493161201477051,0.3081440329551697,22.882883071899414,0.012416601181030273
car_00,P,16,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10145.5,7.42,336.0,16.666666666666668,11.666666666666666,16.0,16.0,0.011994680389761925,0.2542572617530823,0.23911333084106445,0.0151439243927598,0.26088666915893555,42.12095260620117,0.06741204857826233,42.12095260620117,0.06741204857826233,0.9958491325378418,0.010993056930601597,blur,1.5,heldout,0.0,21.59589958190918,0.7521429657936096,0.7308574914932251,0.44295409321784973,0.18944454193115234,3.607388867230174,6.1548917868588155,0.21795710921287537,0.04843774065375328,0.21957272291183472,0.029188521206378937,21.277292251586914,0.7325096130371094,0.8228037357330322,0.3367856740951538,0.1629701852798462,0.4379340708255768,21.619068145751953,0.005020022392272949
car_00,P,16,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10145.5,7.42,336.0,16.666666666666668,11.666666666666666,16.0,16.0,0.011994680389761925,0.2542572617530823,0.23911333084106445,0.0151439243927598,0.26088666915893555,42.12095260620117,0.06741204857826233,42.12095260620117,0.06741204857826233,0.9958491325378418,0.010993056930601597,blur,2.0,heldout,0.0,20.964792251586914,0.735249400138855,0.6725139021873474,0.5124210715293884,0.22852325439453125,3.607388867230174,7.548317493009292,0.21795710921287537,0.04843774065375328,0.2141394019126892,0.025237469002604485,20.283205032348633,0.7941263914108276,0.7384136915206909,0.4212350845336914,0.20669257640838623,0.5099867582321167,20.968475341796875,0.0024343132972717285
car_00,P,16,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10145.5,7.42,336.0,16.666666666666668,11.666666666666666,16.0,16.0,0.011994680389761925,0.2542572617530823,0.23911333084106445,0.0151439243927598,0.26088666915893555,42.12095260620117,0.06741204857826233,42.12095260620117,0.06741204857826233,0.9958491325378418,0.010993056930601597,blur,3.0,heldout,0.0,19.993133544921875,0.7706873416900635,0.576330304145813,0.5887832641601562,0.28447848558425903,3.607388867230174,9.243299215108005,0.21795710921287537,0.04843774065375328,0.2095373570919037,0.020327292382717133,19.134111404418945,0.8434338569641113,0.6065778732299805,0.5307607054710388,0.26023703813552856,0.5855351686477661,20.02093505859375,0.0032480955123901367
car_00,P,16,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10145.5,7.42,336.0,16.666666666666668,11.666666666666666,16.0,16.0,0.011994680389761925,0.2542572617530823,0.23911333084106445,0.0151439243927598,0.26088666915893555,42.12095260620117,0.06741204857826233,42.12095260620117,0.06741204857826233,0.9958491325378418,0.010993056930601597,jpeg,95,heldout,0.0,25.640413284301758,0.7913880348205566,0.9188700914382935,0.10677847266197205,0.05961960554122925,3.607388867230174,3.5564957470778173,0.21795710921287537,0.04843774065375328,0.21733801066875458,0.023376278579235077,34.76029586791992,0.34117650985717773,0.9897789359092712,0.02850092202425003,0.0074770450592041016,0.04655233025550842,29.74864959716797,0.06022614240646362
car_00,P,16,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10145.5,7.42,336.0,16.666666666666668,11.666666666666666,16.0,16.0,0.011994680389761925,0.2542572617530823,0.23911333084106445,0.0151439243927598,0.26088666915893555,42.12095260620117,0.06741204857826233,42.12095260620117,0.06741204857826233,0.9958491325378418,0.010993056930601597,jpeg,85,heldout,0.0,24.952320098876953,0.7913880348205566,0.9060275554656982,0.12119773030281067,0.06867051124572754,3.607388867230174,3.5337704065385074,0.21795710921287537,0.04843774065375328,0.21670156717300415,0.03675159066915512,31.548870086669922,0.35686275362968445,0.980654239654541,0.06840725988149643,0.01255732774734497,0.08944735676050186,26.51421546936035,0.03175037354230881
car_00,P,16,a wrecked car after an accident,25,10,10,1,98.3,rotate,0,0.0,,,10145.5,7.42,336.0,16.666666666666668,11.666666666666666,16.0,16.0,0.011994680389761925,0.2542572617530823,0.23911333084106445,0.0151439243927598,0.26088666915893555,42.12095260620117,0.06741204857826233,42.12095260620117,0.06741204857826233,0.9958491325378418,0.010993056930601597,jpeg,75,heldout,0.0,23.77021598815918,0.8155913352966309,0.8782703876495361,0.1459307074546814,0.07610559463500977,3.607388867230174,3.602117073727044,0.21795710921287537,0.04843774065375328,0.2222711145877838,0.04251652956008911,29.52894401550293,0.5058823823928833,0.9726244807243347,0.10349015891551971,0.017070114612579346,0.1362108737230301,24.49603843688965,0.009719833731651306
