image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816
car_01,L,4,a wrecked car after an accident,1,20,10,1,12.0,11503.3,0.54,512.0,336.0,184.33333333333334,,,,0.826081395149231,0.4331909418106079,0.39289045333862305,0.06680907309055328,120.0,0.0,22.275882720947266,0.9297537803649902,0.8170938491821289,0.20998430252075195
dog_00,L,4,a cat sitting on the grass,1,20,10,1,12.0,11501.8,1.13,512.0,342.0,166.33333333333334,,,,0.7507323026657104,0.4703739285469055,0.28035837411880493,0.029626060277223587,120.0,0.0,29.749549865722656,0.44306522607803345,0.9088002443313599,0.189158633351326
dog_01,L,4,a cat sitting on the grass,1,20,10,1,12.0,11503.3,0.67,512.0,307.3333333333333,150.33333333333334,,,,0.7610406875610352,0.4234708845615387,0.33756983280181885,0.0765291079878807,120.0,0.0,27.547561645507812,0.7467606663703918,0.8727350234985352,0.210304856300354
person_00,L,4,an elderly person with gray hair,1,20,10,1,12.0,11501.8,1.31,512.0,285.3333333333333,103.66666666666667,,,,0.6386616230010986,0.41734015941619873,0.2213214635848999,0.08265984803438187,120.0,0.0,31.008525848388672,0.38136589527130127,0.9360749125480652,0.1573963761329651
person_01,L,4,an elderly person with gray hair,1,20,10,1,12.1,11503.3,0.7,512.0,322.3333333333333,165.0,,,,0.7226986885070801,0.43975985050201416,0.2829388380050659,0.06024015322327614,120.0,0.0,29.18801498413086,0.7103479504585266,0.9088228940963745,0.19176174700260162
