image,site,rank,prompt,steps,k_inv,n_edit,n_eot,seconds,peak_mb,residual_gain,eff_rank_mean,energy_rank_99_mean,energy_rank_90_mean,raw_eff_rank_mean,raw_energy_rank_99_mean,clamped_fraction,final_loss,final_L_def,final_L_fid,final_shift,final_psnr,final_linf,final_psnr_total,final_linf_total,final_ssim,final_lpips,purify,strength,noise_split,proxy_gap,edit_psnr,edit_linf,edit_ssim,edit_lpips,edit_dists,edit_niqe_a,edit_niqe_b,edit_clip_a,edit_siglip_a,edit_clip_b,edit_siglip_b,defimg_psnr,defimg_linf,defimg_ssim,defimg_lpips,defimg_dists,ctrl_lpips,ctrl_psnr,net_lpips
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816,identity,0.0,train,0.0,23.637998580932617,0.8060212135314941,0.9138959646224976,0.10097023844718933,0.057016968727111816,4.215788341561983,4.083936205371672,0.2232273519039154,0.05863351374864578,0.22311292588710785,0.06178555265069008,19.609703063964844,1.0,0.7556744813919067,0.2038971334695816,0.09324431419372559,0.0,80.0,0.10097023844718933
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816,blur,0.0,heldout,0.0,25.360689163208008,0.7583861351013184,0.933610200881958,0.09343954920768738,0.06741654872894287,3.607388867230174,3.480352275542348,0.21795710921287537,0.04843774065375328,0.2239461988210678,0.0415600948035717,19.609703063964844,1.0,0.7556744813919067,0.2038971334695816,0.09324431419372559,0.0,80.0,0.09343954920768738
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816,blur,0.5,heldout,0.0,25.656843185424805,0.6980444192886353,0.9199373126029968,0.1044979989528656,0.07134497165679932,3.607388867230174,2.743977344110406,0.21795710921287537,0.04843774065375328,0.22218433022499084,0.034565992653369904,20.266286849975586,0.859740674495697,0.7573508620262146,0.205961212515831,0.09726476669311523,0.07280343770980835,27.877161026000977,0.03169456124305725
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816,blur,1.0,heldout,0.0,22.383258819580078,0.742048978805542,0.7859424352645874,0.33977988362312317,0.1484370231628418,3.607388867230174,4.650441106123378,0.21795710921287537,0.04843774065375328,0.20984286069869995,0.02641681581735611,20.15768051147461,0.8194460868835449,0.7298228144645691,0.319167822599411,0.13698434829711914,0.3081440329551697,22.882883071899414,0.03163585066795349
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816,blur,1.5,heldout,0.0,21.254261016845703,0.7365334033966064,0.7043759822845459,0.4605046510696411,0.2045760154724121,3.607388867230174,6.86528345840687,0.21795710921287537,0.04843774065375328,0.20961759984493256,0.025889834389090538,19.63698959350586,0.8440558910369873,0.6804127097129822,0.4076263904571533,0.18999946117401123,0.4379340708255768,21.619068145751953,0.02257058024406433
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816,blur,2.0,heldout,0.0,20.41862678527832,0.7569043636322021,0.6303677558898926,0.5328100323677063,0.24370980262756348,3.607388867230174,8.121193400334166,0.21795710921287537,0.04843774065375328,0.202073335647583,0.027512487024068832,19.17915153503418,0.8631719350814819,0.628032386302948,0.47465085983276367,0.22766846418380737,0.5099867582321167,20.968475341796875,0.0228232741355896
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816,blur,3.0,heldout,0.0,19.593429565429688,0.811237096786499,0.5464819669723511,0.5999820828437805,0.2866173982620239,3.607388867230174,9.499557671321414,0.21795710921287537,0.04843774065375328,0.1999608427286148,0.021444164216518402,18.46204948425293,0.875923216342926,0.5361625552177429,0.5596342086791992,0.27551090717315674,0.5855351686477661,20.02093505859375,0.014446914196014404
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816,jpeg,95,heldout,0.0,24.920257568359375,0.8164438009262085,0.9272059202194214,0.10424833744764328,0.07350271940231323,3.607388867230174,3.481076646106904,0.21795710921287537,0.04843774065375328,0.22518599033355713,0.05184011533856392,19.556068420410156,0.9176470637321472,0.7548263072967529,0.2133517563343048,0.09694147109985352,0.04655233025550842,29.74864959716797,0.05769600719213486
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816,jpeg,85,heldout,0.0,23.561561584472656,0.8224563598632812,0.8930060267448425,0.13728800415992737,0.08866673707962036,3.607388867230174,3.6914759217127564,0.21795710921287537,0.04843774065375328,0.21833686530590057,0.0471564382314682,19.498966217041016,0.9333333373069763,0.7517281770706177,0.23517929017543793,0.10019063949584961,0.08944735676050186,26.51421546936035,0.04784064739942551
car_00,L,4,a wrecked car after an accident,1,20,10,1,12.1,10142.2,0.5,512.0,334.0,179.66666666666666,,,,0.847252368927002,0.39902976155281067,0.44822263717651367,0.10097023844718933,120.0,0.0,19.609708786010742,1.0,0.7556744813919067,0.2038971334695816,jpeg,75,heldout,0.0,23.044662475585938,0.8309800624847412,0.8676137924194336,0.16482296586036682,0.10279130935668945,3.607388867230174,3.314312906917695,0.21795710921287537,0.04843774065375328,0.2182328850030899,0.05728912726044655,19.46927833557129,0.9490196108818054,0.7487844228744507,0.2537882924079895,0.10227841138839722,0.1362108737230301,24.49603843688965,0.02861209213733673
